OG	tree	original_polytomies	resolved_polytomies	inconsistent_triples	prunned_leaves
OG13419	(SLYcer07g01237.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400065246[&&NHX:species=Potato],Solyc07g019450.3.1[&&NHX:species=Tomato],SPI07g01259.1[&&NHX:species=S. pimp])S;	0	0	0	
OG13731	(Solyc01g108930.3.1[&&NHX:species=Tomato],Capana08g002478[&&NHX:species=Dom. pepper],Sopen01g051130.1[&&NHX:species=S. Pennelli],Capang01g005000[&&NHX:species=Wild pepper])S;	0	0	0	
OG14411	(Solyc12g007300.1.1[&&NHX:species=Tomato],SPI12g00394.1[&&NHX:species=S. pimp],SLYcer12g00364.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400000732[&&NHX:species=Potato],Sopen12g003260.1[&&NHX:species=S. Pennelli])S;	0	0	0	
OG14436	(SPI01g08501.1[&&NHX:species=S. pimp],PGSC0003DMP400044975[&&NHX:species=Potato],Sopen01g051040.1[&&NHX:species=S. Pennelli],SLYcer01g08279.1[&&NHX:species=Tomato Cherry],Solyc01g108850.2.1[&&NHX:species=Tomato])S;	0	0	0	
OG14516	(Sopen02g018930.1[&&NHX:species=S. Pennelli],SLYcer02g03783.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400036743[&&NHX:species=Potato],Solyc02g069770.3.1[&&NHX:species=Tomato],SPI02g02680.1[&&NHX:species=S. pimp])S;	0	0	0	
OG15006	(Solyc02g079110.3.1[&&NHX:species=Tomato],Capana02g002046[&&NHX:species=Dom. pepper],Sopen02g023920.1[&&NHX:species=S. Pennelli],Capang02g001839[&&NHX:species=Wild pepper],PGSC0003DMP400038846[&&NHX:species=Potato])S;	0	0	0	
OG15059	((PGSC0003DMP400020863[&&NHX:species=Potato],PGSC0003DMP400020864[&&NHX:length=-0.44812:species=Potato])D,(Capang00g005425[&&NHX:species=Wild pepper],PGSC0003DMP400038557[&&NHX:species=Potato],Solyc07g066000.3.1[&&NHX:species=Tomato])S)D;	1	1	0	
OG15699	(SPI06g05201.1[&&NHX:species=S. pimp],Sopen06g033900.1[&&NHX:species=S. Pennelli],SLYcer06g05310.1[&&NHX:species=Tomato Cherry],Solyc06g082520.3.1[&&NHX:species=Tomato],Capana06g000275[&&NHX:species=Dom. pepper],Capang06g000264[&&NHX:species=Wild pepper])S;	0	0	0	
OG15762	(SLYcer04g05213.1[&&NHX:species=Tomato Cherry],SPI04g04701.1[&&NHX:species=S. pimp],Capana04g000891[&&NHX:species=Dom. pepper],Solyc04g076020.3.1[&&NHX:species=Tomato],Capang04g000853[&&NHX:species=Wild pepper],Sopen04g029970.1[&&NHX:species=S. Pennelli])S;	0	0	0	
OG15874	(Sopen04g033170.1[&&NHX:species=S. Pennelli],SPI04g05054.1[&&NHX:species=S. pimp],Solyc04g079590.3.1[&&NHX:species=Tomato],Capana04g000474[&&NHX:species=Dom. pepper],Capang04g000439[&&NHX:species=Wild pepper],SLYcer04g05557.1[&&NHX:species=Tomato Cherry])S;	0	0	0	
OG15900	(Solyc03g113410.2.1[&&NHX:species=Tomato],Capana03g001065[&&NHX:species=Dom. pepper],Sopen03g032460.1[&&NHX:species=S. Pennelli],SPI03g04568.1[&&NHX:species=S. pimp],Capang03g001020[&&NHX:species=Wild pepper],SLYcer03g04519.1[&&NHX:species=Tomato Cherry])S;	0	0	0	
OG15986	(SLYcer03g02312.1[&&NHX:species=Tomato Cherry],Capang00g002236[&&NHX:species=Wild pepper],SPI03g02435.1[&&NHX:species=S. pimp],Solyc03g059310.3.1[&&NHX:species=Tomato],Sopen03g013810.1[&&NHX:species=S. Pennelli],Capana03g002814[&&NHX:species=Dom. pepper])S;	0	0	0	
OG16601	((SPI02g02920.1[&&NHX:species=S. pimp],Capana02g001737[&&NHX:species=Dom. pepper],Solyc02g072230.3.1[&&NHX:species=Tomato],PGSC0003DMP400049453[&&NHX:species=Potato],Sopen02g021210.1[&&NHX:species=S. Pennelli])S,Sopen02g021210.2[&&NHX:species=S. Pennelli])D;	0	0	9	SLYcer02g04025.1
OG16610	((SLYcer10g05010.1[&&NHX:species=Tomato Cherry],Sopen10g027510.1[&&NHX:species=S. Pennelli],SPI10g03505.1[&&NHX:species=S. pimp],Capang06g001464[&&NHX:species=Wild pepper],Capana10g001235[&&NHX:species=Dom. pepper])S,Sopen10g027510.2[&&NHX:species=S. Pennelli])D;	0	0	12	Solyc10g075030.3.1
OG16712	(Capang07g000056[&&NHX:species=Wild pepper],Capana07g000026[&&NHX:species=Dom. pepper],Sopen07g003000.1[&&NHX:species=S. Pennelli],SLYcer07g00329.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400032668[&&NHX:species=Potato],SPI07g00397.1[&&NHX:species=S. pimp],Solyc07g006900.2.1[&&NHX:species=Tomato])S;	0	0	0	
OG16911	(Capang03g000005[&&NHX:species=Wild pepper],Sopen03g041750.1[&&NHX:species=S. Pennelli],SPI03g05560.1[&&NHX:species=S. pimp],PGSC0003DMP400016168[&&NHX:species=Potato],Solyc03g124020.1.1[&&NHX:species=Tomato],Capana03g000009[&&NHX:species=Dom. pepper],SLYcer03g05532.1[&&NHX:species=Tomato Cherry])S;	0	0	0	
OG16945	((Solyc03g111740.3.1[&&NHX:species=Tomato],(PGSC0003DMP400026596[&&NHX:species=Potato],PGSC0003DMP400026597[&&NHX:species=Potato])D,Sopen03g030860.1[&&NHX:species=S. Pennelli],SPI03g04403.1[&&NHX:species=S. pimp])S,(PGSC0003DMP400026595[&&NHX:species=Potato],SLYcer03g04348.1[&&NHX:species=Tomato Cherry])S)D;	0	0	0	
OG17043	(Sopen10g029090.1[&&NHX:species=S. Pennelli],Solyc10g078430.2.1[&&NHX:species=Tomato],Capana10g002467[&&NHX:species=Dom. pepper],SLYcer10g05206.1[&&NHX:species=Tomato Cherry],(PGSC0003DMP400014699[&&NHX:species=Potato],PGSC0003DMP400014698[&&NHX:species=Potato])D,SPI10g03690.1[&&NHX:species=S. pimp])S;	0	0	0	
OG17111	(PGSC0003DMP400015748[&&NHX:species=Potato],Sopen09g004730.1[&&NHX:species=S. Pennelli],SLYcer09g00830.1[&&NHX:species=Tomato Cherry],Capang09g001308[&&NHX:species=Wild pepper],Solyc09g009980.3.1[&&NHX:species=Tomato],SPI09g00761.1[&&NHX:species=S. pimp],Capana09g001771[&&NHX:species=Dom. pepper])S;	0	0	0	
OG17204	(Sopen06g030390.1[&&NHX:species=S. Pennelli],Capang06g000604[&&NHX:species=Wild pepper],PGSC0003DMP400010522[&&NHX:species=Potato],SPI06g04816.1[&&NHX:species=S. pimp],Solyc06g073980.4.1[&&NHX:species=Tomato],Capana06g000650[&&NHX:species=Dom. pepper],SLYcer06g04952.1[&&NHX:species=Tomato Cherry])S;	0	0	0	
OG17348	(Sopen08g009980.1[&&NHX:species=S. Pennelli],Capana02g000177[&&NHX:species=Dom. pepper],SPI08g04131.1[&&NHX:species=S. pimp],Solyc08g029090.4.1[&&NHX:species=Tomato],SLYcer08g04226.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400025605[&&NHX:species=Potato],Capang02g000161[&&NHX:species=Wild pepper])S;	0	0	0	
OG17374	(SLYcer09g00279.1[&&NHX:species=Tomato Cherry],Sopen09g001830.1[&&NHX:species=S. Pennelli],SPI09g00183.1[&&NHX:species=S. pimp],PGSC0003DMP400041348[&&NHX:species=Potato],Capana09g002053[&&NHX:species=Dom. pepper],Solyc09g005970.1.1[&&NHX:species=Tomato],Capang09g001588[&&NHX:species=Wild pepper])S;	0	0	0	
OG17378	(Solyc03g119090.3.1[&&NHX:species=Tomato],Capang00g000413[&&NHX:species=Wild pepper],PGSC0003DMP400009954[&&NHX:species=Potato],SLYcer03g05104.1[&&NHX:species=Tomato Cherry],SPI03g05164.1[&&NHX:species=S. pimp],Capana03g000735[&&NHX:species=Dom. pepper],Sopen03g037980.1[&&NHX:species=S. Pennelli])S;	0	0	0	
OG17424	(PGSC0003DMP400024934[&&NHX:species=Potato],SPI03g05081.1[&&NHX:species=S. pimp],Capana03g000640[&&NHX:species=Dom. pepper],Capang03g000578[&&NHX:species=Wild pepper],SLYcer03g05022.1[&&NHX:species=Tomato Cherry],Solyc03g118290.3.1[&&NHX:species=Tomato],Sopen03g037200.1[&&NHX:species=S. Pennelli])S;	0	0	0	
OG17488	(SLYcer04g04422.1[&&NHX:species=Tomato Cherry],Solyc04g064830.4.1[&&NHX:species=Tomato],Capana00g001577[&&NHX:species=Dom. pepper],Capang07g001080[&&NHX:species=Wild pepper],Sopen04g026790.1[&&NHX:species=S. Pennelli],SPI04g04052.1[&&NHX:species=S. pimp],PGSC0003DMP400043067[&&NHX:species=Potato])S;	0	0	0	
OG17535	(SPI04g03990.1[&&NHX:species=S. pimp],SLYcer04g04350.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400043088[&&NHX:species=Potato],Capana00g004438[&&NHX:species=Dom. pepper],Sopen04g026300.1[&&NHX:species=S. Pennelli],Solyc04g063380.3.1[&&NHX:species=Tomato],Capang03g003334[&&NHX:species=Wild pepper])S;	0	0	0	
OG17772	(SPI06g05313.1[&&NHX:species=S. pimp],Sopen06g034990.1[&&NHX:species=S. Pennelli],Solyc06g083600.3.1[&&NHX:species=Tomato],PGSC0003DMP400034979[&&NHX:species=Potato],Capang06g000140[&&NHX:species=Wild pepper],SLYcer06g05421.1[&&NHX:species=Tomato Cherry],Capana06g000163[&&NHX:species=Dom. pepper])S;	0	0	0	
OG17819	(Solyc06g075150.3.1[&&NHX:species=Tomato],SPI06g04942.1[&&NHX:species=S. pimp],Capang06g000499[&&NHX:species=Wild pepper],Capana06g000514[&&NHX:species=Dom. pepper],PGSC0003DMP400042077[&&NHX:species=Potato],SLYcer06g05078.1[&&NHX:species=Tomato Cherry],Sopen06g031560.1[&&NHX:species=S. Pennelli])S;	0	0	0	
OG17821	(PGSC0003DMP400034646[&&NHX:species=Potato],Sopen03g003670.1[&&NHX:species=S. Pennelli],Solyc03g007750.3.1[&&NHX:species=Tomato],SLYcer03g00363.1[&&NHX:species=Tomato Cherry],Capang03g001995[&&NHX:species=Wild pepper],SPI03g00588.1[&&NHX:species=S. pimp],Capana03g002113[&&NHX:species=Dom. pepper])S;	0	0	0	
OG17823	(Capana09g001096[&&NHX:species=Dom. pepper],Capang09g000806[&&NHX:species=Wild pepper],SPI09g03468.1[&&NHX:species=S. pimp],SLYcer09g03571.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400015088[&&NHX:species=Potato],Sopen09g025690.1[&&NHX:species=S. Pennelli],Solyc09g064530.3.1[&&NHX:species=Tomato])S;	0	0	0	
OG17835	(Sopen02g037800.1[&&NHX:species=S. Pennelli],PGSC0003DMP400007188[&&NHX:species=Potato],SLYcer02g05718.1[&&NHX:species=Tomato Cherry],SPI02g04637.1[&&NHX:species=S. pimp],Capana02g003072[&&NHX:species=Dom. pepper],Capang02g002780[&&NHX:species=Wild pepper],Solyc02g093220.3.1[&&NHX:species=Tomato])S;	0	0	0	
OG17885	(PGSC0003DMP400020727[&&NHX:species=Potato],Capang04g000444[&&NHX:species=Wild pepper],SLYcer04g05554.1[&&NHX:species=Tomato Cherry],SPI04g05051.1[&&NHX:species=S. pimp],Capana04g000478[&&NHX:species=Dom. pepper],Solyc04g079560.3.1[&&NHX:species=Tomato],Sopen04g033140.1[&&NHX:species=S. Pennelli])S;	0	0	0	
OG17904	(Capang06g002653[&&NHX:species=Wild pepper],SPI06g00213.1[&&NHX:species=S. pimp],SLYcer06g00436.1[&&NHX:species=Tomato Cherry],Capana06g002876[&&NHX:species=Dom. pepper],PGSC0003DMP400035877[&&NHX:species=Potato],Sopen06g002440.1[&&NHX:species=S. Pennelli],Solyc06g007530.2.1[&&NHX:species=Tomato])S;	0	0	0	
OG17943	(SLYcer01g08347.1[&&NHX:species=Tomato Cherry],Sopen01g051750.1[&&NHX:species=S. Pennelli],Solyc01g109560.3.1[&&NHX:species=Tomato],SPI01g08569.1[&&NHX:species=S. pimp],Capana12g001017[&&NHX:species=Dom. pepper],PGSC0003DMP400001405[&&NHX:species=Potato],Capang01g005057[&&NHX:species=Wild pepper])S;	0	0	0	
OG18025	(SLYcer09g01159.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400035343[&&NHX:species=Potato],SPI09g01047.1[&&NHX:species=S. pimp],Capang09g001165[&&NHX:species=Wild pepper],Solyc09g013160.3.1[&&NHX:species=Tomato],Capana09g001578[&&NHX:species=Dom. pepper],Sopen09g007020.1[&&NHX:species=S. Pennelli])S;	0	0	0	
OG18110	(Solyc03g123550.1.1[&&NHX:species=Tomato],PGSC0003DMP400016175[&&NHX:species=Potato],Sopen03g041320.1[&&NHX:species=S. Pennelli],Capang03g000073[&&NHX:species=Wild pepper],Capana03g000077[&&NHX:species=Dom. pepper],SLYcer03g05485.1[&&NHX:species=Tomato Cherry],SPI03g05514.1[&&NHX:species=S. pimp])S;	0	0	0	
OG18167	(SPI06g05312.1[&&NHX:species=S. pimp],Solyc06g083590.4.1[&&NHX:species=Tomato],SLYcer06g05420.1[&&NHX:species=Tomato Cherry],Sopen06g034980.1[&&NHX:species=S. Pennelli],PGSC0003DMP400034841[&&NHX:species=Potato],Capang06g000141[&&NHX:species=Wild pepper],Capana06g000164[&&NHX:species=Dom. pepper])S;	0	0	0	
OG18286	(Capang07g000847[&&NHX:species=Wild pepper],SLYcer04g03753.1[&&NHX:species=Tomato Cherry],Sopen04g023080.1[&&NHX:species=S. Pennelli],Solyc04g051700.3.1[&&NHX:species=Tomato],Capana06g002813[&&NHX:species=Dom. pepper],SPI04g03471.1[&&NHX:species=S. pimp],PGSC0003DMP400054358[&&NHX:species=Potato])S;	0	0	0	
OG18300	(Capang04g000561[&&NHX:species=Wild pepper],Capana04g000614[&&NHX:species=Dom. pepper],SLYcer04g05448.1[&&NHX:species=Tomato Cherry],SPI04g04946.1[&&NHX:species=S. pimp],PGSC0003DMP400005943[&&NHX:species=Potato],Solyc04g078390.3.1[&&NHX:species=Tomato],Sopen04g031990.1[&&NHX:species=S. Pennelli])S;	0	0	0	
OG18328	(PGSC0003DMP400002698[&&NHX:species=Potato],Capang03g004272[&&NHX:species=Wild pepper],Sopen09g033890.1[&&NHX:species=S. Pennelli],SLYcer09g05019.1[&&NHX:species=Tomato Cherry],SPI09g04685.1[&&NHX:species=S. pimp],Capana03g004455[&&NHX:species=Dom. pepper],Solyc09g090910.3.1[&&NHX:species=Tomato])S;	0	0	0	
OG18354	(PGSC0003DMP400006736[&&NHX:species=Potato],Sopen04g034850.1[&&NHX:species=S. Pennelli],SPI04g05229.1[&&NHX:species=S. pimp],Capang04g000238[&&NHX:species=Wild pepper],Capana04g000259[&&NHX:species=Dom. pepper],Solyc04g081240.2.1[&&NHX:species=Tomato],SLYcer04g05728.1[&&NHX:species=Tomato Cherry])S;	0	0	0	
OG18365	(Capang03g004038[&&NHX:species=Wild pepper],SLYcer09g05284.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400037493[&&NHX:species=Potato],Capana03g004210[&&NHX:species=Dom. pepper],SPI09g04974.1[&&NHX:species=S. pimp],Solyc09g098380.3.1[&&NHX:species=Tomato],Sopen09g036300.1[&&NHX:species=S. Pennelli])S;	0	0	0	
OG18401	(Sopen01g037050.1[&&NHX:species=S. Pennelli],Capang01g001214[&&NHX:species=Wild pepper],SLYcer01g06798.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400022636[&&NHX:species=Potato],SPI01g07063.1[&&NHX:species=S. pimp],Solyc01g091310.3.1[&&NHX:species=Tomato],Capana01g001392[&&NHX:species=Dom. pepper])S;	0	0	0	
OG18476	(SPI01g08805.1[&&NHX:species=S. pimp],Sopen01g054030.1[&&NHX:species=S. Pennelli],Solyc01g111980.3.1[&&NHX:species=Tomato],PGSC0003DMP400032501[&&NHX:species=Potato],Capang01g005376[&&NHX:species=Wild pepper],Capana08g002793[&&NHX:species=Dom. pepper],SLYcer01g08576.1[&&NHX:species=Tomato Cherry])S;	0	0	0	
OG18689	(SLYcer02g05780.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400035224[&&NHX:species=Potato],Sopen02g038480.1[&&NHX:species=S. Pennelli],Capana02g003612[&&NHX:species=Dom. pepper],SPI02g04701.1[&&NHX:species=S. pimp],Capang02g003331[&&NHX:species=Wild pepper],Solyc02g093840.3.1[&&NHX:species=Tomato])S;	0	0	0	
OG18799	(Capana12g001985[&&NHX:species=Dom. pepper],PGSC0003DMP400007076[&&NHX:species=Potato],Solyc11g005550.2.1[&&NHX:species=Tomato],SPI11g00301.1[&&NHX:species=S. pimp],SLYcer11g00138.1[&&NHX:species=Tomato Cherry],Sopen11g001520.1[&&NHX:species=S. Pennelli],Capang12g001671[&&NHX:species=Wild pepper])S;	0	0	0	
OG18801	(Capana11g000076[&&NHX:species=Dom. pepper],Solyc11g069500.2.1[&&NHX:species=Tomato],SPI11g04007.1[&&NHX:species=S. pimp],Sopen11g028210.1[&&NHX:species=S. Pennelli],Capang11g000072[&&NHX:species=Wild pepper],SLYcer11g03942.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400014218[&&NHX:species=Potato])S;	0	0	0	
OG18924	(SPI01g06685.1[&&NHX:species=S. pimp],Capang01g002222[&&NHX:species=Wild pepper],SLYcer01g06417.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400043845[&&NHX:species=Potato],Sopen01g033860.1[&&NHX:species=S. Pennelli],Capana01g002560[&&NHX:species=Dom. pepper],Solyc01g086850.3.1[&&NHX:species=Tomato])S;	0	0	0	
OG18938	(PGSC0003DMP400027661[&&NHX:species=Potato],Sopen02g035340.1[&&NHX:species=S. Pennelli],SLYcer02g05476.1[&&NHX:species=Tomato Cherry],Capang02g002819[&&NHX:species=Wild pepper],Solyc02g090710.3.1[&&NHX:species=Tomato],Capana02g003111[&&NHX:species=Dom. pepper],SPI02g04399.1[&&NHX:species=S. pimp])S;	0	0	0	
OG18991	(Capang03g000481[&&NHX:species=Wild pepper],Capana03g000522[&&NHX:species=Dom. pepper],Solyc03g117350.1.1[&&NHX:species=Tomato],PGSC0003DMP400024984[&&NHX:species=Potato],Sopen03g036240.1[&&NHX:species=S. Pennelli],SLYcer03g04932.1[&&NHX:species=Tomato Cherry],SPI03g04989.1[&&NHX:species=S. pimp])S;	0	0	0	
OG18993	(Capang05g001962[&&NHX:species=Wild pepper],SLYcer10g02158.1[&&NHX:species=Tomato Cherry],Capana05g002412[&&NHX:species=Dom. pepper],SPI05g04826.1[&&NHX:species=S. pimp],Solyc05g054890.4.1[&&NHX:species=Tomato],Sopen05g033350.1[&&NHX:species=S. Pennelli],PGSC0003DMP400040689[&&NHX:species=Potato])S;	0	0	0	
OG19020	(Solyc02g090170.3.1[&&NHX:species=Tomato],Capana02g003162[&&NHX:species=Dom. pepper],PGSC0003DMP400017857[&&NHX:species=Potato],Sopen02g034860.1[&&NHX:species=S. Pennelli],SPI02g04348.1[&&NHX:species=S. pimp],SLYcer02g05425.1[&&NHX:species=Tomato Cherry],Capang02g002867[&&NHX:species=Wild pepper])S;	0	0	0	
OG19041	(PGSC0003DMP400035159[&&NHX:species=Potato],Capang02g003420[&&NHX:species=Wild pepper],SPI02g04769.1[&&NHX:species=S. pimp],Sopen02g039120.1[&&NHX:species=S. Pennelli],Solyc02g094460.2.1[&&NHX:species=Tomato],Capana02g003697[&&NHX:species=Dom. pepper],SLYcer02g05844.1[&&NHX:species=Tomato Cherry])S;	0	0	0	
OG19052	(PGSC0003DMP400038295[&&NHX:species=Potato],Solyc07g066060.3.1[&&NHX:species=Tomato],SPI07g06361.1[&&NHX:species=S. pimp],Capang07g002431[&&NHX:species=Wild pepper],Capana07g002435[&&NHX:species=Dom. pepper],SLYcer07g05643.1[&&NHX:species=Tomato Cherry],Sopen07g034240.1[&&NHX:species=S. Pennelli])S;	0	0	0	
OG19085	(SLYcer11g00881.1[&&NHX:species=Tomato Cherry],Capang00g001171[&&NHX:species=Wild pepper],Capana04g001744[&&NHX:species=Dom. pepper],SPI11g01029.1[&&NHX:species=S. pimp],Solyc11g013310.2.1[&&NHX:species=Tomato],Sopen11g008320.1[&&NHX:species=S. Pennelli],PGSC0003DMP400011584[&&NHX:species=Potato])S;	0	0	0	
OG19086	(Capang04g001531[&&NHX:species=Wild pepper],SPI11g01149.1[&&NHX:species=S. pimp],PGSC0003DMP400016287[&&NHX:species=Potato],Capana04g001619[&&NHX:species=Dom. pepper],Sopen11g009060.1[&&NHX:species=S. Pennelli],SLYcer11g01021.1[&&NHX:species=Tomato Cherry],Solyc11g017070.2.1[&&NHX:species=Tomato])S;	0	0	0	
OG19180	(SPI04g03483.1[&&NHX:species=S. pimp],Capana12g001551[&&NHX:species=Dom. pepper],PGSC0003DMP400028983[&&NHX:species=Potato],Sopen04g023150.1[&&NHX:species=S. Pennelli],SLYcer04g03767.1[&&NHX:species=Tomato Cherry],Capang12g001290[&&NHX:species=Wild pepper],Solyc04g051800.3.1[&&NHX:species=Tomato])S;	0	0	0	
OG19181	(Sopen05g034860.1[&&NHX:species=S. Pennelli],SLYcer10g01992.1[&&NHX:species=Tomato Cherry],SPI05g04985.1[&&NHX:species=S. pimp],Solyc05g056470.1.1[&&NHX:species=Tomato],PGSC0003DMP400040315[&&NHX:species=Potato],Capana12g002916[&&NHX:species=Dom. pepper],Capang12g002560[&&NHX:species=Wild pepper])S;	0	0	0	
OG19405	(Capang12g001149[&&NHX:species=Wild pepper],PGSC0003DMP400025462[&&NHX:species=Potato],Capana12g001354[&&NHX:species=Dom. pepper],SPI12g03897.1[&&NHX:species=S. pimp],SLYcer12g03950.1[&&NHX:species=Tomato Cherry],Solyc12g042070.3.1[&&NHX:species=Tomato],Sopen12g021160.1[&&NHX:species=S. Pennelli])S;	0	0	0	
OG19699	(SPI02g03200.1[&&NHX:species=S. pimp],Capang02g001813[&&NHX:species=Wild pepper],(Sopen02g023830.3[&&NHX:species=S. Pennelli],(Sopen02g023830.1[&&NHX:species=S. Pennelli],Sopen02g023830.2[&&NHX:species=S. Pennelli])D)D,Solyc02g079020.4.1[&&NHX:species=Tomato],Capana02g002032[&&NHX:species=Dom. pepper],SLYcer02g04298.1[&&NHX:species=Tomato Cherry])S;	1	1	0	
OG19806	((Sopen01g039980.1[&&NHX:species=S. Pennelli],Capana08g001115[&&NHX:species=Dom. pepper],Solyc01g096220.3.1[&&NHX:species=Tomato],PGSC0003DMP400000271[&&NHX:species=Potato],SLYcer01g07096.1[&&NHX:species=Tomato Cherry],SPI01g07346.1[&&NHX:species=S. pimp],Capang01g003625[&&NHX:species=Wild pepper])S,Sopen00g014180.1[&&NHX:species=S. Pennelli])D;	0	0	0	
OG19852	((Solyc03g078150.3.1[&&NHX:species=Tomato],Capana03g003057[&&NHX:species=Dom. pepper],SPI03g03123.1[&&NHX:species=S. pimp],Sopen03g020870.1[&&NHX:species=S. Pennelli],PGSC0003DMP400054605[&&NHX:species=Potato],Capang03g002922[&&NHX:species=Wild pepper],SLYcer03g03022.1[&&NHX:species=Tomato Cherry])S,SPI03g03129.1[&&NHX:species=S. pimp])D;	0	0	0	
OG19874	((Capana09g001461[&&NHX:species=Dom. pepper],Sopen09g027040.1[&&NHX:species=S. Pennelli],PGSC0003DMP400033642[&&NHX:species=Potato],SPI09g03631.1[&&NHX:species=S. pimp],Capang09g001032[&&NHX:species=Wild pepper],Solyc09g065290.4.1[&&NHX:species=Tomato],SLYcer09g03710.1[&&NHX:species=Tomato Cherry])S,SPI09g03623.1[&&NHX:species=S. pimp])D;	0	0	0	
OG19976	((Sopen01g039790.1[&&NHX:species=S. Pennelli],SPI01g07330.1[&&NHX:species=S. pimp],Solyc01g096070.3.1[&&NHX:species=Tomato],Capana08g001056[&&NHX:species=Dom. pepper],PGSC0003DMP400000262[&&NHX:species=Potato],Capang01g003640[&&NHX:species=Wild pepper],SLYcer01g07081.1[&&NHX:species=Tomato Cherry])S,PGSC0003DMP400000263[&&NHX:species=Potato])D;	0	0	0	
OG20066	(((PGSC0003DMP400000240[&&NHX:species=Potato],Solyc01g095880.1.1[&&NHX:species=Tomato],Sopen01g039620.1[&&NHX:species=S. Pennelli])S,PGSC0003DMP400000239[&&NHX:species=Potato])D,SLYcer01g07063.1[&&NHX:species=Tomato Cherry],SPI01g07312.1[&&NHX:species=S. pimp])S;	0	0	16	Capang01g003678,Capana08g001092
OG20120	(PGSC0003DMP400014005[&&NHX:species=Potato],(Sopen04g032380.1[&&NHX:species=S. Pennelli],SPI04g04983.1[&&NHX:species=S. pimp],Capana04g000562[&&NHX:species=Dom. pepper],Capang04g000510[&&NHX:species=Wild pepper],PGSC0003DMP400014006[&&NHX:species=Potato],Solyc04g078780.3.1[&&NHX:species=Tomato],SLYcer04g05488.1[&&NHX:species=Tomato Cherry])S)D;	0	0	0	
OG20135	((Sopen06g030490.1[&&NHX:species=S. Pennelli],SLYcer06g04960.1[&&NHX:species=Tomato Cherry],PGSC0003DMP400010444[&&NHX:species=Potato],Solyc06g074070.3.1[&&NHX:species=Tomato],Capana06g000638[&&NHX:species=Dom. pepper],Capang06g000595[&&NHX:species=Wild pepper],SPI06g04825.1[&&NHX:species=S. pimp])S,PGSC0003DMP400010443[&&NHX:species=Potato])D;	0	0	0	
OG20188	((Sopen08g025600.1[&&NHX:species=S. Pennelli],SPI08g05809.1[&&NHX:species=S. pimp],PGSC0003DMP400065498[&&NHX:species=Potato],Capana01g001053[&&NHX:species=Dom. pepper],Capang01g000902[&&NHX:species=Wild pepper],SLYcer08g05918.1[&&NHX:species=Tomato Cherry],Solyc08g077020.1.1[&&NHX:species=Tomato])S,PGSC0003DMP400058889[&&NHX:species=Potato])D;	0	0	0	
