OG	n_genes	n_species	Dom. pepper	Potato	S. Pennelli	S. pimp	Tomato	Tomato Cherry	Wild pepper
OG18261	7	7	Capana09g001426	PGSC0003DMP400022834	Sopen09g026820.1	SPI09g03574.1	Solyc09g065100.3.1	SLYcer09g03678.1	Capang09g001007
OG18401	7	7	Capana01g001392	PGSC0003DMP400022636	Sopen01g037050.1	SPI01g07063.1	Solyc01g091310.3.1	SLYcer01g06798.1	Capang01g001214
OG18468	7	7	Capana08g002242	PGSC0003DMP400058818	Sopen01g049400.1	SPI01g08331.1	Solyc01g107140.3.1	SLYcer01g08099.1	Capang01g004797
OG18568	7	7	Capana02g001947	PGSC0003DMP400051788	Sopen02g022960.1	SPI02g03104.1	Solyc02g078130.3.1	SLYcer02g04205.1	Capang02g001728
OG18580	7	7	Capana11g002254	PGSC0003DMP400022973	Sopen05g005450.1	SPI05g00656.1	Solyc05g009640.4.1	SLYcer05g00623.1	Capang11g002155
OG18790	7	7	Capana00g002444	PGSC0003DMP400022472	Sopen02g030420.1	SPI02g03897.1	Solyc02g085730.3.1	SLYcer02g04974.1	Capang02g002483
OG18799	7	7	Capana12g001985	PGSC0003DMP400007076	Sopen11g001520.1	SPI11g00301.1	Solyc11g005550.2.1	SLYcer11g00138.1	Capang12g001671
OG18976	7	7	Capana06g002152	PGSC0003DMP400033079	Sopen06g017530.1	SPI06g03433.1	Solyc06g051550.4.1	SLYcer06g03519.1	Capang06g001974
OG18982	7	7	Capana02g002096	PGSC0003DMP400037647	Sopen02g024580.1	SPI02g03271.1	Solyc02g079810.3.1	SLYcer02g04371.1	Capang02g001895
OG18993	7	7	Capana05g002412	PGSC0003DMP400040689	Sopen05g033350.1	SPI05g04826.1	Solyc05g054890.4.1	SLYcer10g02158.1	Capang05g001962
OG19052	7	7	Capana07g002435	PGSC0003DMP400038295	Sopen07g034240.1	SPI07g06361.1	Solyc07g066060.3.1	SLYcer07g05643.1	Capang07g002431
OG19060	7	7	Capana02g002873	PGSC0003DMP400053393	Sopen02g036060.1	SPI02g04462.1	Solyc02g091440.2.1	SLYcer02g05542.1	Capang02g002596
OG19086	7	7	Capana04g001619	PGSC0003DMP400016287	Sopen11g009060.1	SPI11g01149.1	Solyc11g017070.2.1	SLYcer11g01021.1	Capang04g001531
OG19109	7	7	Capana12g002036	PGSC0003DMP400049927	Sopen11g001740.1	SPI11g00327.1	Solyc11g005780.3.1	SLYcer11g00167.1	Capang05g001661
OG19180	7	7	Capana12g001551	PGSC0003DMP400028983	Sopen04g023150.1	SPI04g03483.1	Solyc04g051800.3.1	SLYcer04g03767.1	Capang12g001290
OG19181	7	7	Capana12g002916	PGSC0003DMP400040315	Sopen05g034860.1	SPI05g04985.1	Solyc05g056470.1.1	SLYcer10g01992.1	Capang12g002560
OG19333	7	7	Capana12g002686	PGSC0003DMP400028197	Sopen11g005120.1	SPI11g00699.1	Solyc11g010340.2.1	SLYcer11g00558.1	Capang12g002326
OG19813	8	7	Capana01g000066	PGSC0003DMP400021673	Sopen08g031160.1,Sopen08g031160.2	SPI08g06418.1	Solyc08g082940.2.1	SLYcer08g06513.1	Capang01g000059
OG19855	8	7	Capana03g000749	PGSC0003DMP400024951	Sopen03g037480.2,Sopen03g037480.1	SPI03g05108.1	Solyc03g118540.4.1	SLYcer03g05048.1	Capang03g000677
OG19874	8	7	Capana09g001461	PGSC0003DMP400033642	Sopen09g027040.1	SPI09g03623.1,SPI09g03631.1	Solyc09g065290.4.1	SLYcer09g03710.1	Capang09g001032
OG20062	8	7	Capana09g000144	PGSC0003DMP400005280,PGSC0003DMP400005281	Sopen12g004170.1	SPI12g00508.1	Solyc12g009220.2.1	SLYcer12g00480.1	Capang09g000139
OG20120	8	7	Capana04g000562	PGSC0003DMP400014006,PGSC0003DMP400014005	Sopen04g032380.1	SPI04g04983.1	Solyc04g078780.3.1	SLYcer04g05488.1	Capang04g000510
OG20212	8	6	Capana00g004209,Capana00g004144	PGSC0003DMP400033401,PGSC0003DMP400033402	Sopen07g032230.1	SPI07g06158.1	Solyc07g064090.3.1	SLYcer07g05446.1	
OG20250	8	7	Capana09g000067	PGSC0003DMP400013915,PGSC0003DMP400013916	Sopen12g005110.1	SPI12g00629.1	Solyc12g010220.3.1	SLYcer12g00602.1	Capang09g000062
OG20494	8	7	Capana00g004291	PGSC0003DMP400055581	Sopen04g004480.1	SPI04g00537.1	Solyc04g009360.3.1	SLYcer04g00561.1	Capang00g003326,Capang00g004451
OG20579	8	7	Capana08g001686	PGSC0003DMP400031850,PGSC0003DMP400031849	Sopen01g044750.1	SPI01g07850.1	Solyc01g102300.3.1	SLYcer01g07422.1	Capang01g004267
OG20623	8	7	Capana02g001932	PGSC0003DMP400051738,PGSC0003DMP400051739	Sopen02g022850.1	SPI02g03096.1	Solyc02g078010.4.1	SLYcer02g04198.1	Capang02g001709
OG20634	8	7	Capana00g001507	PGSC0003DMP400013973,PGSC0003DMP400013974	Sopen04g032120.1	SPI04g04958.1	Solyc04g078520.3.1	SLYcer04g05461.1	Capang04g000541
OG20671	8	7	Capana02g002020	PGSC0003DMP400053128,PGSC0003DMP400038758	Sopen02g023780.1	SPI02g03194.1	Solyc02g078970.4.1	SLYcer02g04292.1	Capang02g001802
OG20765	8	7	Capana01g000256	PGSC0003DMP400021841,PGSC0003DMP400021842	Sopen08g029440.1	SPI08g06236.1	Solyc08g081140.4.1	SLYcer08g06327.1	Capang01g000239
OG20796	8	7	Capana07g001126	PGSC0003DMP400027897,PGSC0003DMP400027896	Sopen07g023150.1	SPI07g04600.1	Solyc07g043580.4.1	SLYcer07g03886.1	Capang07g001171
OG20843	8	7	Capana03g000857	PGSC0003DMP400042485,PGSC0003DMP400042484	Sopen03g034530.1	SPI03g04801.1	Solyc03g115540.2.1	SLYcer03g04744.1	Capang03g000788
OG20904	8	7	Capana08g002582	PGSC0003DMP400053928,PGSC0003DMP400053926	Sopen01g052220.1	SPI01g08623.1	Solyc01g110030.3.1	SLYcer01g08397.1	Capang01g005114
OG20959	8	7	Capana02g002908	PGSC0003DMP400053327,PGSC0003DMP400053328	Sopen02g036370.1	SPI02g04491.1	Solyc02g091790.3.1	SLYcer02g05571.1	Capang02g002631
OG20981	8	7	Capana02g003545	PGSC0003DMP400022373,PGSC0003DMP400022374	Sopen02g031190.1	SPI02g03993.1	Solyc02g086470.3.1	SLYcer02g05055.1	Capang02g003267
OG20988	8	7	Capana03g004496	PGSC0003DMP400040825,PGSC0003DMP400029998	Sopen09g032810.1	SPI09g04572.1	Solyc09g089870.3.1	SLYcer09g04913.1	Capang03g004326
OG21025	8	7	Capana12g000990	PGSC0003DMP400007762,PGSC0003DMP400007763	Sopen12g023880.1	SPI12g04261.1	Solyc12g049400.2.1	SLYcer12g04322.1	Capang12g000855
OG21029	8	7	Capana10g002417	PGSC0003DMP400045702	Sopen03g013260.1	SPI03g02390.1	Solyc03g059100.3.1	SLYcer03g02262.1	Capang03g002987,Capang10g002171
OG21043	8	7	Capana12g001272,Capana00g000573	PGSC0003DMP400004578	Sopen03g039140.1	SPI03g05294.1	Solyc03g120260.4.1	SLYcer03g05244.1	Capang00g002836
OG21069	8	7	Capana11g000098	PGSC0003DMP400014189,PGSC0003DMP400014188	Sopen11g027990.1	SPI11g03980.1	Solyc11g069260.2.1	SLYcer11g03918.1	Capang11g000092
OG21074	8	7	Capana11g000952	PGSC0003DMP400038141,PGSC0003DMP400038140	Sopen11g023410.1	SPI11g03403.1	Solyc11g056650.2.1	SLYcer11g03337.1	Capang07g000312
OG21076	8	7	Capana12g000049	PGSC0003DMP400041251,PGSC0003DMP400041252	Sopen12g034770.1	SPI12g05166.1	Solyc12g100140.3.1	SLYcer12g05216.1	Capang12g000051
OG21099	8	7	Capana12g000776	PGSC0003DMP400020492,PGSC0003DMP400020494	Sopen12g030330.1	SPI12g04615.1	Solyc12g088340.2.1	SLYcer12g04658.1	Capang12g000657
OG21188	8	6	Capana04g000590	PGSC0003DMP400013991,PGSC0003DMP400013990,PGSC0003DMP400013989	Sopen04g032290.1		Solyc04g078690.3.1	SLYcer04g05478.1	Capang04g000533
OG21326	9	6	Capana08g001345		Sopen08g008890.1,Sopen01g041660.1	SPI01g07521.1,SPI08g03615.1	Solyc08g023590.4.1,Solyc01g098090.3.1	SLYcer08g03647.1	Capang00g004012
OG21425	9	7	Capana01g004481	PGSC0003DMP400010370,PGSC0003DMP400010369	Sopen08g004340.1,Sopen08g004340.2	SPI08g00545.1	Solyc08g008490.4.1	SLYcer08g00571.1	Capang08g001330
OG21442	9	7	Capana01g003720	PGSC0003DMP400055225,PGSC0003DMP400055226	Sopen01g001450.2,Sopen01g001450.1	SPI01g00217.1	Solyc01g005440.4.1	SLYcer01g00195.1	Capang08g000636
OG21445	9	7	Capana06g000632	PGSC0003DMP400010440,PGSC0003DMP400010439	Sopen06g030530.1,Sopen06g030540.1	SPI06g04829.1	Solyc06g074110.3.1	SLYcer06g04964.1	Capang06g000581
OG21481	9	7	Capana09g001696	PGSC0003DMP400015489,PGSC0003DMP400015490	Sopen09g005920.1,Sopen09g005920.2	SPI09g00899.1	Solyc09g011170.3.1	SLYcer09g00989.1	Capang09g001267
OG21522	9	7	Capana02g003079	PGSC0003DMP400007152,PGSC0003DMP400007151	Sopen02g037840.1,Sopen02g037840.2	SPI02g04642.1	Solyc02g093280.2.1	SLYcer02g05723.1	Capang02g002787
OG21675	9	7	Capana07g000822,Capana00g004700	PGSC0003DMP400050053	Sopen07g004790.1	SPI07g00651.1	Solyc07g008860.3.1	SLYcer07g00607.1	Capang03g000841,Capang07g000753
OG21896	9	7	Capana02g000264,Capana01g002357	PGSC0003DMP400020924	Sopen02g009400.1	SPI02g01311.1	Solyc02g030080.4.1	SLYcer02g02412.1	Capang01g002033,Capang00g001488
OG21903	9	7	Capana03g000117	PGSC0003DMP400039687,PGSC0003DMP400039688,PGSC0003DMP400039689	Sopen03g040960.1	SPI03g05476.1	Solyc03g122190.3.1	SLYcer03g05441.1	Capang03g000113
OG21926	9	7	Capana06g001399	PGSC0003DMP400045270,PGSC0003DMP400045269,PGSC0003DMP400045268	Sopen06g024010.1	SPI06g04126.1	Solyc06g065650.3.1	SLYcer06g04264.1	Capang06g001333
OG21948	9	7	Capana12g002038	PGSC0003DMP400049957,PGSC0003DMP400049956,PGSC0003DMP400049955	Sopen11g001760.1	SPI11g00329.1	Solyc11g005800.2.1	SLYcer11g00169.1	Capang05g001664
OG22257	10	7	Capana03g000354	PGSC0003DMP400009870	Sopen03g038890.1	SPI03g05270.1,SPI06g03486.1	Solyc03g120010.4.1,Solyc06g052000.1.1	SLYcer06g03572.1,SLYcer03g05210.1	Capang03g000328
OG22347	10	7	Capana08g002682	PGSC0003DMP400002886,PGSC0003DMP400002887	Sopen01g053190.2,Sopen01g053190.1,Sopen01g053190.3	SPI01g08719.1	Solyc01g111130.4.1	SLYcer01g08491.1	Capang01g005267
OG22384	10	7	Capana06g003008	PGSC0003DMP400044224,PGSC0003DMP400044225,PGSC0003DMP400044223	Sopen06g003160.1,Sopen06g003160.2	SPI06g00302.1	Solyc06g008310.3.1	SLYcer06g00517.1	Capang06g002768
OG22463	10	7	Capana12g002745	PGSC0003DMP400028151,PGSC0003DMP400028153,PGSC0003DMP400028152	Sopen11g005650.2,Sopen11g005650.1	SPI11g00754.1	Solyc11g010910.3.1	SLYcer11g00614.1	Capang12g002381
OG22523	10	7	Capana01g000069	PGSC0003DMP400021427,PGSC0003DMP400021428,PGSC0003DMP400021426,PGSC0003DMP400021425	Sopen08g031130.1	SPI08g06415.1	Solyc08g082900.4.1	SLYcer08g06510.1	Capang01g000062
OG22564	10	7	Capana06g000118	PGSC0003DMP400034788,PGSC0003DMP400034790,PGSC0003DMP400034791,PGSC0003DMP400034789	Sopen06g035370.1	SPI06g05351.1	Solyc06g083980.3.1	SLYcer06g05459.1	Capang06g000101
OG22600	10	7	Capana11g000365	PGSC0003DMP400034092,PGSC0003DMP400034093,PGSC0003DMP400034090,PGSC0003DMP400034091	Sopen11g027670.1	SPI11g03922.1	Solyc11g068960.2.1	SLYcer11g03860.1	Capang11g000351
OG22888	11	6	Capana00g002208,Capana01g002294		Sopen01g031280.1,Sopen01g026220.1	SPI01g06374.1,SPI01g05507.1	Solyc01g079510.3.1,Solyc01g060040.3.1	SLYcer01g05348.1	Capang01g001989,Capang01g001820
OG23015	11	7	Capana03g003386	PGSC0003DMP400017155,PGSC0003DMP400017154,PGSC0003DMP400017156,PGSC0003DMP400017153	Sopen09g027980.1,Sopen00g006230.1	SPI09g03758.1	Solyc09g066280.4.1	SLYcer09g03838.1	Capang03g003200
OG23037	11	7	Capana07g000998,Capana09g000184	PGSC0003DMP400000653,PGSC0003DMP400038123	Sopen07g018910.1	SPI07g04022.1	Solyc07g039570.3.1	SLYcer12g00436.1,SLYcer07g03311.1	Capang07g001074,Capang09g000179
OG23167	12	3				SPI06g00526.1,SPI07g03789.1,SPI07g03818.1,SPI07g00719.1,SPI07g03790.1,SPI07g04506.1	Solyc07g022850.1.1	SLYcer07g03793.1,SLYcer07g01807.1,SLYcer06g00686.1,SLYcer07g03075.1,SLYcer07g03076.1	
OG23201	12	7	Capana05g000419	PGSC0003DMP400020324,PGSC0003DMP400020301	Sopen04g005380.1,Sopen04g005390.1	SPI04g00634.1,SPI04g00635.1	Solyc04g010200.1.1,Solyc04g010210.1.1	SLYcer04g00660.1,SLYcer04g00659.1	Capang05g000338
OG23233	12	7	Capana01g003548	PGSC0003DMP400045049,PGSC0003DMP400045048	Sopen01g036520.1,Sopen10g008180.1	SPI10g00969.1,SPI01g06999.1	Solyc10g018510.2.1,Solyc01g090790.4.1	SLYcer01g06745.1,SLYcer10g01092.1	Capang08g000491
OG23239	12	7	Capana01g000961	PGSC0003DMP400034528,PGSC0003DMP400034529	Sopen08g023990.1,Sopen07g004230.1	SPI08g05636.1,SPI07g00576.1	Solyc07g008340.4.1,Solyc08g075360.3.1	SLYcer08g05751.1,SLYcer07g00526.1	Capang00g004220
OG23329	12	6	Capana04g001839,Capana02g002593		Sopen12g015070.1,Sopen02g028720.1	SPI12g02732.1,SPI02g03700.1	Solyc12g035360.2.1,Solyc02g083940.3.1	SLYcer02g04788.1,SLYcer12g02966.1	Capang00g003908,Capang02g002329
OG23368	12	7	Capana08g001255,Capana03g004208	PGSC0003DMP400056551,PGSC0003DMP400033759	Sopen01g041100.1,Sopen09g036340.1	SPI01g07461.1,SPI09g04978.1	Solyc09g098410.3.1,Solyc01g097430.4.1	SLYcer09g05287.1	Capang01g003838
OG23636	13	7	Capana10g000879	PGSC0003DMP400005823,PGSC0003DMP400061403	Sopen10g020610.1,Sopen10g020770.1	SPI10g02392.1,SPI10g02408.1	Solyc10g049780.1.1,Solyc10g049720.2.1	SLYcer10g04045.1,SLYcer10g04022.1	Capang03g001269,Capang10g000691
OG23639	13	7	Capana09g000173	PGSC0003DMP400028102,PGSC0003DMP400000642	Sopen12g003960.1,Sopen07g020370.1	SPI12g00475.1,SPI07g04235.1	Solyc12g009030.2.1,Solyc07g041080.3.1	SLYcer07g03513.1,SLYcer12g00446.1	Capang09g000167,Capang07g000565
OG23805	13	7	Capana01g003305,Capana00g000514	PGSC0003DMP400058538,PGSC0003DMP400003204	Sopen01g032710.1	SPI01g06562.1,SPI01g06563.1	Solyc01g081090.2.1,Solyc01g081100.3.1	SLYcer01g06282.1,SLYcer01g06281.1	Capang08g000243,Capang08g000242
OG23864	13	7	Capana12g000774,Capana04g000660	PGSC0003DMP400037320,PGSC0003DMP400020498	Sopen04g031550.1	SPI04g04905.1,SPI12g04619.1	Solyc04g077960.1.1,Solyc12g088380.1.1	SLYcer04g05407.1,SLYcer12g04662.1	Capang12g000654,Capang04g000631
OG23959	13	7	Capana01g002508,Capana01g002509	PGSC0003DMP400020070,PGSC0003DMP400020071,PGSC0003DMP400020069,PGSC0003DMP400020073,PGSC0003DMP400020072	Sopen01g028350.1	SPI01g05898.1	Solyc01g066740.3.1	SLYcer01g05728.1	Capang01g002162,Capang01g002161
OG23977	13	7	Capana03g002957,Capana08g002542,Capana00g001745,Capana11g001608	PGSC0003DMP400001389,PGSC0003DMP400001388,PGSC0003DMP400001390	Sopen01g051890.1	SPI01g08584.1	Solyc01g109700.3.1	SLYcer01g08362.1	Capang01g005077,Capang09g001563
OG24049	14	7	Capana09g002370,Capana07g002495	PGSC0003DMP400029423	Sopen09g029240.1,Sopen09g004150.1	SPI09g04066.1,SPI09g04077.1,SPI09g00477.1	Solyc09g009410.3.1,Solyc09g074400.3.1	SLYcer09g00589.1,SLYcer09g04271.1	Capang07g002490,Capang09g001889
OG24102	14	7	Capana09g000075,Capana07g000221	PGSC0003DMP400019655,PGSC0003DMP400013796	Sopen12g005040.1,Sopen07g001380.1	SPI12g00623.1,SPI07g00189.1	Solyc12g010170.2.1,Solyc07g005400.3.1	SLYcer12g00593.1,SLYcer07g00120.1	Capang07g000222,Capang09g000067
OG24137	14	7	Capana10g001888,Capana01g000634	PGSC0003DMP400039854,PGSC0003DMP400033687	Sopen10g005950.1,Sopen07g004550.1	SPI10g00682.1,SPI07g00624.1	Solyc07g008610.3.1,Solyc10g012190.3.1	SLYcer10g00807.1,SLYcer07g00576.1	Capang01g000575,Capang10g001667
OG24159	14	7	Capana01g003086,Capana06g003044	PGSC0003DMP400011145,PGSC0003DMP400011146	Sopen06g003630.1,Sopen01g030810.1	SPI01g06499.1,SPI06g00367.1	Solyc01g080690.3.1,Solyc06g008880.3.1	SLYcer06g00583.1,SLYcer01g06199.1	Capang06g002793,Capang01g002770
OG24330	14	7	Capana10g000064,Capana07g002209	PGSC0003DMP400022035,PGSC0003DMP400043398,PGSC0003DMP400022038	Sopen10g002800.1,Sopen07g031500.1	SPI10g00289.1,SPI07g06088.1	Solyc07g063330.4.1,Solyc10g006890.4.1	SLYcer07g05369.1	Capang07g002230,Capang10g000062
OG24354	14	7	Capana05g002156,Capana00g002485	PGSC0003DMP400005014,PGSC0003DMP400018221,PGSC0003DMP400018220	Sopen09g028200.1,Sopen01g044350.1	SPI01g07802.1,SPI09g03787.1	Solyc01g100850.3.1,Solyc09g066470.4.1	SLYcer01g07467.1	Capang01g004225,Capang03g003251
OG24445	14	7	Capana07g002167	PGSC0003DMP400021939,PGSC0003DMP400021943,PGSC0003DMP400021937,PGSC0003DMP400021940,PGSC0003DMP400021942,PGSC0003DMP400021938,PGSC0003DMP400021941	Sopen07g031140.1,Sopen07g031140.2	SPI07g06050.1	Solyc07g062950.4.1	SLYcer07g05332.1	Capang07g002187
OG24530	15	7	Capana01g001098,Capana01g004352	PGSC0003DMP400030626,PGSC0003DMP400002142	Sopen08g001070.1,Sopen08g025500.1	SPI08g05799.1,SPI08g00060.1,SPI08g00068.1	Solyc08g005050.4.1,Solyc08g076930.1.1	SLYcer08g05909.1,SLYcer08g00148.1	Capang01g000946,Capang08g001213
OG24564	15	7	Capana01g000361,Capana12g001152	PGSC0003DMP400039414,PGSC0003DMP400019071	Sopen12g029080.1,Sopen08g028430.2,Sopen08g028430.1	SPI12g04451.1,SPI08g06130.1	Solyc12g056490.1.1,Solyc08g080080.4.1	SLYcer12g04496.1,SLYcer08g06228.1	Capang12g000955,Capang01g000332
OG24569	15	7	Capana02g000436	PGSC0003DMP400039141,PGSC0003DMP400039140,PGSC0003DMP400027129,PGSC0003DMP400039142,PGSC0003DMP400027130	Sopen03g006760.1,Sopen02g013710.1	SPI03g01080.1,SPI02g02053.1	Solyc02g062690.3.1,Solyc03g034000.3.1	SLYcer03g00918.1,SLYcer02g03171.1	Capang02g000392
OG24595	15	7	Capana06g001059,Capana03g000641	PGSC0003DMP400050145,PGSC0003DMP400050146,PGSC0003DMP400050144,PGSC0003DMP400025090	Sopen06g026160.1,Sopen03g037210.1	SPI06g04381.1,SPI03g05082.1	Solyc06g068870.3.1,Solyc03g118310.4.1	SLYcer03g05023.1,SLYcer06g04523.1	Capang03g000579
OG24637	15	7	Capana10g001429,Capana09g002007	PGSC0003DMP400033371,PGSC0003DMP400033370,PGSC0003DMP400015522	Sopen09g005430.1,Sopen10g035810.1	SPI10g04480.1,SPI10g04498.1	Solyc09g010720.3.1,Solyc10g086430.3.1	SLYcer10g05946.1,SLYcer09g00931.1	Capang09g001546,Capang10g001203
OG24734	15	7	Capana00g003180,Capana03g000219	PGSC0003DMP400008672,PGSC0003DMP400004457,PGSC0003DMP400004456,PGSC0003DMP400004458	Sopen03g040050.1,Sopen06g021950.1	SPI03g05385.1,SPI06g03900.1	Solyc03g121240.1.1,Solyc06g062460.3.1	SLYcer06g04030.1	Capang03g000211,Capang00g000870
OG24770	15	7	Capana10g002279,Capana10g002295,Capana10g002296	PGSC0003DMP400052018,PGSC0003DMP400052017	Sopen10g030310.1,Sopen10g030290.1	SPI10g03828.1	Solyc10g079680.3.1,Solyc10g079650.2.1	SLYcer10g05339.1,SLYcer10g05336.1	Capang10g002050,Capang10g002051,Capang10g002039
OG24794	15	7	Capana04g000815,Capana12g000842	PGSC0003DMP400011342,PGSC0003DMP400011341,PGSC0003DMP400003676,PGSC0003DMP400011343	Sopen04g030550.1	SPI04g04783.1	Solyc04g076845.1.1,Solyc00g050430_2_1,Solyc12g088130.3.1	SLYcer12g04635.1,SLYcer04g05292.1	Capang12g000714,Capang05g001202
OG24867	16	7	Capana04g000934	PGSC0003DMP400003806,PGSC0003DMP400031052,PGSC0003DMP400049785,PGSC0003DMP400003807	Sopen00g009860.1,Sopen04g029770.1	SPI04g04564.1,SPI01g07587.1	Solyc01g098720.3.1,Solyc12g087850.3.1,Solyc04g074810.4.1	SLYcer04g05089.1,SLYcer01g07680.1	Capang00g004349,Capang04g000895
OG24942	16	7	Capana06g001078,Capana03g000573	PGSC0003DMP400050412,PGSC0003DMP400050410,PGSC0003DMP400025020,PGSC0003DMP400050411	Sopen06g025860.1,Sopen03g036720.1	SPI03g05030.1,SPI06g04353.1	Solyc03g117810.4.1,Solyc06g068600.3.1	SLYcer03g04975.1,SLYcer06g04493.1	Capang06g001031,Capang03g000524
OG24982	16	7	Capana11g001290,Capana01g001016,Capana08g000254	PGSC0003DMP400014411,PGSC0003DMP400014412	Sopen08g018260.1,Sopen05g001310.1	SPI08g04684.1,SPI05g00132.1	Solyc08g062780.2.1,Solyc05g005300.2.1	SLYcer08g04785.1,SLYcer05g00120.1	Capang00g000803,Capang11g001280,Capang00g002138
OG25066	16	7	Capana08g000886,Capana09g002408,Capana12g002324,Capana12g002397	PGSC0003DMP400015695	Sopen09g005330.1,Sopen01g038290.1	SPI09g00830.1,SPI01g07167.1	Solyc01g094480.4.1,Solyc09g010620.1.1	SLYcer01g06919.1	Capang12g002003,Capang00g004973,Capang00g001893,Capang12g002062
OG25173	17	7	Capana07g002184,Capana09g000934	PGSC0003DMP400026850,PGSC0003DMP400026849,PGSC0003DMP400026851	Sopen07g031310.2,Sopen12g007160.2,Sopen07g031310.1,Sopen12g007160.1	SPI07g06066.1,SPI12g00842.1	Solyc12g013840.3.1,Solyc07g063120.4.1	SLYcer07g05347.1,SLYcer12g00799.1	Capang07g002204,Capang00g001235
