OG	n_genes	n_species	Dom. pepper	Potato	S. Pennelli	S. pimp	Tomato	Tomato Cherry	Wild pepper
OG17565	7	7	Capana09g000142	PGSC0003DMP400005224	Sopen12g004190.1	SPI12g00510.1	Solyc12g009240.1.1	SLYcer12g00482.1	Capang09g000138
OG17705	7	7	Capana03g000508	PGSC0003DMP400017940	Sopen03g036130.1	SPI03g04975.1	Solyc03g117230.1.1	SLYcer03g04920.1	Capang03g000468
OG17851	7	7	Capana07g002282	PGSC0003DMP400033480	Sopen07g032090.1	SPI07g06147.1	Solyc07g063950.3.1	SLYcer07g05429.1	Capang03g003100
OG17913	7	7	Capana00g003470	PGSC0003DMP400027547	Sopen08g023570.1	SPI08g05586.1	Solyc08g074980.4.1	SLYcer08g05708.1	Capang01g000986
OG18004	7	7	Capana00g001715	PGSC0003DMP400055205	Sopen01g032340.1	SPI01g06487.1	Solyc01g080520.3.1	SLYcer01g06186.1	Capang01g003952
OG18056	7	7	Capana03g000380	PGSC0003DMP400009914	Sopen03g038410.1	SPI03g05223.1	Solyc03g119580.1.1	SLYcer03g05163.1	Capang03g000617
OG18063	7	7	Capana12g000852	PGSC0003DMP400003650	Sopen12g030070.1	SPI12g04580.1	Solyc12g088040.2.1	SLYcer12g04627.1	Capang12g000730
OG18107	7	7	Capana05g001700	PGSC0003DMP400025741	Sopen05g029560.1	SPI05g04364.1	Solyc05g051180.3.1	SLYcer10g02598.1	Capang05g001380
OG18146	7	7	Capana06g001571	PGSC0003DMP400046203	Sopen06g021230.1	SPI06g03850.1	Solyc06g061030.3.1	SLYcer06g03977.1	Capang06g001482
OG18159	7	7	Capana00g003434	PGSC0003DMP400021774	Sopen08g030250.1	SPI08g06321.1	Solyc08g081960.3.1	SLYcer08g06408.1	Capang04g001516
OG18180	7	7	Capana02g000881	PGSC0003DMP400043655	Sopen02g016210.1	SPI02g02378.1	Solyc02g067020.1.1	SLYcer02g03485.1	Capang02g000794
OG18231	7	7	Capana03g000671	PGSC0003DMP400009887	Sopen03g038650.1	SPI03g05249.1	Solyc03g119800.3.1	SLYcer03g05189.1	Capang05g000739
OG18299	7	7	Capana03g003983	PGSC0003DMP400051647	Sopen09g034340.1	SPI09g04750.1	Solyc09g091400.4.1	SLYcer09g05071.1	Capang03g003849
OG18302	7	7	Capana02g002936	PGSC0003DMP400037142	Sopen02g036630.1	SPI02g04519.1	Solyc02g092050.3.1	SLYcer02g05602.1	Capang02g002660
OG18385	7	7	Capana04g002109	PGSC0003DMP400001723	Sopen11g007720.1	SPI11g00994.1	Solyc11g012980.1.1	SLYcer11g00848.1	Capang10g000785
OG18473	7	7	Capana08g001827	PGSC0003DMP400043150	Sopen01g045880.1	SPI01g07961.1	Solyc01g103530.3.1	SLYcer01g07302.1	Capang01g004394
OG18502	7	7	Capana08g001762	PGSC0003DMP400036037	Sopen01g045350.1	SPI01g07908.1	Solyc01g102940.3.1	SLYcer01g07359.1	Capang06g001891
OG18508	7	7	Capana08g001182	PGSC0003DMP400047816	Sopen01g040570.1	SPI01g07407.1	Solyc01g096860.3.1	SLYcer01g07866.1	Capang01g003756
OG18510	7	7	Capana08g001195	PGSC0003DMP400047805	Sopen01g040650.1	SPI01g07415.1	Solyc01g096940.4.1	SLYcer01g07858.1	Capang01g003765
OG18634	7	7	Capana06g001182	PGSC0003DMP400008626	Sopen06g022370.1	SPI06g03942.1	Solyc06g062920.3.1	SLYcer06g04076.1	Capang06g001138
OG18653	7	7	Capana00g004561	PGSC0003DMP400031984	Sopen07g028150.1	SPI07g05673.1	Solyc07g054220.1.1	SLYcer07g04946.1	Capang03g002099
OG18654	7	7	Capana06g001119	PGSC0003DMP400049609	Sopen06g025620.1	SPI06g04322.1	Solyc06g068360.3.1	SLYcer06g04464.1	Capang06g001067
OG18698	7	7	Capana00g003024	PGSC0003DMP400051432	Sopen08g022620.1	SPI08g05216.1	Solyc08g068960.3.1	SLYcer08g05327.1	Capang07g001265
OG18794	7	7	Capana03g004207	PGSC0003DMP400037492	Sopen09g036350.1	SPI09g04979.1	Solyc09g098420.3.1	SLYcer09g05288.1	Capang03g004036
OG18944	7	7	Capana06g002255	PGSC0003DMP400052319	Sopen06g016850.1	SPI06g03354.1	Solyc06g051030.3.1	SLYcer06g03436.1	Capang06g002111
OG19011	7	7	Capana06g001845	PGSC0003DMP400053612	Sopen06g019690.1	SPI06g03678.1	Solyc06g054630.3.1	SLYcer06g03770.1	Capang06g001732
OG19073	7	7	Capana02g002658	PGSC0003DMP400022423	Sopen02g030290.1	SPI02g03887.1	Solyc02g085620.3.1	SLYcer02g04962.1	Capang02g002387
OG19090	7	7	Capana12g002103	PGSC0003DMP400067196	Sopen11g001990.1	SPI11g00355.1	Solyc11g006050.1.1	SLYcer11g00199.1	Capang12g001794
OG19118	7	7	Capana10g002347	PGSC0003DMP400014331	Sopen10g029820.1	SPI10g03775.1	Solyc10g079170.2.1	SLYcer10g05285.1	Capang10g002111
OG19124	7	7	Capana00g000853	PGSC0003DMP400024044	Sopen11g023650.1	SPI11g03430.1	Solyc11g061750.2.1	SLYcer11g03363.1	Capang11g000981
OG19155	7	7	Capana12g000157	PGSC0003DMP400062422	Sopen12g034050.1	SPI12g05090.1	Solyc12g099380.3.1	SLYcer12g05140.1	Capang12g000129
OG19157	7	7	Capana00g004123	PGSC0003DMP400039762	Sopen11g020320.1	SPI11g02725.1	Solyc11g044840.2.1	SLYcer11g02667.1	Capang00g000644
OG19246	7	7	Capana11g000404	PGSC0003DMP400005413	Sopen11g029490.1	SPI11g04147.1	Solyc11g071820.3.1	SLYcer11g04081.1	Capang11g000391
OG19275	7	7	Capana12g002507	PGSC0003DMP400028388	Sopen11g004350.1	SPI11g00612.1	Solyc11g008560.2.1	SLYcer11g00468.1	Capang12g002162
OG19305	7	7	Capana03g001183	PGSC0003DMP400031672	Sopen03g031640.1	SPI03g04484.1	Solyc03g112580.3.1	SLYcer03g04434.1	Capang03g001133
OG19312	7	7	Capana12g001792	PGSC0003DMP400048550	Sopen04g024460.1	SPI04g03692.1	Solyc04g054710.3.1	SLYcer04g03972.1	Capang12g001449
OG19829	8	7	Capana09g001473	PGSC0003DMP400030542	Sopen09g022670.1,Sopen09g022670.2	SPI09g02975.1	Solyc09g059510.3.1	SLYcer09g03047.1	Capang09g001040
OG19853	8	7	Capana01g000662	PGSC0003DMP400045528	Sopen08g026680.1	SPI08g05498.1,SPI08g05942.1	Solyc08g078190.2.1	SLYcer08g06044.1	Capang01g000602
OG19872	8	7	Capana11g001454	PGSC0003DMP400039249	Sopen05g002350.1,Sopen06g026990.4	SPI05g00252.1	Solyc05g006420.3.1	SLYcer05g00237.1	Capang11g001411
OG19991	8	7	Capana08g000430	PGSC0003DMP400052081,PGSC0003DMP400052080	Sopen08g012080.1	SPI08g03986.1	Solyc08g041870.3.1	SLYcer08g04082.1	Capang01g003040
OG20135	8	7	Capana06g000638	PGSC0003DMP400010444,PGSC0003DMP400010443	Sopen06g030490.1	SPI06g04825.1	Solyc06g074070.3.1	SLYcer06g04960.1	Capang06g000595
OG20196	8	7	Capana04g002840	PGSC0003DMP400023723,PGSC0003DMP400024985	Sopen03g001540.1	SPI03g00271.1	Solyc03g005520.1.1	SLYcer03g00127.1	Capang04g002440
OG20225	8	7	Capana03g003660	PGSC0003DMP400055027,PGSC0003DMP400055026	Sopen09g030200.1	SPI09g04181.1	Solyc09g075420.3.1	SLYcer09g04390.1	Capang03g003564
OG20319	8	7	Capana00g000094,Capana00g000389	PGSC0003DMP400032427	Sopen05g008450.1	SPI05g01052.1	Solyc05g013540.1.1	SLYcer05g00993.1	Capang11g000924
OG20467	8	7	Capana06g000382	PGSC0003DMP400052812,PGSC0003DMP400052813	Sopen06g032990.1	SPI06g05104.1	Solyc06g076600.2.1	SLYcer06g05215.1	Capang06g000351
OG20703	8	7	Capana07g000820	PGSC0003DMP400023975,PGSC0003DMP400023974	Sopen07g022290.1	SPI07g04482.1	Solyc07g042590.4.1	SLYcer07g03767.1	Capang07g000924
OG20858	8	7	Capana06g000327	PGSC0003DMP400052986,PGSC0003DMP400052987	Sopen06g033570.1	SPI06g05169.1	Solyc06g082190.3.1	SLYcer06g05278.1	Capang06g000294
OG20977	8	7	Capana06g001444	PGSC0003DMP400045346,PGSC0003DMP400045347	Sopen06g024300.1	SPI06g04142.1	Solyc06g065820.3.1	SLYcer06g04283.1	Capang06g001376
OG21028	8	7	Capana05g001459	PGSC0003DMP400050274,PGSC0003DMP400050275	Sopen12g024030.1	SPI12g04301.1	Solyc12g049560.2.1	SLYcer12g04342.1	Capang12g000885
OG21057	8	7	Capana03g001447	PGSC0003DMP400026787,PGSC0003DMP400026788	Sopen03g029790.1	SPI03g04293.1	Solyc03g019830.4.1	SLYcer03g04234.1	Capang03g001379
OG21068	8	7	Capana11g000974	PGSC0003DMP400011793,PGSC0003DMP400011792	Sopen11g020450.1	SPI11g02703.1	Solyc11g044940.1.1	SLYcer11g02647.1	Capang11g000903
OG21384	9	7	Capana02g002002	PGSC0003DMP400038886	Sopen02g023600.3,Sopen02g023600.1,Sopen02g023600.2	SPI02g03174.1	Solyc02g078780.3.1	SLYcer02g04272.1	Capang02g001785
OG21406	9	7	Capana05g000907	PGSC0003DMP400051408,PGSC0003DMP400051407	Sopen04g003200.2,Sopen04g003200.1	SPI04g00398.1	Solyc04g008050.4.1	SLYcer04g00415.1	Capang05g000728
OG21476	9	7	Capana02g001106	PGSC0003DMP400016645,PGSC0003DMP400016646	Sopen02g017500.1,Sopen02g017500.2	SPI02g02518.1	Solyc02g068370.3.1	SLYcer02g03622.1	Capang02g001006
OG21543	9	7	Capana02g003676	PGSC0003DMP400035178,PGSC0003DMP400035179	Sopen02g039030.2,Sopen02g039030.1	SPI02g04759.1	Solyc02g094380.3.1	SLYcer02g05834.1	Capang02g003394
OG21630	9	7	Capana00g003666	PGSC0003DMP400019713,PGSC0003DMP400019715,PGSC0003DMP400019714	Sopen07g002220.1	SPI07g00303.1	Solyc07g006110.4.1	SLYcer07g00234.1	Capang00g003140
OG21647	9	7	Capana04g000460	PGSC0003DMP400005992,PGSC0003DMP400005991,PGSC0003DMP400005989	Sopen04g033240.1	SPI04g05060.1	Solyc04g079690.3.1	SLYcer04g05564.1	Capang04g000429
OG21664	9	7	Capana00g001776	PGSC0003DMP400016491,PGSC0003DMP400016490,PGSC0003DMP400016489	Sopen00g007060.1	SPI04g04747.1	Solyc04g076480.3.1	SLYcer04g05257.1	Capang04g000802
OG21842	9	7	Capana09g000643	PGSC0003DMP400013854,PGSC0003DMP400013855,PGSC0003DMP400013853	Sopen12g005260.1	SPI12g00680.1	Solyc12g010740.3.1	SLYcer12g00652.1	Capang09g000587
OG21884	9	7	Capana10g001552	PGSC0003DMP400014755,PGSC0003DMP400014753,PGSC0003DMP400014754	Sopen10g035090.1	SPI10g04409.1	Solyc10g085670.2.1	SLYcer10g05872.1	Capang10g001324
OG21927	9	7	Capana03g003101	PGSC0003DMP400045698,PGSC0003DMP400045697,PGSC0003DMP400045696	Sopen03g013210.1	SPI03g02386.1	Solyc03g059070.4.1	SLYcer03g02258.1	Capang03g002988
OG21961	9	7	Capana06g002418	PGSC0003DMP400037415,PGSC0003DMP400037414,PGSC0003DMP400037416	Sopen06g010810.1	SPI06g02936.1	Solyc06g034150.4.1	SLYcer06g02758.1	Capang06g002235
OG22005	9	7	Capana00g004066,Capana09g000825	PGSC0003DMP400052063	Sopen09g009970.1	SPI09g01386.1	Solyc09g015830.3.1	SLYcer09g01522.1	Capang09g000751,Capang06g001761
OG22008	9	7	Capana02g003197	PGSC0003DMP400017794,PGSC0003DMP400017792,PGSC0003DMP400017793	Sopen02g034280.1	SPI02g04289.1	Solyc02g089550.3.1	SLYcer02g05366.1	Capang02g002933
OG22011	9	7	Capana03g002593	PGSC0003DMP400046553,PGSC0003DMP400046551,PGSC0003DMP400046552	Sopen03g016360.1	SPI03g02765.1	Solyc03g063650.1.1	SLYcer03g02621.1	Capang03g002494
OG22055	9	7	Capana02g002706,Capana06g001166	PGSC0003DMP400008715	Sopen06g022520.1	SPI06g03957.1	Solyc06g063070.3.1	SLYcer06g04091.1	Capang06g001122,Capang02g002431
OG22260	10	7	Capana01g000451	PGSC0003DMP400006974	Sopen08g028110.1,Sopen03g039330.1	SPI08g06100.1	Solyc08g079750.3.1,Solyc03g120450.4.1	SLYcer08g06203.1,SLYcer03g05260.1	Capang01g000412
OG22543	10	7	Capana07g001924	PGSC0003DMP400030213,PGSC0003DMP400030214,PGSC0003DMP400030212,PGSC0003DMP400030211	Sopen07g029240.1	SPI07g05838.1	Solyc07g055870.4.1	SLYcer07g05099.1	Capang07g001915
OG22630	10	7	Capana01g003356,Capana01g003353	PGSC0003DMP400002992,PGSC0003DMP400002993	Sopen01g032470.1	SPI01g06539.1	Solyc01g080880.4.1	SLYcer01g06256.1	Capang08g000301,Capang08g000304
OG22660	10	7	Capana03g000332,Capana06g001228	PGSC0003DMP400026188,PGSC0003DMP400026187	Sopen03g008110.1	SPI03g01314.1	Solyc03g044160.3.1	SLYcer03g01107.1	Capang06g001182,Capang03g000307
OG22693	10	7	Capana12g000241,Capana03g004196	PGSC0003DMP400008121,PGSC0003DMP400008120	Sopen12g033560.1	SPI12g05024.1	Solyc12g098820.2.1	SLYcer12g05066.1	Capang03g004025,Capang12g000212
OG22719	10	6	Capana07g001036,Capana07g000089,Capana07g001034	PGSC0003DMP400047772,PGSC0003DMP400047771,PGSC0003DMP400047770	Sopen07g002560.1	SPI07g00348.1	Solyc07g006480.4.1		Capang00g003170
OG22779	11	4		PGSC0003DMP400007370		SPI10g02721.1,SPI10g02569.1,SPI10g02714.1	Solyc10g006680.2.1	SLYcer10g04205.1,SLYcer10g04423.1,SLYcer10g04213.1,SLYcer10g04206.1,SLYcer10g04438.1,SLYcer10g04473.1	
OG22797	11	7	Capana09g002180	PGSC0003DMP400037346	Sopen09g002710.1,Sopen09g001380.1,Sopen09g001380.2	SPI09g00289.1,SPI09g00164.1	Solyc09g007870.3.1,Solyc09g005540.3.1	SLYcer09g00381.1	Capang09g001694
OG22875	11	7	Capana01g002129,Capana07g001488	PGSC0003DMP400049296	Sopen05g007840.1,Sopen01g006790.1	SPI01g01052.1,SPI05g00983.1	Solyc01g010950.3.1,Solyc05g013070.3.1	SLYcer05g00925.1	Capang00g003416
OG23011	11	7	Capana02g002561	PGSC0003DMP400006390,PGSC0003DMP400006387,PGSC0003DMP400006388,PGSC0003DMP400006389	Sopen02g028450.1,Sopen02g028450.2	SPI02g03671.1	Solyc02g083670.4.1	SLYcer02g04759.1	Capang02g002299
OG23019	11	7	Capana11g002292	PGSC0003DMP400025613,PGSC0003DMP400025615,PGSC0003DMP400027835,PGSC0003DMP400025614	Sopen04g002250.1,Sopen05g005260.1	SPI04g00291.1	Solyc04g007170.3.1	SLYcer04g00313.1	Capang11g002182
OG23142	11	7	Capana12g001361,Capana09g001964,Capana06g000726	PGSC0003DMP400046906,PGSC0003DMP400046905	Sopen06g029640.1	SPI06g04743.1	Solyc06g073280.3.1	SLYcer06g04885.1	Capang12g001153,Capang06g000678
OG23145	11	7	Capana12g000126,Capana12g000128,Capana08g001602	PGSC0003DMP400008213	Sopen12g034360.1	SPI12g05125.1	Solyc12g099720.2.1	SLYcer12g05175.1	Capang01g004171,Capang12g000099,Capang12g000101
OG23237	12	7	Capana05g002063	PGSC0003DMP400041406,PGSC0003DMP400047100	Sopen06g016040.1,Sopen05g030960.1	SPI06g03276.1,SPI05g04547.1	Solyc06g050520.3.1,Solyc05g052410.3.1	SLYcer10g02425.1,SLYcer06g03355.1	Capang05g001637
OG23254	12	6	Capana02g002914	PGSC0003DMP400053338,PGSC0003DMP400053337,PGSC0003DMP400029173	Sopen03g007630.1,Sopen02g036420.1	SPI02g04496.1,SPI03g01237.1	Solyc02g091840.3.1,Solyc03g043770.4.1	SLYcer03g01038.1,SLYcer02g05580.1	
OG23261	12	7	Capana08g000820	PGSC0003DMP400027394,PGSC0003DMP400019158	Sopen07g016910.1,Sopen08g022180.1	SPI07g03805.1,SPI08g05150.1	Solyc08g068330.3.1,Solyc07g032740.4.1	SLYcer07g03096.1,SLYcer08g05258.1	Capang01g003422
OG23292	12	7	Capana03g002643	PGSC0003DMP400056843,PGSC0003DMP400063987	Sopen03g026050.1,Sopen03g026060.1	SPI03g03869.1,SPI03g03868.1	Solyc03g095973.1.1,Solyc03g095977.1.1	SLYcer03g03807.1,SLYcer03g03808.1	Capang03g002503
OG23374	12	7	Capana06g002219,Capana06g002326	PGSC0003DMP400029129,PGSC0003DMP400047976	Sopen06g014810.1,Sopen06g015280.1	SPI06g03099.1	Solyc06g048620.3.1,Solyc06g048950.3.1	SLYcer06g03258.1,SLYcer06g03196.1	Capang06g002164
OG23380	12	7	Capana04g001994,Capana08g000243	PGSC0003DMP400048015	Sopen11g010060.1,Sopen08g019680.1	SPI11g01332.1,SPI08g04887.1	Solyc08g066020.3.1,Solyc11g019950.2.1	SLYcer11g01199.1	Capang04g001809,Capang01g002952
OG23383	12	7	Capana04g001611	PGSC0003DMP400016299,PGSC0003DMP400016298	Sopen11g009160.1	SPI11g01178.1,SPI11g01179.1	Solyc11g017280.2.1,Solyc11g017270.2.1	SLYcer11g01049.1,SLYcer11g01050.1	Capang04g001477,Capang04g001475
OG23394	12	7	Capana01g000795	PGSC0003DMP400003318,PGSC0003DMP400003316,PGSC0003DMP400003319	Sopen08g026130.1	SPI08g05866.1,SPI08g05875.1	Solyc08g077630.3.1,Solyc08g077560.4.1	SLYcer08g05977.1	Capang01g000718,Capang01g000717
OG23421	12	7	Capana08g002837,Capana08g002299,Capana08g002836	PGSC0003DMP400025861,PGSC0003DMP400025860	Sopen01g054270.1	SPI01g08828.1,SPI02g00388.1	Solyc02g014040.1.1,Solyc01g112220.4.1	SLYcer01g08597.1	Capang01g005430
OG23449	12	7	Capana00g004634,Capana09g001297	PGSC0003DMP400027845,PGSC0003DMP400027844	Sopen10g028020.1	SPI10g03564.1,SPI10g03563.1	Solyc10g076370.3.1	SLYcer10g05079.1,SLYcer10g05080.1	Capang00g000687,Capang10g001088
OG23461	12	7	Capana11g000429	PGSC0003DMP400068152,PGSC0003DMP400057706,PGSC0003DMP400061226	Sopen11g029300.1	SPI11g04129.1,SPI12g03613.1	Solyc11g071630.1.1	SLYcer11g04062.1,SLYcer12g03612.1	Capang11g000414,Capang11g000413
OG23628	13	7	Capana10g002073	PGSC0003DMP400037016,PGSC0003DMP400048901	Sopen10g032420.1,Sopen01g003110.1	SPI10g04083.1,SPI01g00420.1	Solyc10g081910.2.1,Solyc01g007130.3.1	SLYcer10g05579.1,SLYcer01g00395.1	Capang08g000568,Capang10g001832
OG23661	13	7	Capana05g002036,Capana06g002144	PGSC0003DMP400041409,PGSC0003DMP400047095	Sopen06g016080.1,Sopen05g030910.1	SPI06g03280.1,SPI05g04543.1	Solyc06g050560.3.1,Solyc05g052350.3.1	SLYcer10g02429.1,SLYcer06g03359.1	Capang06g001969
OG23684	13	7	Capana03g000812	PGSC0003DMP400055804,PGSC0003DMP400033920,PGSC0003DMP400033921	Sopen03g034750.1,Sopen06g026990.3	SPI03g04824.1,SPI06g04476.1	Solyc06g069690.4.1,Solyc03g115770.3.1	SLYcer06g04617.1,SLYcer03g04768.1	Capang03g000744
OG23702	13	7	Capana10g001576,Capana09g002342	PGSC0003DMP400014713	Sopen09g003790.1,Sopen10g034980.1	SPI10g04398.1,SPI09g00417.1	Solyc09g009090.3.1,Solyc10g085570.3.1	SLYcer09g00500.1,SLYcer10g05862.1	Capang09g001847,Capang10g001347
OG23816	13	7	Capana00g004307,Capana00g004308	PGSC0003DMP400003911,PGSC0003DMP400003904	Sopen11g017570.1	SPI11g02526.1,SPI11g02524.1	Solyc11g045690.3.1,Solyc11g045680.3.1	SLYcer04g04043.1,SLYcer04g04044.1	Capang00g001027,Capang00g001028
OG23829	13	7	Capana10g001703	PGSC0003DMP400019434,PGSC0003DMP400019435,PGSC0003DMP400019436,PGSC0003DMP400019437	Sopen10g034220.1	SPI05g04713.1,SPI10g04319.1	Solyc10g084770.3.1,Solyc05g053930.4.1	SLYcer10g05785.1,SLYcer10g02246.1	Capang10g001448
OG23863	13	7	Capana01g003144,Capana02g003685	PGSC0003DMP400039291,PGSC0003DMP400039290	Sopen02g039230.1,Sopen01g029440.1	SPI01g06035.1	Solyc02g094570.3.1,Solyc01g067510.3.1	SLYcer01g05855.1,SLYcer02g05854.1	Capang11g000822,Capang02g003408
OG23882	13	7	Capana00g004292	PGSC0003DMP400055584,PGSC0003DMP400055585,PGSC0003DMP400055583,PGSC0003DMP400055582	Sopen11g017200.2,Sopen04g004470.1,Sopen11g017200.1,Sopen04g004470.2	SPI04g00536.1	Solyc04g009350.3.1	SLYcer04g00560.1	Capang00g003325
OG23891	13	7	Capana03g000056,Capana02g002254	PGSC0003DMP400029218,PGSC0003DMP400016185,PGSC0003DMP400029217	Sopen03g041510.1,Sopen02g025740.1	SPI03g05530.1	Solyc03g123740.4.1,Solyc02g081070.4.1	SLYcer03g05503.1	Capang02g002022,Capang03g000053
OG23957	13	7	Capana02g000518,Capana03g000085	PGSC0003DMP400016098,PGSC0003DMP400016095,PGSC0003DMP400016096,PGSC0003DMP400016097,PGSC0003DMP400016094,PGSC0003DMP400016093	Sopen03g041270.1	SPI03g05509.1	Solyc03g123500.4.1	SLYcer03g05479.1	Capang03g000081
OG23966	13	7	Capana04g001943,Capana06g000029	PGSC0003DMP400041567,PGSC0003DMP400050560,PGSC0003DMP400069010,PGSC0003DMP400041566,PGSC0003DMP400041565	Sopen11g008210.1	SPI11g01017.1	Solyc11g013170.2.1	SLYcer11g00867.1	Capang04g001729,Capang06g000020
OG24036	14	7	Capana06g001065	PGSC0003DMP400063666,PGSC0003DMP400044345,PGSC0003DMP400026836	Sopen06g026100.2,Sopen12g007010.1,Sopen06g026100.1	SPI12g00825.1,SPI06g04376.1	Solyc06g068830.2.1,Solyc12g013660.3.1	SLYcer12g00780.1,SLYcer06g04518.1	Capang06g001014
OG24039	14	7	Capana08g002574	PGSC0003DMP400065940,PGSC0003DMP400006076	Sopen01g052140.1,Sopen10g023910.1	SPI01g08857.1,SPI01g08615.1,SPI10g03031.1	Solyc01g109950.4.1,Solyc10g054050.3.1	SLYcer10g04538.1,SLYcer01g08390.1	Capang01g005106,Capang10g000711
OG24062	14	7	Capana04g001261	PGSC0003DMP400032785,PGSC0003DMP400032784,PGSC0003DMP400011298	Sopen12g029210.2,Sopen04g027740.1,Sopen12g029210.1	SPI12g04462.1,SPI04g04330.1	Solyc12g056590.2.1,Solyc04g071770.3.1	SLYcer04g04841.1,SLYcer12g04509.1	Capang04g001206
OG24157	14	7	Capana11g001221,Capana08g000052	PGSC0003DMP400032447,PGSC0003DMP400032448	Sopen01g003480.1,Sopen05g008170.1	SPI05g01022.1,SPI01g00467.1	Solyc05g013380.3.1,Solyc01g007940.4.1	SLYcer01g00439.1,SLYcer05g00962.1	Capang08g000048,Capang11g001224
