OG	Query_species	Target_species	Query_accession	Target_accession	Query_length	Target_length	Alignment_length	Bit_score	Evalue	Normalized_bit_score
OG11163	S. pimp	Potato	SPI12g04496.1	PGSC0003DMP400040148	1114	1079	1115	896.0	7.04e-312	0.8160071580341529
OG11163	Potato	Tomato	PGSC0003DMP400040148	Solyc12g056730.1.1	1079	1078	1079	910.0	3.8e-318	0.844228061095531
OG11163	Potato	S. pimp	PGSC0003DMP400040148	SPI12g04496.1	1079	1114	1115	893.0	7.34e-311	0.8160071580341529
OG11177	Tomato	S. pimp	Solyc12g098100.3.1	SPI12g04938.1	912	1097	891	439.0	9.2e-138	0.4418674734922996
OG11177	Potato	S. pimp	PGSC0003DMP400029483	SPI12g04938.1	1098	1097	1097	789.0	4.32e-270	0.7148083944787323
OG11177	S. pimp	Tomato	SPI12g04938.1	Solyc12g098100.3.1	1097	912	891	441.0	1.51e-138	0.4418674734922996
OG11177	Tomato	Potato	Solyc12g098100.3.1	PGSC0003DMP400029483	912	1098	891	370.0	2.7999999999999998e-112	0.37682149362477235
OG11177	S. pimp	Potato	SPI12g04938.1	PGSC0003DMP400029483	1097	1098	1097	780.0	9.03e-267	0.7148083944787323
OG11177	Potato	Tomato	PGSC0003DMP400029483	Solyc12g098100.3.1	1098	912	891	380.0	4.59e-116	0.37682149362477235
OG12933	Tomato Cherry	Tomato	SLYcer08g03933.1	Solyc06g006020.3.1	260	322	240	133.0	3.5e-37	0.4661371237458194
OG12933	Tomato	Tomato Cherry	Solyc06g006020.3.1	SLYcer08g03933.1	322	260	240	135.0	7.979999999999999e-38	0.4661371237458194
OG12933	Tomato	Tomato Cherry	Solyc06g006028.1.1	SLYcer08g03933.1	317	260	244	124.0	1.25e-33	0.4308905605435574
OG12933	S. pimp	Tomato	SPI06g00155.1	Solyc06g006028.1.1	486	317	288	203.0	1.85e-61	0.5300658176578261
OG12933	Tomato	S. pimp	Solyc06g006028.1.1	SPI06g00155.1	317	486	288	204.0	4.29e-62	0.5300658176578261
OG12933	Tomato	S. pimp	Solyc06g006020.3.1	SPI06g00155.1	322	486	260	154.0	6.0100000000000006e-43	0.39135546865015464
OG12947	Tomato	Tomato Cherry	Solyc09g061570.1.1	SLYcer09g03392.1	92	53	53	109.0	2.86e-33	1.6152584085315835
OG12947	Tomato Cherry	Tomato	SLYcer09g03392.1	Solyc09g061550.2.1	53	82	53	105.0	2.97e-32	1.6402439024390243
OG12947	Tomato Cherry	Tomato	SLYcer09g03381.1	Solyc09g061550.2.1	53	82	53	109.0	8.85e-34	1.702369995398067
OG12947	Tomato	Tomato Cherry	Solyc09g061570.1.1	SLYcer09g03381.1	92	53	53	105.0	6.74e-32	1.5612182116488924
OG12947	Tomato Cherry	Tomato	SLYcer09g03392.1	Solyc09g061570.1.1	53	92	53	108.0	1.67e-33	1.6152584085315835
OG12947	Tomato	Tomato Cherry	Solyc09g061550.2.1	SLYcer09g03392.1	82	53	53	106.0	2.2400000000000002e-32	1.6402439024390243
OG12947	Tomato	Tomato Cherry	Solyc09g061550.2.1	SLYcer09g03381.1	82	53	53	110.0	6.67e-34	1.702369995398067
OG12988	S. Pennelli	Tomato	Sopen05g015040.1	Solyc05g018300.3.1	1080	1081	1080	2125.0	0.0	1.9662195497995683
OG12988	S. pimp	Tomato	SPI05g02294.1	Solyc05g018300.3.1	595	1081	570	1075.0	0.0	1.398905464128297
OG12988	S. Pennelli	S. pimp	Sopen05g015040.1	SPI05g02294.1	1080	595	574	1066.0	0.0	1.3893168378462497
OG12988	S. Pennelli	Tomato	Sopen05g015040.2	Solyc05g018300.3.1	1142	1081	1142	2096.0	0.0	1.8867231482816553
OG12988	S. Pennelli	S. pimp	Sopen05g015040.2	SPI05g02294.1	1142	595	586	1097.0	0.0	1.4030221195308246
OG12988	Tomato	S. pimp	Solyc05g018300.3.1	SPI05g02294.1	1081	595	574	1073.0	0.0	1.398905464128297
OG12988	Tomato	S. Pennelli	Solyc05g018300.3.1	Sopen05g015040.1	1081	1080	1080	2124.0	0.0	1.9662195497995683
OG12988	S. pimp	S. Pennelli	SPI05g02294.1	Sopen05g015040.1	595	1080	570	1066.0	0.0	1.3893168378462497
OG12988	S. pimp	S. Pennelli	SPI05g02294.1	Sopen05g015040.2	595	1142	582	1099.0	0.0	1.4030221195308246
OG12988	Tomato	S. Pennelli	Solyc05g018300.3.1	Sopen05g015040.2	1081	1142	1142	2095.0	0.0	1.8867231482816553
OG13126	S. Pennelli	Tomato	Sopen03g029640.1	Solyc03g019980.2.1	1033	1069	1033	1142.0	0.0	1.0888391227925602
OG13126	Tomato Cherry	S. pimp	SLYcer03g04220.1	SPI03g04279.1	1033	1033	1033	1174.0	0.0	1.1360116166505323
OG13126	Tomato Cherry	Tomato	SLYcer03g04220.1	Solyc03g019980.2.1	1033	1069	1033	1181.0	0.0	1.1249894727500438
OG13126	S. Pennelli	S. pimp	Sopen03g029640.1	SPI03g04279.1	1033	1033	1033	1136.0	0.0	1.100193610842207
OG13126	Tomato	S. pimp	Solyc03g019980.2.1	SPI03g04279.1	1069	1033	1033	1181.0	0.0	1.1230859648439657
OG13126	S. pimp	S. Pennelli	SPI03g04279.1	Sopen03g029640.1	1033	1033	1033	1137.0	0.0	1.100193610842207
OG13126	Tomato	Tomato Cherry	Solyc03g019980.2.1	SLYcer03g04220.1	1069	1033	1033	1183.0	0.0	1.1249894727500438
OG13126	S. pimp	Tomato	SPI03g04279.1	Solyc03g019980.2.1	1033	1069	1033	1179.0	0.0	1.1230859648439657
OG13126	Tomato Cherry	S. Pennelli	SLYcer03g04220.1	Sopen03g029640.1	1033	1033	1033	1140.0	0.0	1.1030977734753145
OG13126	S. Pennelli	Tomato Cherry	Sopen03g029640.1	SLYcer03g04220.1	1033	1033	1033	1139.0	0.0	1.1030977734753145
OG13126	S. pimp	Tomato Cherry	SPI03g04279.1	SLYcer03g04220.1	1033	1033	1033	1173.0	0.0	1.1360116166505323
OG13126	Tomato	S. Pennelli	Solyc03g019980.2.1	Sopen03g029640.1	1069	1033	1033	1146.0	0.0	1.0888391227925602
OG13170	Tomato Cherry	Tomato	SLYcer10g05247.1	Solyc10g078800.3.1	897	948	889	1222.0	0.0	1.3223297066169932
OG13170	Tomato Cherry	S. pimp	SLYcer10g05246.1	SPI10g03729.1	932	1357	925	1515.0	0.0	1.3699119333546292
OG13170	S. pimp	Tomato Cherry	SPI10g03729.1	SLYcer10g05246.1	1357	932	922	1513.0	0.0	1.3699119333546292
OG13170	Tomato Cherry	S. pimp	SLYcer10g05247.1	SPI10g03729.1	897	1357	932	1207.0	0.0	1.1141847589894753
OG13170	S. pimp	Tomato	SPI10g03729.1	Solyc10g078800.3.1	1357	948	939	1463.0	0.0	1.3110496752267506
OG13170	Tomato	S. pimp	Solyc10g078800.3.1	SPI10g03729.1	948	1357	942	1464.0	0.0	1.3110496752267506
OG13170	Tomato Cherry	Tomato	SLYcer10g05246.1	Solyc10g078800.3.1	932	948	906	1514.0	0.0	1.6107549664077072
OG13170	Tomato	Tomato Cherry	Solyc10g078800.3.1	SLYcer10g05246.1	948	932	906	1514.0	0.0	1.6107549664077072
OG13288	Tomato Cherry	S. Pennelli	SLYcer11g02788.1	Sopen11g019340.1	934	934	934	1720.0	0.0	1.8415417558886509
OG13288	S. pimp	Tomato	SPI11g02848.1	Solyc11g042990.2.1	934	935	934	1723.0	0.0	1.8448379118047842
OG13288	Tomato	S. pimp	Solyc11g042990.2.1	SPI11g02848.1	935	934	934	1725.0	0.0	1.8448379118047842
OG13288	S. Pennelli	Tomato Cherry	Sopen11g019340.1	SLYcer11g02788.1	934	934	934	1720.0	0.0	1.8415417558886509
OG13288	Tomato Cherry	Tomato	SLYcer11g02788.1	Solyc11g042990.2.1	934	935	934	1727.0	0.0	1.8480476130495025
OG13288	Tomato	Tomato Cherry	Solyc11g042990.2.1	SLYcer11g02788.1	935	934	934	1727.0	0.0	1.8480476130495025
OG13288	S. Pennelli	S. pimp	Sopen11g019340.1	SPI11g02848.1	934	934	934	1718.0	0.0	1.8383297644539613
OG13288	S. Pennelli	Tomato	Sopen11g019340.1	Solyc11g042990.2.1	934	935	934	1719.0	0.0	1.8394868829369395
OG13288	S. pimp	S. Pennelli	SPI11g02848.1	Sopen11g019340.1	934	934	934	1716.0	0.0	1.8383297644539613
OG13288	Tomato	S. Pennelli	Solyc11g042990.2.1	Sopen11g019340.1	935	934	934	1719.0	0.0	1.8394868829369395
OG13288	Tomato Cherry	S. pimp	SLYcer11g02788.1	SPI11g02848.1	934	934	934	1726.0	0.0	1.8474304068522485
OG13288	S. pimp	Tomato Cherry	SPI11g02848.1	SLYcer11g02788.1	934	934	934	1725.0	0.0	1.8474304068522485
OG13306	Potato	Tomato	PGSC0003DMP400012600	Solyc07g061910.1.1	67	100	65	129.0	3.18e-41	1.6151492537313432
OG13306	S. Pennelli	Tomato	Sopen07g030190.1	Solyc07g061910.1.1	92	100	92	185.0	6.9e-63	1.9304347826086956
OG13306	S. Pennelli	Potato	Sopen07g030190.1	PGSC0003DMP400012600	92	67	65	130.0	2.48e-41	1.6712362102530824
OG13306	Tomato	S. pimp	Solyc07g061910.1.1	SPI07g05950.1	100	92	92	184.0	2.97e-62	1.9100000000000001
OG13306	Potato	S. pimp	PGSC0003DMP400012600	SPI07g05950.1	67	92	65	125.0	1.16e-39	1.612183646982479
OG13306	S. pimp	S. Pennelli	SPI07g05950.1	Sopen07g030190.1	92	92	92	184.0	3.36e-62	2.0
OG13306	S. pimp	Tomato	SPI07g05950.1	Solyc07g061910.1.1	92	100	92	182.0	5.68e-62	1.9100000000000001
OG13306	S. Pennelli	S. pimp	Sopen07g030190.1	SPI07g05950.1	92	92	92	184.0	1.06e-62	2.0
OG13306	Potato	S. Pennelli	PGSC0003DMP400012600	Sopen07g030190.1	67	92	65	129.0	3.84e-41	1.6712362102530824
OG13306	Tomato	Potato	Solyc07g061910.1.1	PGSC0003DMP400012600	100	67	65	130.0	3.42e-41	1.6151492537313432
OG13306	S. pimp	Potato	SPI07g05950.1	PGSC0003DMP400012600	92	67	65	125.0	1.68e-39	1.612183646982479
OG13306	Tomato	S. Pennelli	Solyc07g061910.1.1	Sopen07g030190.1	100	92	92	185.0	1.15e-62	1.9304347826086956
OG13388	Potato	Tomato	PGSC0003DMP400054176	Solyc07g056410.3.1	1110	1110	1110	878.0	1.39e-304	0.7918918918918919
OG13388	S. Pennelli	Potato	Sopen07g029780.1	PGSC0003DMP400054176	1109	1110	1109	874.0	6.25e-303	0.7868406729542887
OG13388	Tomato	S. Pennelli	Solyc07g056410.3.1	Sopen07g029780.1	1110	1109	1109	957.0	0.0	0.8621004232365819
OG13388	S. Pennelli	Tomato	Sopen07g029780.1	Solyc07g056410.3.1	1109	1110	1109	956.0	0.0	0.8621004232365819
OG13388	Tomato	Tomato Cherry	Solyc07g056410.3.1	SLYcer07g05158.1	1110	1109	1109	956.0	0.0	0.86210001705944
OG13388	S. Pennelli	Tomato Cherry	Sopen07g029780.1	SLYcer07g05158.1	1109	1109	1109	948.0	0.0	0.8557258791704239
OG13388	Potato	S. Pennelli	PGSC0003DMP400054176	Sopen07g029780.1	1110	1109	1109	872.0	5.29e-302	0.7868406729542887
OG13388	Tomato Cherry	Potato	SLYcer07g05158.1	PGSC0003DMP400054176	1109	1110	1109	875.0	2.21e-303	0.7872911234047393
OG13388	Tomato Cherry	Tomato	SLYcer07g05158.1	Solyc07g056410.3.1	1109	1110	1109	957.0	0.0	0.86210001705944
OG13388	Tomato Cherry	S. Pennelli	SLYcer07g05158.1	Sopen07g029780.1	1109	1109	1109	950.0	0.0	0.8557258791704239
OG13388	Potato	Tomato Cherry	PGSC0003DMP400054176	SLYcer07g05158.1	1110	1109	1109	872.0	4.810000000000001e-302	0.7872911234047393
OG13388	Tomato	Potato	Solyc07g056410.3.1	PGSC0003DMP400054176	1110	1110	1110	880.0	1.79e-305	0.7918918918918919
OG13412	Potato	Tomato Cherry	PGSC0003DMP400046364	SLYcer06g02913.1	56	66	55	47.8	2.27e-09	0.7915854978354979
OG13412	Tomato	Tomato Cherry	Solyc06g036190.1.1	SLYcer06g02913.1	67	66	66	144.0	2.63e-47	2.1580732700135687
OG13412	Tomato	S. pimp	Solyc06g036190.1.1	SPI06g02713.1	67	66	66	144.0	2.6e-47	2.1580732700135687
OG13412	Tomato Cherry	Potato	SLYcer06g02913.1	PGSC0003DMP400046364	66	56	55	48.1	1.96e-09	0.7915854978354979
OG13412	Potato	S. pimp	PGSC0003DMP400046364	SPI06g02713.1	56	66	55	47.8	2.24e-09	0.7915854978354979
OG13412	Tomato	Potato	Solyc06g036190.1.1	PGSC0003DMP400046364	67	56	55	48.5	1.43e-09	0.789752132196162
OG13412	S. pimp	Tomato Cherry	SPI06g02713.1	SLYcer06g02913.1	66	66	66	143.0	5.09e-47	2.1666666666666665
OG13412	Tomato Cherry	Tomato	SLYcer06g02913.1	Solyc06g036190.1.1	66	67	66	143.0	3.7400000000000004e-47	2.1580732700135687
OG13412	S. pimp	Tomato	SPI06g02713.1	Solyc06g036190.1.1	66	67	66	143.0	3.7400000000000004e-47	2.1580732700135687
OG13412	Tomato Cherry	S. pimp	SLYcer06g02913.1	SPI06g02713.1	66	66	66	143.0	5.0300000000000005e-47	2.1666666666666665
OG13412	Potato	Tomato	PGSC0003DMP400046364	Solyc06g036190.1.1	56	67	55	47.8	1.66e-09	0.789752132196162
OG13412	S. pimp	Potato	SPI06g02713.1	PGSC0003DMP400046364	66	56	55	48.1	1.96e-09	0.7915854978354979
OG13779	Tomato	Wild pepper	Solyc01g056690.4.1	Capang01g001988	654	653	653	1250.0	0.0	1.9089558424772046
OG13779	S. Pennelli	Wild pepper	Sopen01g020840.1	Capang01g001988	653	653	653	1248.0	0.0	1.9073506891271057
OG13779	Dom. pepper	S. Pennelli	Capana01g002293	Sopen01g020840.1	653	653	653	1243.0	0.0	1.9073506891271057
OG13779	Tomato	Dom. pepper	Solyc01g056690.4.1	Capana01g002293	654	653	653	1250.0	0.0	1.9089558424772046
OG13779	S. Pennelli	Tomato	Sopen01g020840.1	Solyc01g056690.4.1	653	654	653	1304.0	0.0	1.9954105024563178
OG13779	Wild pepper	S. Pennelli	Capang01g001988	Sopen01g020840.1	653	653	653	1243.0	0.0	1.9073506891271057
OG13779	Wild pepper	Tomato	Capang01g001988	Solyc01g056690.4.1	653	654	653	1245.0	0.0	1.9089558424772046
OG13779	Wild pepper	Dom. pepper	Capang01g001988	Capana01g002293	653	653	653	1310.0	0.0	2.006125574272588
OG13779	S. Pennelli	Dom. pepper	Sopen01g020840.1	Capana01g002293	653	653	653	1248.0	0.0	1.9073506891271057
OG13779	Dom. pepper	Tomato	Capana01g002293	Solyc01g056690.4.1	653	654	653	1245.0	0.0	1.9089558424772046
OG13779	Tomato	S. Pennelli	Solyc01g056690.4.1	Sopen01g020840.1	654	653	653	1304.0	0.0	1.9954105024563178
OG13779	Dom. pepper	Wild pepper	Capana01g002293	Capang01g001988	653	653	653	1310.0	0.0	2.006125574272588
OG14421	S. Pennelli	Potato	Sopen05g030820.1	PGSC0003DMP400020641	440	446	445	822.0	1.83e-303	1.8635701182225846
OG14421	S. pimp	Tomato	SPI05g04528.1	Solyc05g052270.3.1	440	441	440	855.0	8.17e-317	1.9432513914656773
OG14421	S. pimp	Tomato Cherry	SPI05g04528.1	SLYcer10g02440.1	440	440	440	855.0	1.1e-316	1.9431818181818181
OG14421	Potato	S. pimp	PGSC0003DMP400020641	SPI05g04528.1	446	440	445	829.0	3.19e-306	1.8635701182225846
OG14421	Tomato	S. Pennelli	Solyc05g052270.3.1	Sopen05g030820.1	441	440	440	857.0	6.21e-317	1.9432513914656773
OG14421	S. Pennelli	Tomato Cherry	Sopen05g030820.1	SLYcer10g02440.1	440	440	440	855.0	1.1e-316	1.9431818181818181
OG14421	S. Pennelli	S. pimp	Sopen05g030820.1	SPI05g04528.1	440	440	440	856.0	5.39e-317	1.9454545454545455
OG14421	Tomato Cherry	Tomato	SLYcer10g02440.1	Solyc05g052270.3.1	440	441	440	856.0	4.05e-317	1.9443851783137498
OG14421	Potato	S. Pennelli	PGSC0003DMP400020641	Sopen05g030820.1	446	440	445	829.0	5.02e-306	1.8635701182225846
OG14421	Potato	Tomato Cherry	PGSC0003DMP400020641	SLYcer10g02440.1	446	440	445	828.0	6.51e-306	1.8624337545862208
OG14421	Tomato	Potato	Solyc05g052270.3.1	PGSC0003DMP400020641	441	446	446	823.0	9.46e-304	1.8625550369624682
OG14421	S. pimp	S. Pennelli	SPI05g04528.1	Sopen05g030820.1	440	440	440	856.0	8.49e-317	1.9454545454545455
OG14421	Tomato Cherry	S. pimp	SLYcer10g02440.1	SPI05g04528.1	440	440	440	855.0	1.09e-316	1.9431818181818181
OG14421	Tomato Cherry	Potato	SLYcer10g02440.1	PGSC0003DMP400020641	440	446	445	822.0	3.7e-303	1.8624337545862208
OG14421	S. Pennelli	Tomato	Sopen05g030820.1	Solyc05g052270.3.1	440	441	440	855.0	8.17e-317	1.9432513914656773
OG14421	S. pimp	Potato	SPI05g04528.1	PGSC0003DMP400020641	440	446	445	822.0	1.83e-303	1.8635701182225846
OG14421	Tomato	S. pimp	Solyc05g052270.3.1	SPI05g04528.1	441	440	440	857.0	3.94e-317	1.9432513914656773
OG14421	Potato	Tomato	PGSC0003DMP400020641	Solyc05g052270.3.1	446	441	446	829.0	3.41e-306	1.8625550369624682
OG14421	Tomato	Tomato Cherry	Solyc05g052270.3.1	SLYcer10g02440.1	441	440	440	857.0	1.98e-317	1.9443851783137498
OG14421	Tomato Cherry	S. Pennelli	SLYcer10g02440.1	Sopen05g030820.1	440	440	440	855.0	1.71e-316	1.9431818181818181
OG14524	S. Pennelli	Tomato	Sopen04g026880.1	Solyc04g064940.3.1	1088	1089	1088	1025.0	0.0	0.9412034786366337
OG14524	Potato	S. pimp	PGSC0003DMP400042968	SPI04g04063.1	1054	1088	1054	940.0	0.0	0.8769568311195446
OG14524	S. Pennelli	Tomato Cherry	Sopen04g026880.1	SLYcer04g04433.1	1088	1088	1088	1024.0	0.0	0.9407169117647058
OG14524	Tomato Cherry	Potato	SLYcer04g04433.1	PGSC0003DMP400042968	1088	1054	1054	938.0	0.0	0.8769568311195446
OG14524	S. pimp	S. Pennelli	SPI04g04063.1	Sopen04g026880.1	1088	1088	1088	1023.0	0.0	0.9407169117647058
OG14524	S. Pennelli	Potato	Sopen04g026880.1	PGSC0003DMP400042968	1088	1054	1054	939.0	0.0	0.8774312144212524
OG14524	Tomato	Tomato Cherry	Solyc04g064940.3.1	SLYcer04g04433.1	1089	1088	1088	1035.0	0.0	0.9508499939231891
OG14524	Tomato	S. Pennelli	Solyc04g064940.3.1	Sopen04g026880.1	1089	1088	1088	1024.0	0.0	0.9412034786366337
OG14524	Tomato	Potato	Solyc04g064940.3.1	PGSC0003DMP400042968	1089	1054	1055	940.0	0.0	0.8784271906576546
OG14524	S. pimp	Tomato Cherry	SPI04g04063.1	SLYcer04g04433.1	1088	1088	1088	1037.0	0.0	0.953125
OG14524	Tomato Cherry	Tomato	SLYcer04g04433.1	Solyc04g064940.3.1	1088	1089	1088	1035.0	0.0	0.9508499939231891
OG14524	S. pimp	Tomato	SPI04g04063.1	Solyc04g064940.3.1	1088	1089	1088	1035.0	0.0	0.9508499939231891
OG14524	Tomato Cherry	S. pimp	SLYcer04g04433.1	SPI04g04063.1	1088	1088	1088	1037.0	0.0	0.953125
OG14524	Potato	Tomato	PGSC0003DMP400042968	Solyc04g064940.3.1	1054	1089	1055	942.0	0.0	0.8784271906576546
OG14524	S. pimp	Potato	SPI04g04063.1	PGSC0003DMP400042968	1088	1054	1054	938.0	0.0	0.8769568311195446
OG14524	Potato	S. Pennelli	PGSC0003DMP400042968	Sopen04g026880.1	1054	1088	1054	940.0	0.0	0.8774312144212524
OG14524	Potato	Tomato Cherry	PGSC0003DMP400042968	SLYcer04g04433.1	1054	1088	1054	940.0	0.0	0.8769568311195446
OG14524	S. Pennelli	S. pimp	Sopen04g026880.1	SPI04g04063.1	1088	1088	1088	1024.0	0.0	0.9407169117647058
OG14524	Tomato	S. pimp	Solyc04g064940.3.1	SPI04g04063.1	1089	1088	1088	1035.0	0.0	0.9508499939231891
OG14524	Tomato Cherry	S. Pennelli	SLYcer04g04433.1	Sopen04g026880.1	1088	1088	1088	1023.0	0.0	0.9407169117647058
OG14727	Tomato	S. Pennelli	Solyc04g009040.4.1	Sopen04g004220.1	1033	994	995	1070.0	0.0	1.054686297845154
OG14727	Potato	Tomato	PGSC0003DMP400020383	Solyc04g009040.4.1	969	1033	969	975.0	0.0	0.9745064072401264
OG14727	Potato	S. Pennelli	PGSC0003DMP400020383	Sopen04g004220.1	969	994	967	968.0	0.0	0.9838255539428522
OG14727	Potato	S. Pennelli	PGSC0003DMP400011521	Sopen04g004220.1	1010	994	987	424.0	3.9100000000000005e-132	0.4216955196525689
OG14727	S. Pennelli	Tomato	Sopen04g004220.1	Solyc04g009040.4.1	994	1033	995	1067.0	0.0	1.054686297845154
OG14727	Tomato Cherry	Tomato	SLYcer04g00530.1	Solyc04g009040.4.1	1030	1033	1030	1160.0	0.0	1.1255491123036871
OG14727	S. Pennelli	Potato	Sopen04g004220.1	PGSC0003DMP400020383	994	969	967	963.0	0.0	0.9838255539428522
OG14727	Tomato	Tomato Cherry	Solyc04g009040.4.1	SLYcer04g00530.1	1033	1030	1030	1162.0	0.0	1.1255491123036871
OG14727	Potato	Tomato Cherry	PGSC0003DMP400020383	SLYcer04g00530.1	969	1030	967	974.0	0.0	0.9738475257246486
OG14727	Tomato Cherry	Potato	SLYcer04g00530.1	PGSC0003DMP400020383	1030	969	967	971.0	0.0	0.9738475257246486
OG14727	Tomato Cherry	S. Pennelli	SLYcer04g00530.1	Sopen04g004220.1	1030	994	995	1070.0	0.0	1.056675978199293
OG14727	Potato	Tomato Cherry	PGSC0003DMP400011521	SLYcer04g00530.1	1010	1030	988	426.0	1.5e-132	0.4166971066038643
OG14727	Tomato	Potato	Solyc04g009040.4.1	PGSC0003DMP400020383	1033	969	969	974.0	0.0	0.9745064072401264
OG14727	Potato	Tomato	PGSC0003DMP400011521	Solyc04g009040.4.1	1010	1033	988	427.0	3.0300000000000003e-133	0.41757066316505803
OG14727	S. Pennelli	Tomato Cherry	Sopen04g004220.1	SLYcer04g00530.1	994	1030	995	1068.0	0.0	1.056675978199293
OG14899	S. pimp	Potato	SPI12g03215.1	PGSC0003DMP400027752	632	387	386	738.0	1.0499999999999999e-267	1.5397225493082132
OG14899	Potato	Tomato	PGSC0003DMP400027752	Solyc12g036330.1.1	387	652	387	742.0	1.9100000000000002e-269	1.5237987666650814
OG14899	S. Pennelli	Potato	Sopen12g016660.1	PGSC0003DMP400027752	658	387	386	741.0	1.67e-268	1.5227138851582196
OG14899	Tomato	S. Pennelli	Solyc12g036330.1.1	Sopen12g016660.1	652	658	651	1308.0	0.0	1.9969884573069536
OG14899	Dom. pepper	S. pimp	Capana12g002053	SPI12g03215.1	650	632	651	1093.0	0.0	1.70702288218111
OG14899	Dom. pepper	S. Pennelli	Capana12g002053	Sopen12g016660.1	650	658	651	1154.0	0.0	1.767668926817863
OG14899	S. pimp	Tomato	SPI12g03215.1	Solyc12g036330.1.1	632	652	651	1264.0	0.0	1.971698571095752
OG14899	S. pimp	S. Pennelli	SPI12g03215.1	Sopen12g016660.1	632	658	651	1246.0	0.0	1.9341502827901966
