OG	n_genes	n_species	Dom. pepper	Potato	S. Pennelli	S. pimp	Tomato	Tomato Cherry	Wild pepper
OG15264	6	3		PGSC0003DMP400030947,PGSC0003DMP400030945		SPI04g04493.1	Solyc04g074000.3.1,Solyc04g074030.3.1,Solyc04g074020.2.1		
OG15589	6	6	Capana01g003862		Sopen08g004800.1	SPI08g00600.1	Solyc08g013940.3.1	SLYcer08g00629.1	Capang08g000782
OG15624	6	6	Capana03g000038	PGSC0003DMP400016150	Sopen03g041600.1	SPI03g05541.1	Solyc03g123860.4.1	SLYcer03g05514.1	
OG15648	6	6	Capana09g001097	PGSC0003DMP400015077	Sopen09g025680.1	SPI09g03467.1	Solyc09g064520.3.1	SLYcer09g03570.1	
OG15658	6	6		PGSC0003DMP400011126	Sopen01g030750.1	SPI01g06512.1	Solyc01g080770.3.1	SLYcer01g06212.1	Capang01g002773
OG15684	6	6	Capana09g002110		Sopen09g002380.1	SPI09g00245.1	Solyc09g007510.3.1	SLYcer09g00346.1	Capang09g001632
OG15775	6	6	Capana08g000570		Sopen08g020520.1	SPI08g04959.1	Solyc08g066650.3.1	SLYcer08g05067.1	Capang01g003184
OG15827	6	6	Capana00g002859		Sopen01g040220.1	SPI01g07374.1	Solyc01g096490.3.1	SLYcer01g07898.1	Capang00g003831
OG15843	6	6	Capana03g000648		Sopen03g037390.1	SPI03g05102.1	Solyc03g118510.3.1	SLYcer03g05043.1	Capang03g000674
OG15918	6	6	Capana07g002166		Sopen07g031130.1	SPI07g06049.1	Solyc07g062940.4.1	SLYcer07g05330.1	Capang07g002186
OG15923	6	6	Capana03g001696		Sopen03g028110.1	SPI03g04048.1	Solyc03g097350.4.1	SLYcer03g03990.1	Capang03g001638
OG15952	6	6	Capana11g000453	PGSC0003DMP400005382	Sopen11g029350.1	SPI11g04135.1	Solyc11g071680.2.1	SLYcer11g04068.1	
OG16037	6	6	Capana03g001763		Sopen03g027640.1	SPI03g03998.1	Solyc03g096890.3.1	SLYcer03g03939.1	Capang03g001691
OG16122	6	5		PGSC0003DMP400040263,PGSC0003DMP400040264		SPI11g01390.1	Solyc11g020260.3.1	SLYcer11g01263.1	Capang09g001690
OG16154	6	6	Capana07g001917	PGSC0003DMP400030204	Sopen07g029180.1	SPI07g05832.1	Solyc07g055810.3.1		Capang07g001909
OG16711	7	7	Capana03g002487	PGSC0003DMP400054040	Sopen03g003040.1	SPI03g00518.1	Solyc03g007050.3.1	SLYcer03g00300.1	Capang03g002403
OG16735	7	6	Capana08g000468	PGSC0003DMP400050749,PGSC0003DMP400050750	Sopen08g020310.1	SPI08g04943.1	Solyc08g066490.3.1	SLYcer08g05050.1	
OG16775	7	7	Capana00g002267	PGSC0003DMP400004764	Sopen09g004230.1	SPI09g00488.1	Solyc09g009490.4.1	SLYcer09g00600.1	Capang09g001901
OG16800	7	7	Capana01g002203	PGSC0003DMP400069225	Sopen01g006720.1	SPI01g01048.1	Solyc01g010900.3.1	SLYcer01g00990.1	Capang01g001908
OG16809	7	7	Capana10g000622	PGSC0003DMP400032896	Sopen10g005170.1	SPI10g00570.1	Solyc10g009390.3.1	SLYcer10g00705.1	Capang10g000475
OG16850	7	7	Capana07g000065	PGSC0003DMP400047759	Sopen07g002730.1	SPI07g00365.1	Solyc07g006620.4.1	SLYcer07g00296.1	Capang07g000018
OG16928	7	7	Capana05g000345	PGSC0003DMP400048246	Sopen04g005700.1	SPI04g00728.1	Solyc04g011520.3.1	SLYcer04g00914.1	Capang05g000301
OG16943	7	7	Capana03g002043	PGSC0003DMP400016037	Sopen03g003240.1	SPI03g00540.1	Solyc03g007270.3.1	SLYcer03g00321.1	Capang03g001936
OG16947	7	7	Capana09g002160	PGSC0003DMP400036310	Sopen09g002600.1	SPI09g00275.1	Solyc09g007750.4.1	SLYcer09g00368.1	Capang09g001668
OG17001	7	7	Capana12g001020	PGSC0003DMP400001410	Sopen01g051780.1	SPI01g08572.1	Solyc01g109590.3.1	SLYcer01g08350.1	Capang01g005060
OG17033	7	7	Capana09g000081	PGSC0003DMP400038085	Sopen09g011120.1	SPI09g01506.1	Solyc09g018280.1.1	SLYcer09g01644.1	Capang09g000078
OG17051	7	7	Capana09g001691	PGSC0003DMP400058986	Sopen09g005940.1	SPI09g00901.1	Solyc09g011200.2.1	SLYcer09g00991.1	Capang09g001270
OG17080	7	7	Capana09g000232	PGSC0003DMP400000707	Sopen12g003450.1	SPI12g00422.1	Solyc12g008500.2.1	SLYcer12g00391.1	Capang09g000225
OG17094	7	7	Capana05g002561	PGSC0003DMP400040590	Sopen05g034590.1	SPI05g04960.1	Solyc05g056200.1.1	SLYcer10g02017.1	Capang05g002109
OG17100	7	7	Capana01g003597	PGSC0003DMP400036980	Sopen01g002830.1	SPI01g00388.1	Solyc01g006840.3.1	SLYcer01g00366.1	Capang08g000525
OG17151	7	7	Capana00g001767	PGSC0003DMP400004771	Sopen09g004120.1	SPI09g00474.1	Solyc09g009380.3.1	SLYcer09g00586.1	Capang09g001878
OG17154	7	7	Capana06g001203	PGSC0003DMP400008609	Sopen06g022240.1	SPI06g03930.1	Solyc06g062790.3.1	SLYcer06g04063.1	Capang06g001160
OG17159	7	7	Capana03g000003	PGSC0003DMP400016225	Sopen03g041780.1	SPI03g05563.1	Solyc03g124050.3.1	SLYcer03g05535.1	Capang03g000002
OG17191	7	7	Capana04g002860	PGSC0003DMP400023695	Sopen03g001370.1	SPI03g00222.1	Solyc03g005330.1.1	SLYcer03g00059.1	Capang04g002463
OG17200	7	7	Capana00g004092	PGSC0003DMP400043506	Sopen04g028090.1	SPI04g04364.1	Solyc04g072037.1.1	SLYcer04g04881.1	Capang03g000034
OG17213	7	7	Capana06g002848	PGSC0003DMP400035710	Sopen06g002350.1	SPI06g00203.1	Solyc06g007430.3.1	SLYcer06g00425.1	Capang06g002628
OG17277	7	7	Capana01g001859	PGSC0003DMP400025949	Sopen01g004790.1	SPI01g00629.1	Solyc01g009300.3.1	SLYcer01g00596.1	Capang01g001577
OG17310	7	7	Capana09g000174	PGSC0003DMP400000549	Sopen12g003950.1	SPI12g00474.1	Solyc12g009020.2.1	SLYcer12g00445.1	Capang09g000169
OG17372	7	7	Capana03g000051	PGSC0003DMP400016192	Sopen03g041560.1	SPI03g05536.1	Solyc03g123800.3.1	SLYcer03g05509.1	Capang03g000047
OG17374	7	7	Capana09g002053	PGSC0003DMP400041348	Sopen09g001830.1	SPI09g00183.1	Solyc09g005970.1.1	SLYcer09g00279.1	Capang09g001588
OG17405	7	7	Capana06g001048	PGSC0003DMP400050167	Sopen06g026200.1	SPI06g04385.1	Solyc06g068910.3.1	SLYcer06g04527.1	Capang06g001003
OG17407	7	7	Capana07g000727	PGSC0003DMP400016897	Sopen07g005970.1	SPI07g00916.1	Solyc07g017230.3.1	SLYcer07g00892.1	Capang07g000761
OG17408	7	7	Capana01g003533	PGSC0003DMP400007415	Sopen04g020890.1	SPI04g03080.1	Solyc04g050170.4.1	SLYcer04g03355.1	Capang04g002316
OG17414	7	7	Capana06g001669	PGSC0003DMP400030704	Sopen06g020610.1	SPI06g03790.1	Solyc06g060490.3.1	SLYcer06g03913.1	Capang06g001567
OG17435	7	7	Capana06g000533	PGSC0003DMP400021240	Sopen06g031460.1	SPI06g04929.1	Solyc06g075030.1.1	SLYcer06g05068.1	Capang00g003855
OG17441	7	7	Capana04g001637	PGSC0003DMP400014026	Sopen04g032500.1	SPI04g04996.1	Solyc04g078900.3.1	SLYcer04g05500.1	Capang04g001552
OG17442	7	7	Capana01g003710	PGSC0003DMP400055675	Sopen08g009470.1	SPI08g04206.1	Solyc08g059730.1.1	SLYcer08g04302.1	Capang08g000629
OG17471	7	7	Capana04g000312	PGSC0003DMP400007945	Sopen08g020230.1	SPI08g04932.1	Solyc08g066420.1.1	SLYcer08g05038.1	Capang04g000286
OG17491	7	7	Capana03g003420	PGSC0003DMP400006759	Sopen09g028600.1	SPI09g03980.1	Solyc09g072810.3.1	SLYcer09g04190.1	Capang03g003359
OG17512	7	7	Capana02g003037	PGSC0003DMP400043303	Sopen02g037500.1	SPI02g04610.1	Solyc02g092940.3.1	SLYcer02g05689.1	Capang02g002750
OG17525	7	6	Capana06g000172	PGSC0003DMP400034849	Sopen06g034880.2,Sopen06g034880.1	SPI06g05303.1	Solyc06g083500.4.1		Capang06g000149
OG17560	7	7	Capana01g001325	PGSC0003DMP400000304	Sopen01g037840.1	SPI01g07126.1	Solyc01g094020.3.1	SLYcer01g06876.1	Capang01g001145
OG17580	7	7	Capana01g002720	PGSC0003DMP400012073	Sopen01g030210.1	SPI01g06250.1	Solyc01g068270.3.1	SLYcer01g05957.1	Capang01g002383
OG17593	7	7	Capana01g002897	PGSC0003DMP400059841	Sopen01g031250.1	SPI01g06370.1	Solyc01g079480.3.1	SLYcer01g06074.1	Capang01g002600
OG17604	7	7	Capana08g000962	PGSC0003DMP400000138	Sopen01g038720.1	SPI01g07220.1	Solyc01g094940.4.1	SLYcer01g06971.1	Capang01g003542
OG17742	7	7	Capana06g000421	PGSC0003DMP400052927	Sopen06g032510.1	SPI06g05047.1	Solyc06g076100.3.1	SLYcer06g05166.1	Capang06g000393
OG17743	7	7	Capana03g001520	PGSC0003DMP400054053	Sopen03g028850.1	SPI03g04200.1	Solyc03g098150.3.1	SLYcer03g04137.1	Capang03g001444
OG17828	7	7	Capana02g002330	PGSC0003DMP400030997	Sopen02g026300.1	SPI02g03452.1	Solyc02g081690.1.1	SLYcer02g04556.1	Capang02g002082
OG17841	7	7	Capana02g003057	PGSC0003DMP400017360	Sopen02g037670.1	SPI02g04625.1	Solyc02g093100.3.1	SLYcer02g05705.1	Capang02g002769
OG17848	7	7	Capana03g002352	PGSC0003DMP400025168	Sopen03g004870.1	SPI03g00714.1	Solyc03g026040.4.1	SLYcer03g00495.1	Capang03g002257
OG17849	7	7	Capana04g000253	PGSC0003DMP400006634	Sopen04g034800.1	SPI04g05224.1	Solyc04g081190.3.1	SLYcer04g05723.1	Capang04g000232
OG17852	7	7	Capana05g002466	PGSC0003DMP400040433	Sopen05g033840.1	SPI05g04882.1	Solyc05g055400.4.1	SLYcer10g02093.1	Capang05g002012
OG17886	7	7	Capana00g004875	PGSC0003DMP400054567	Sopen06g023530.1	SPI06g04058.1	Solyc06g065020.3.1	SLYcer06g04191.1	Capang06g000588
OG17903	7	7	Capana03g003076	PGSC0003DMP400003679	Sopen03g013070.1	SPI03g02375.1	Solyc03g059020.3.1	SLYcer03g02249.1	Capang03g002976
OG17952	7	7	Capana01g003182	PGSC0003DMP400006119	Sopen01g028710.1	SPI01g05949.1	Solyc01g067020.4.1	SLYcer01g05772.1	Capang08g000124
OG17966	7	7	Capana09g000631	PGSC0003DMP400013771	Sopen12g006170.1	SPI12g00692.1	Solyc12g010800.2.1	SLYcer12g00673.1	Capang09g000566
OG17982	7	7	Capana03g000681	PGSC0003DMP400010131	Sopen03g038340.1	SPI03g05211.1	Solyc03g119490.4.1	SLYcer03g05150.1	Capang03g000623
OG17985	7	7	Capana10g001966	PGSC0003DMP400048950	Sopen10g032970.1	SPI10g04183.1	Solyc10g083500.2.1	SLYcer10g05654.1	Capang10g001730
OG18067	7	7	Capana09g000355	PGSC0003DMP400001978	Sopen12g002830.1	SPI12g00342.1	Solyc12g006860.2.1	SLYcer12g00315.1	Capang09g000334
OG18069	7	7	Capana09g000444	PGSC0003DMP400050174	Sopen12g002370.1	SPI12g00296.1	Solyc12g006430.3.1	SLYcer12g00261.1	Capang09g000396
OG18073	7	7	Capana01g000206	PGSC0003DMP400021833	Sopen08g029590.1	SPI08g06251.1	Solyc08g081280.3.1	SLYcer08g06342.1	Capang01g000196
OG18108	7	7	Capana03g000831	PGSC0003DMP400042691	Sopen03g034600.1	SPI03g04808.1	Solyc03g115610.3.1	SLYcer03g04752.1	Capang03g000761
OG18154	7	7	Capana03g001299	PGSC0003DMP400026600	Sopen03g030790.1	SPI03g04396.1	Solyc03g111670.3.1	SLYcer03g04340.1	Capang03g001238
OG18196	7	7	Capana07g002306	PGSC0003DMP400038451	Sopen07g033010.1	SPI07g06239.1	Solyc07g064820.1.1	SLYcer07g05521.1	Capang07g002303
OG18230	7	7	Capana03g000543	PGSC0003DMP400024881	Sopen03g036460.1	SPI03g05006.1	Solyc03g117550.1.1	SLYcer03g04949.1	Capang03g000497
OG18252	7	7	Capana02g003640	PGSC0003DMP400035088	Sopen02g038730.1	SPI02g04728.1	Solyc02g094110.1.1	SLYcer02g05807.1	Capang02g003358
OG18278	7	7	Capana03g004479	PGSC0003DMP400029979	Sopen09g033180.1	SPI09g04614.1	Solyc09g090280.3.1	SLYcer09g04950.1	Capang00g001527
OG18337	7	7	Capana06g000830	PGSC0003DMP400046795	Sopen06g028710.1	SPI06g04649.1	Solyc06g072340.3.1	SLYcer06g04789.1	Capang06g000781
OG18362	7	7	Capana00g000992	PGSC0003DMP400046694	Sopen06g029930.1	SPI06g04769.1	Solyc06g073570.4.1	SLYcer06g04912.1	Capang04g000463
OG18368	7	7	Capana00g004747	PGSC0003DMP400055807	Sopen06g026950.1	SPI06g04473.1	Solyc06g069650.4.1	SLYcer06g04614.1	Capang06g000983
OG18411	7	7	Capana01g001377	PGSC0003DMP400045024	Sopen01g036930.1	SPI01g07073.1	Solyc01g091180.4.1	SLYcer01g06787.1	Capang01g001199
OG18439	7	7	Capana08g002016	PGSC0003DMP400022298	Sopen01g047620.1	SPI01g08132.1	Solyc01g105080.2.1	SLYcer01g07128.1	Capang01g004579
OG18456	7	7	Capana08g002789	PGSC0003DMP400032461	Sopen01g054000.1	SPI01g08802.1	Solyc01g111950.4.1	SLYcer01g08573.1	Capang01g005372
OG18464	7	7	Capana08g002492	PGSC0003DMP400043669	Sopen01g051340.1	SPI01g08525.1	Solyc01g109140.3.1	SLYcer01g08303.1	Capang01g005014
OG18525	7	7	Capana03g001062	PGSC0003DMP400043961	Sopen03g032490.1	SPI03g04570.1	Solyc03g113440.3.1	SLYcer03g04521.1	Capang03g001017
OG18534	7	7	Capana07g001399	PGSC0003DMP400033981	Sopen07g021030.1	SPI07g04321.1	Solyc07g041500.3.1	SLYcer07g03598.1	Capang07g001431
OG18575	7	7	Capana04g001750	PGSC0003DMP400021872	Sopen03g014400.1	SPI03g02472.1	Solyc03g059490.1.1	SLYcer03g02344.1	Capang04g001623
OG18636	7	7	Capana00g004627	PGSC0003DMP400022891	Sopen03g013500.1	SPI03g02544.1	Solyc03g062660.4.1	SLYcer03g02419.1	Capang07g001835
OG18639	7	7	Capana07g001945	PGSC0003DMP400030222	Sopen07g029320.1	SPI07g05847.1	Solyc07g055970.1.1	SLYcer07g05109.1	Capang07g001942
OG18674	7	7	Capana04g000571	PGSC0003DMP400013977	Sopen04g032170.1	SPI04g04964.1	Solyc04g078590.3.1	SLYcer04g05467.1	Capang04g000516
OG18735	7	7	Capana07g001768	PGSC0003DMP400016577	Sopen07g027550.1	SPI07g05603.1	Solyc07g053600.3.1	SLYcer07g04878.1	Capang07g001769
OG18775	7	7	Capana02g002875	PGSC0003DMP400053304	Sopen02g036090.1	SPI02g04464.1	Solyc02g091470.3.1	SLYcer02g05544.1	Capang02g002598
OG18783	7	7	Capana03g004639	PGSC0003DMP400052540	Sopen09g031650.1	SPI09g04437.1	Solyc09g082800.3.1	SLYcer09g04782.1	Capang03g004433
OG18810	7	6	Capana04g001931	PGSC0003DMP400050574	Sopen11g008260.2,Sopen11g008260.1	SPI11g01023.1	Solyc11g013240.3.1		Capang04g001721
OG18837	7	7	Capana08g001815	PGSC0003DMP400043140	Sopen01g045780.1	SPI01g07951.1	Solyc01g103430.4.1	SLYcer01g07313.1	Capang01g004383
OG18843	7	7	Capana12g002344	PGSC0003DMP400047538	Sopen11g003380.1	SPI11g00503.1	Solyc11g007540.2.1	SLYcer11g00355.1	Capang12g002020
OG18865	7	7	Capana12g000713	PGSC0003DMP400027009	Sopen12g030710.1	SPI12g04660.1	Solyc12g088820.2.1	SLYcer12g04701.1	Capang12g000597
OG18931	7	7	Capana03g001606	PGSC0003DMP400056215	Sopen03g028640.1	SPI03g04179.1	Solyc03g097920.1.1	SLYcer03g04116.1	Capang03g001553
OG18981	7	7	Capana02g001337	PGSC0003DMP400036642	Sopen02g018730.1	SPI02g02662.1	Solyc02g069600.3.1	SLYcer02g03766.1	Capang02g001174
OG18993	7	7	Capana05g002412	PGSC0003DMP400040689	Sopen05g033350.1	SPI05g04826.1	Solyc05g054890.4.1	SLYcer10g02158.1	Capang05g001962
OG18997	7	7	Capana07g002413	PGSC0003DMP400038574	Sopen07g034050.1	SPI07g06341.1	Solyc07g065860.3.1	SLYcer07g05622.1	Capang07g002411
OG19000	7	7	Capana07g001983	PGSC0003DMP400030323	Sopen07g029520.1	SPI07g05868.1	Solyc07g056160.4.1	SLYcer07g05129.1	Capang07g001979
OG19006	7	7	Capana07g001595	PGSC0003DMP400045361	Sopen07g026720.1	SPI07g05548.1	Solyc07g053170.4.1	SLYcer07g04826.1	Capang07g001580
OG19065	7	7	Capana03g002662	PGSC0003DMP400039797	Sopen03g025500.1	SPI03g03772.1	Solyc03g095510.3.1	SLYcer03g03698.1	Capang03g002562
OG19068	7	7	Capana03g004216	PGSC0003DMP400037466	Sopen09g036220.1	SPI09g04966.1	Solyc09g098290.3.1	SLYcer09g05277.1	Capang03g004044
OG19078	7	7	Capana07g002348	PGSC0003DMP400038406	Sopen07g033450.1	SPI07g06282.1	Solyc07g065240.3.1	SLYcer07g05566.1	Capang07g002342
OG19095	7	7	Capana11g000067	PGSC0003DMP400014236	Sopen11g028300.1	SPI11g04017.1	Solyc11g069590.2.1	SLYcer11g03951.1	Capang11g000063
OG19098	7	7	Capana11g000392	PGSC0003DMP400005400	Sopen11g029550.1	SPI11g04154.1	Solyc11g071880.3.1	SLYcer11g04088.1	Capang11g000381
OG19138	7	7	Capana08g002737	PGSC0003DMP400010976	Sopen01g053610.1	SPI01g08759.1	Solyc01g111570.3.1	SLYcer01g08533.1	Capang01g005321
OG19166	7	7	Capana08g002311	PGSC0003DMP400044646	Sopen01g049840.1	SPI01g08387.1	Solyc01g107650.3.1	SLYcer01g08159.1	Capang01g004859
OG19180	7	7	Capana12g001551	PGSC0003DMP400028983	Sopen04g023150.1	SPI04g03483.1	Solyc04g051800.3.1	SLYcer04g03767.1	Capang12g001290
OG19181	7	7	Capana12g002916	PGSC0003DMP400040315	Sopen05g034860.1	SPI05g04985.1	Solyc05g056470.1.1	SLYcer10g01992.1	Capang12g002560
OG19199	7	7	Capana12g001746	PGSC0003DMP400021220	Sopen04g022260.1	SPI04g03296.1	Solyc04g050970.3.1	SLYcer04g03572.1	Capang12g001365
OG19309	7	7	Capana12g001867	PGSC0003DMP400034235	Sopen04g022890.1	SPI04g03449.1	Solyc04g051510.1.1	SLYcer04g03730.1	Capang12g001528
OG19348	7	7	Capana00g004284	PGSC0003DMP400013529	Sopen11g015750.1	SPI11g02497.1	Solyc11g033270.2.1	SLYcer11g02466.1	Capang00g001524
OG19446	7	6	Capana01g000696	PGSC0003DMP400045563,PGSC0003DMP400045562	Sopen08g026500.1	SPI08g05914.1	Solyc08g077990.3.1		Capang01g000635
OG19474	7	6	Capana02g002957	PGSC0003DMP400037156,PGSC0003DMP400037157	Sopen02g036830.1	SPI02g04541.1	Solyc02g092250.3.1		Capang02g002682
OG19879	8	7	Capana06g001197	PGSC0003DMP400008693	Sopen06g022280.1,Sopen06g022280.2	SPI06g03934.1	Solyc06g062820.4.1	SLYcer06g04068.1	Capang06g001156
OG19913	8	7	Capana03g002850	PGSC0003DMP400058370	Sopen12g009980.1	SPI12g01310.1,SPI12g01306.1	Solyc12g019680.1.1	SLYcer12g01271.1	Capang03g002843
OG20008	8	7	Capana05g001071	PGSC0003DMP400003412	Sopen04g001180.1	SPI04g00088.1	Solyc04g005170.1.1	SLYcer04g00135.1	Capang05g000906,Capang05g000907
OG20009	8	7	Capana10g000787,Capana10g000788	PGSC0003DMP400032906	Sopen10g005140.1	SPI10g00565.1	Solyc10g009350.4.1	SLYcer10g00700.1	Capang10g000607
OG20015	8	6		PGSC0003DMP400013510,PGSC0003DMP400013509,PGSC0003DMP400056175	Sopen08g019890.1	SPI08g04904.1	Solyc08g066210.3.1	SLYcer08g05013.1	Capang08g000768
OG20020	8	7	Capana07g000113	PGSC0003DMP400019825,PGSC0003DMP400019826	Sopen07g002050.1	SPI07g00274.1	Solyc07g005920.3.1	SLYcer07g00207.1	Capang07g000121
OG20027	8	7	Capana08g000068	PGSC0003DMP400028659,PGSC0003DMP400028658	Sopen01g003660.1	SPI01g00482.1	Solyc01g008110.4.1	SLYcer01g00457.1	Capang08g000066
OG20036	8	7	Capana06g000623	PGSC0003DMP400010508,PGSC0003DMP400010507	Sopen06g030600.1	SPI06g04838.1	Solyc06g074180.3.1	SLYcer06g04971.1	Capang06g000572
OG20049	8	7	Capana05g000707	PGSC0003DMP400046488,PGSC0003DMP400046487	Sopen04g003810.1	SPI04g00467.1	Solyc04g008650.4.1	SLYcer04g00494.1	Capang05g000601
OG20074	8	7	Capana01g004107	PGSC0003DMP400026158,PGSC0003DMP400026159	Sopen08g002080.1	SPI08g00198.1	Solyc08g006110.4.1	SLYcer08g00262.1	Capang08g000993
OG20112	8	7	Capana00g002643	PGSC0003DMP400053228,PGSC0003DMP400053227	Sopen05g004620.1	SPI05g00565.1	Solyc05g008860.4.1	SLYcer05g00531.1	Capang01g000801
OG20123	8	6	Capana04g000785,Capana06g001359	PGSC0003DMP400008844	Sopen04g030680.1,Sopen00g008200.1		Solyc04g077010.4.1	SLYcer04g05310.1	Capang04g000748
OG20152	8	7	Capana01g001808	PGSC0003DMP400039369,PGSC0003DMP400039370	Sopen01g004470.1	SPI01g00596.1	Solyc01g008980.3.1	SLYcer01g00561.1	Capang01g001516
OG20168	8	7	Capana01g003194	PGSC0003DMP400020042,PGSC0003DMP400020043	Sopen01g028470.1	SPI01g05924.1	Solyc01g066870.3.1	SLYcer01g05750.1	Capang08g000136
OG20213	8	7	Capana06g000267	PGSC0003DMP400053034,PGSC0003DMP400053033	Sopen06g034010.1	SPI06g05209.1	Solyc06g082610.4.1	SLYcer06g05318.1	Capang06g000255
OG20219	8	7	Capana04g000551	PGSC0003DMP400014087,PGSC0003DMP400014086	Sopen04g032440.1	SPI04g04990.1	Solyc04g078840.3.1	SLYcer04g05494.1	Capang04g000502
OG20250	8	7	Capana09g000067	PGSC0003DMP400013915,PGSC0003DMP400013916	Sopen12g005110.1	SPI12g00629.1	Solyc12g010220.3.1	SLYcer12g00602.1	Capang09g000062
OG20257	8	7	Capana05g000833	PGSC0003DMP400027449,PGSC0003DMP400027450	Sopen11g005790.1	SPI11g00763.1	Solyc11g011020.2.1	SLYcer11g00623.1	Capang00g000308
OG20263	8	7	Capana08g001958	PGSC0003DMP400041078,PGSC0003DMP400041079	Sopen01g047040.1	SPI01g08076.1	Solyc01g104530.3.1	SLYcer01g07183.1	Capang01g004520
OG20280	8	7	Capana09g001727	PGSC0003DMP400041968,PGSC0003DMP400041967	Sopen09g006050.1	SPI09g00919.1	Solyc09g011330.3.1	SLYcer09g01009.1	Capang09g001293
OG20286	8	7	Capana11g001632	PGSC0003DMP400030825,PGSC0003DMP400030824	Sopen05g003080.1	SPI05g00382.1	Solyc05g007120.4.1	SLYcer05g00347.1	Capang11g001588
OG20298	8	7	Capana01g000062	PGSC0003DMP400021668,PGSC0003DMP400021667	Sopen08g031200.1	SPI08g06422.1	Solyc08g082980.2.1	SLYcer08g06517.1	Capang01g000055
OG20329	8	7	Capana02g002169	PGSC0003DMP400003722,PGSC0003DMP400003721	Sopen02g025030.1	SPI02g03321.1	Solyc02g080330.4.1	SLYcer02g04421.1	Capang04g002022
OG20349	8	7	Capana03g002403	PGSC0003DMP400025119,PGSC0003DMP400025120	Sopen03g005230.1	SPI03g00747.1	Solyc03g026340.4.1	SLYcer03g00525.1	Capang03g002325
OG20354	8	7	Capana00g003283	PGSC0003DMP400012930	Sopen06g004280.1	SPI06g00533.1	Solyc06g009640.2.1	SLYcer06g00694.1	Capang11g000762,Capang00g000656
OG20489	8	7	Capana08g000596	PGSC0003DMP400016973,PGSC0003DMP400016972	Sopen08g020850.1	SPI08g04992.1	Solyc08g066870.4.1	SLYcer08g05101.1	Capang09g000268
OG20510	8	7	Capana06g000398	PGSC0003DMP400052792,PGSC0003DMP400052793	Sopen06g032810.1	SPI06g05085.1	Solyc06g076400.3.1	SLYcer06g05199.1	Capang06g000371
OG20520	8	7	Capana03g002264	PGSC0003DMP400025195,PGSC0003DMP400058640	Sopen03g004460.1	SPI03g00663.1	Solyc03g025640.2.1	SLYcer03g00443.1	Capang03g002156
OG20686	8	7	Capana02g000866,Capana02g000858	PGSC0003DMP400043656	Sopen02g016150.1	SPI02g02370.1	Solyc02g066960.3.1	SLYcer02g03480.1	Capang02g000804
OG20724	8	7	Capana12g000136	PGSC0003DMP400008203,PGSC0003DMP400008204	Sopen12g034270.1	SPI12g05113.1	Solyc12g099600.2.1	SLYcer12g05163.1	Capang12g000109
