OG	n_genes	n_species	Dom. pepper	Potato	S. Pennelli	S. pimp	Tomato	Tomato Cherry	Wild pepper
OG178	2	2				SPI05g02039.1	Solyc05g016510.1.1		
OG179	2	2				SPI01g06350.1	Solyc01g079280.1.1		
OG180	2	2				SPI09g03198.1	Solyc09g060210.1.1		
OG181	2	2				SPI10g02665.1	Solyc10g050640.1.1		
OG182	2	2				SPI01g04720.1	Solyc01g056750.1.1		
OG183	2	2			Sopen01g029470.1		Solyc08g069150.1.1		
OG184	2	2				SPI10g00912.1	Solyc07g054890.1.1		
OG185	2	2					Solyc06g016710.1.1	SLYcer06g02046.1	
OG186	2	2				SPI05g00962.1	Solyc05g150109.1.1		
OG187	2	2			Sopen03g007440.1		Solyc03g150159.1.1		
OG188	2	2					Solyc03g083080.1.1	SLYcer10g04841.1	
OG189	2	2				SPI01g05300.1	Solyc01g058535.1.1		
OG190	2	2					Solyc07g017805.1.1	SLYcer07g01033.1	
OG191	2	2					Solyc10g049993.1.1	SLYcer10g04090.1	
OG192	2	2					Solyc10g055030.1.1	SLYcer10g04685.1	
OG193	2	2					Solyc01g059950.1.1	SLYcer01g05340.1	
OG194	2	2					Solyc08g014105.1.1	SLYcer08g00653.1	
OG195	2	2					Solyc10g084090.3.1	SLYcer10g05716.1	
OG196	2	2				SPI01g05350.1	Solyc01g058660.1.1		
OG197	2	2					Solyc10g079760.1.1	SLYcer10g05350.1	
OG198	2	2				SPI10g03976.1	Solyc10g080850.1.1		
OG199	2	2			Sopen01g049860.1		Solyc01g107680.4.1		
OG200	2	2				SPI06g00905.1	Solyc06g011575.1.1		
OG201	2	2				SPI02g02207.1	Solyc02g064810.1.1		
OG202	2	2					Solyc02g050267.1.1	SLYcer02g00216.1	
OG203	2	2					Solyc02g086120.2.1	SLYcer02g05019.1	
OG204	2	2			Sopen06g028290.1		Solyc06g072013.1.1		
OG205	2	2				SPI05g02042.1	Solyc05g016520.1.1		
OG206	2	2				SPI02g02180.1	Solyc02g064660.1.1		
OG207	2	2				SPI10g02678.1	Solyc10g050720.2.1		
OG208	2	2			Sopen03g012920.1		Solyc03g058960.1.1		
OG209	2	2					Solyc05g023840.1.1	SLYcer05g02150.1	
OG210	2	2					Solyc10g062085.2.1	SLYcer10g03049.1	
OG211	2	2			Sopen01g034620.1		Solyc01g087660.2.1		
OG212	2	2					Solyc05g023950.1.1	SLYcer05g02190.1	
OG213	2	2				SPI03g01280.1	Solyc06g072850.1.1		
OG214	2	2				SPI02g00466.1	Solyc02g014480.1.1		
OG215	2	2					Solyc02g084087.1.1	SLYcer02g04801.1	
OG216	2	2					Solyc05g055620.1.1	SLYcer10g02069.1	
OG217	2	2				SPI01g05902.1	Solyc01g066760.2.1		
OG218	2	2			Sopen06g028250.1		Solyc06g071970.1.1		
OG219	2	2					Solyc01g044300.3.1	SLYcer01g04276.1	
OG220	2	2				SPI04g04373.1	Solyc04g072100.1.1		
OG221	2	2				SPI05g02043.1	Solyc05g016530.1.1		
OG222	2	2					Solyc07g020840.1.1	SLYcer07g01369.1	
OG223	2	2				SPI07g05931.1	Solyc07g061700.2.1		
OG224	2	2				SPI09g01549.1	Solyc09g042800.1.1		
OG225	2	2					Solyc07g017240.1.1	SLYcer07g00894.1	
OG226	2	2					Solyc01g098470.2.1	SLYcer01g07705.1	
OG227	2	2				SPI06g00186.1	Solyc06g007275.1.1		
OG228	2	2			Sopen01g035330.1		Solyc01g088460.3.1		
OG229	2	2				SPI01g07973.1	Solyc08g083100.3.1		
OG230	2	2					Solyc10g045760.3.1	SLYcer10g03505.1	
OG231	2	2				SPI03g01968.1	Solyc03g070480.1.1		
OG232	2	2					Solyc07g054970.1.1	SLYcer07g04031.1	
OG233	2	2					Solyc08g014397.1.1	SLYcer08g00704.1	
OG234	2	2					Solyc06g074560.1.1	SLYcer06g05014.1	
OG235	2	2				SPI05g00848.1	Solyc05g011960.4.1		
OG236	2	2					Solyc05g008155.1.1	SLYcer05g00457.1	
OG237	2	2					Solyc06g074580.1.1	SLYcer06g05016.1	
OG238	2	2				SPI01g07699.1	Solyc01g099800.4.1		
OG239	2	2			Sopen06g019950.1		Solyc06g059870.1.1		
OG240	2	2					Solyc02g086223.1.1	SLYcer02g05030.1	
OG241	2	2				SPI04g02033.1	Solyc04g026150.2.1		
OG242	2	2					Solyc02g089040.3.1	SLYcer02g05312.1	
OG243	2	2				SPI02g03709.1	Solyc02g084032.1.1		
OG244	2	2				SPI02g04427.1	Solyc02g091030.4.1		
OG245	2	2					Solyc02g083075.1.1	SLYcer02g04702.1	
OG246	2	2					Solyc02g068020.1.1	SLYcer02g03587.1	
OG247	2	2				SPI09g03022.1	Solyc09g059720.1.1		
OG248	2	2			Sopen03g022650.1		Solyc03g083140.3.1		
OG249	2	2					Solyc02g083005.1.1	SLYcer02g04693.1	
OG250	2	2					Solyc02g076630.1.1	SLYcer02g04057.1	
OG251	2	2					Solyc09g031870.4.1	SLYcer09g02025.1	
OG252	2	2			Sopen08g023850.1		Solyc08g075250.1.1		
OG253	2	2					Solyc08g067730.2.1	SLYcer08g05201.1	
OG254	2	2				SPI04g02724.1	Solyc04g049005.1.1		
OG255	2	2					Solyc03g031640.2.1	SLYcer03g00656.1	
OG256	2	2			Sopen08g023530.1		Solyc08g074910.3.1		
OG257	2	2				SPI05g03840.1	Solyc08g074320.1.1		
OG258	2	2				SPI04g04374.1	Solyc04g072090.1.1		
OG259	2	2					Solyc04g081700.3.1	SLYcer04g05772.1	
OG260	2	2					Solyc09g074500.3.1	SLYcer09g04281.1	
OG261	2	2				SPI05g00954.1	Solyc05g012760.3.1		
OG262	2	2					Solyc07g025500.3.1	SLYcer07g01477.1	
OG263	2	2					Solyc08g068940.1.1	SLYcer08g05320.1	
OG264	2	2				SPI06g05069.1	Solyc06g076230.1.1		
OG265	2	2					Solyc04g047700.1.1	SLYcer04g02885.1	
OG266	2	2					Solyc06g074570.2.1	SLYcer06g05015.1	
OG267	2	2					Solyc07g056700.2.1	SLYcer07g05185.1	
OG268	2	2					Solyc03g034160.4.1	SLYcer03g00933.1	
OG269	2	2					Solyc06g050450.1.1	SLYcer06g03337.1	
OG270	2	2				SPI06g00337.1	Solyc07g039660.1.1		
OG271	2	2					Solyc08g013990.3.1	SLYcer08g00636.1	
OG272	2	2					Solyc06g050565.1.1	SLYcer06g03360.1	
OG273	2	2					Solyc06g060445.1.1	SLYcer06g03907.1	
OG274	2	2				SPI08g00677.1	Solyc03g095880.1.1		
OG275	2	2					Solyc02g023940.3.1	SLYcer02g02380.1	
OG276	2	2				SPI02g04580.1	Solyc02g092650.3.1		
OG277	2	2					Solyc05g025870.4.1	SLYcer05g02502.1	
OG278	2	2				SPI03g00662.1	Solyc03g025630.3.1		
OG279	2	2					Solyc03g078270.2.1	SLYcer03g03038.1	
OG280	2	2				SPI09g02595.1	Solyc09g056200.3.1		
OG281	2	2				SPI03g02473.1	Solyc03g059500.3.1		
OG282	2	2				SPI08g04039.1	Solyc08g023650.3.1		
OG283	2	2					Solyc07g054040.3.1	SLYcer07g04923.1	
OG284	2	2					Solyc08g074350.3.1	SLYcer08g05620.1	
OG285	2	2					Solyc07g045570.3.1	SLYcer07g04026.1	
OG286	2	2				SPI08g05802.1	Solyc08g076950.3.1		
OG287	2	2				SPI09g04683.1	Solyc09g090890.3.1		
OG288	2	2				SPI04g04059.1	Solyc04g064890.3.1		
OG289	2	2				SPI07g05909.1	Solyc07g056560.3.1		
OG290	2	2			Sopen12g010510.1		Solyc12g019990.1.1		
OG291	2	2					Solyc01g150159.1.1	SLYcer01g07201.1	
OG292	2	2				SPI12g00740.1	Solyc12g011230.1.1		
OG293	2	2				SPI01g01722.1	Solyc01g014260.1.1		
OG294	2	2					Solyc12g010420.1.1	SLYcer12g00618.1	
OG295	2	2				SPI11g00366.1	Solyc11g006210.3.1		
OG296	2	2					Solyc10g044525.1.1	SLYcer10g03110.1	
OG297	2	2					Solyc11g040085.1.1	SLYcer11g03027.1	
OG298	2	2					Solyc01g016450.1.1	SLYcer01g02176.1	
OG299	2	2					Solyc03g044410.1.1	SLYcer03g01161.1	
OG300	2	2				SPI03g01145.1	Solyc03g150106.1.1		
OG301	2	2				SPI01g08075.1	Solyc01g150163.1.1		
OG302	2	2				SPIUNg00041.1	Solyc08g150117.1.1		
OG303	2	2				SPI01g07665.1	Solyc01g150150.1.1		
OG304	2	2					Solyc10g076515.1.1	SLYcer10g05106.1	
OG305	2	2				SPI05g01780.1	Solyc05g150117.1.1		
OG306	2	2					Solyc01g105750.1.1	SLYcer01g07961.1	
OG307	2	2				SPI01g08099.1	Solyc01g150165.1.1		
OG308	2	2					Solyc09g019990.1.1	SLYcer09g01811.1	
OG309	2	2					Solyc12g020120.2.1	SLYcer12g01404.1	
OG310	2	2				SPI12g00632.1	Solyc12g010270.1.1		
OG311	2	2			Sopen01g054290.1		Solyc01g112230.4.1		
OG312	2	2					Solyc01g015293.1.1	SLYcer01g02062.1	
OG313	2	2					Solyc11g028325.1.1	SLYcer02g00109.1	
OG314	2	2					Solyc10g037920.1.1	SLYcer10g01622.1	
OG315	2	2					Solyc01g108220.3.1	SLYcer01g08216.1	
OG316	2	2				SPI09g01221.1	Solyc09g015250.1.1		
OG317	2	2				SPI10g02909.1	Solyc10g052712.1.1		
OG318	2	2					Solyc12g016200.1.1	SLYcer12g00996.1	
OG319	2	2				SPI01g02236.1	Solyc01g016430.1.1		
OG320	2	2					Solyc11g040300.2.1	SLYcer11g02974.1	
OG321	2	2					Solyc10g019280.2.1	SLYcer10g01365.1	
OG322	2	2				SPI10g03611.1	Solyc10g076720.2.1		
OG323	2	2					Solyc12g009710.1.1	SLYcer12g00544.1	
OG324	2	2					Solyc02g011720.1.1	SLYcer01g04487.1	
OG325	2	2					Solyc02g150106.1.1	SLYcer02g01564.1	
OG326	2	2				SPI03g05401.1	Solyc03g121390.1.1		
OG327	2	2					Solyc10g044970.1.1	SLYcer10g03213.1	
OG328	2	2				SPI03g05134.1	Solyc02g011950.1.1		
OG329	2	2				SPI01g03034.1	Solyc01g021685.1.1		
OG330	2	2					Solyc07g021440.1.1	SLYcer07g01631.1	
OG331	2	2					Solyc10g044820.1.1	SLYcer10g03179.1	
OG332	2	2					Solyc06g011455.1.1	SLYcer06g01026.1	
OG333	2	2					Solyc01g105760.1.1	SLYcer01g07962.1	
OG334	2	2					Solyc01g108960.1.1	SLYcer01g08287.1	
OG335	2	2					Solyc05g015580.1.1	SLYcer05g01313.1	
OG336	2	2					Solyc04g015770.1.1	SLYcer04g01351.1	
OG337	2	2					Solyc05g015590.1.1	SLYcer05g01315.1	
OG338	2	2					Solyc10g081605.1.1	SLYcer10g05553.1	
OG339	2	2					Solyc09g018610.1.1	SLYcer09g01744.1	
OG340	2	2					Solyc10g049997.1.1	SLYcer10g04091.1	
OG341	2	2					Solyc09g091770.1.1	SLYcer09g05114.1	
OG342	2	2					Solyc02g150127.1.1	SLYcer02g03670.1	
OG343	2	2				SPI01g02359.1	Solyc01g016720.2.1		
OG344	2	2					Solyc02g014580.1.1	SLYcer02g01526.1	
OG345	2	2					Solyc03g058230.1.1	SLYcer03g02118.1	
OG346	2	2				SPI10g01357.1	Solyc10g024340.2.1		
OG347	2	2					Solyc06g024320.1.1	SLYcer06g01431.1	
OG348	2	2					Solyc02g014170.3.1	SLYcer02g01445.1	
OG349	2	2				SPI02g03989.1	Solyc02g150140.1.1		
OG350	2	2				SPI12g03296.1	Solyc00g014860.1.1		
OG351	2	2				SPI12g03778.1	Solyc12g040700.1.1		
OG352	2	2				SPI02g01963.1	Solyc02g061880.1.1		
OG353	2	2				SPI04g04262.1	Solyc04g071190.1.1		
OG354	2	2			Sopen08g025240.1		Solyc08g150146.1.1		
OG355	2	2				SPI01g08459.1	Solyc01g108420.2.1		
OG356	2	2				SPI05g02605.1	Solyc05g150128.1.1		
OG357	2	2				SPI01g07878.1	Solyc01g102650.2.1		
OG358	2	2					Solyc02g031810.1.1	SLYcer08g03883.1	
OG359	2	2				SPI10g04274.1	Solyc10g084330.1.1		
OG360	2	2				SPI05g03612.1	Solyc05g041350.1.1		
OG361	2	2					Solyc01g096330.2.1	SLYcer01g07918.1	
OG362	2	2				SPI04g03416.1	Solyc04g051290.1.1		
OG363	2	2					Solyc07g150140.1.1	SLYcer07g04342.1	
OG364	2	2				SPI04g04321.1	Solyc04g071670.1.1		
OG365	2	2					Solyc09g015160.2.1	SLYcer09g01354.1	
OG366	2	2					Solyc06g150123.1.1	SLYcer06g04066.1	
OG367	2	2				SPI10g02369.1	Solyc10g049590.1.1		
OG368	2	2					Solyc01g098130.2.1	SLYcer01g07746.1	
OG369	2	2					Solyc11g056290.3.1	SLYcer06g05017.1	
OG370	2	2					Solyc11g044400.1.1	SLYcer08g06277.1	
OG371	2	2					Solyc06g150129.1.1	SLYcer06g04450.1	
OG372	2	2				SPI08g02991.1	Solyc08g048180.1.1		
OG373	2	2					Solyc01g058677.1.1	SLYcer01g05207.1	
OG374	2	2					Solyc08g067280.1.1	SLYcer08g05151.1	
OG375	2	2				SPI06g03373.1	Solyc06g051150.1.1		
OG376	2	2					Solyc01g049770.3.1	SLYcer01g04351.1	
OG377	2	2					Solyc05g015735.1.1	SLYcer05g01340.1	
OG378	2	2					Solyc01g057330.1.1	SLYcer01g04775.1	
OG379	2	2					Solyc06g051370.1.1	SLYcer06g03491.1	
OG380	2	2				SPI05g01915.1	Solyc03g063950.1.1		
OG381	2	2					Solyc10g054340.1.1	SLYcer10g04594.1	
OG382	2	2					Solyc10g045765.1.1	SLYcer10g03506.1	
OG383	2	2				SPI10g01787.1	Solyc10g045650.3.1		
OG384	2	2					Solyc07g045110.1.1	SLYcer07g03959.1	
OG385	2	2					Solyc10g048150.3.1	SLYcer07g01766.1	
OG386	2	2					Solyc09g066085.1.1	SLYcer09g03811.1	
OG387	2	2					Solyc01g097750.1.1	SLYcer01g07783.1	
OG388	2	2					Solyc04g150166.1.1	SLYcer04g04906.1	
OG389	2	2					Solyc05g016470.1.1	SLYcer05g01547.1	
OG390	2	2				SPI09g04147.1	Solyc09g075015.1.1		
OG391	2	2					Solyc09g091415.1.1	SLYcer09g05074.1	
OG392	2	2					Solyc09g015705.1.1	SLYcer09g01499.1	
OG393	2	2				SPI01g05695.1	Solyc01g065670.1.1		
OG394	2	2			Sopen07g022520.1		Solyc07g042913.1.1		
OG395	2	2					Solyc02g021365.1.1	SLYcer02g02097.1	
OG396	2	2			Sopen04g022720.1		Solyc04g051295.1.1		
OG397	2	2				SPI02g04261.1	Solyc02g089270.1.1		
OG398	2	2				SPI02g02882.1	Solyc02g071840.1.1		
OG399	2	2				SPI12g03406.1	Solyc12g038020.3.1		
OG400	2	2					Solyc09g009350.2.1	SLYcer11g02623.1	
OG401	2	2					Solyc12g020035.1.1	SLYcer05g02549.1	
OG402	2	2					Solyc02g077350.1.1	SLYcer02g04129.1	
OG403	2	2					Solyc05g023880.2.1	SLYcer05g02171.1	
OG404	2	2				SPI02g02883.1	Solyc02g071850.1.1		
OG405	2	2					Solyc05g018920.2.1	SLYcer05g01928.1	
OG406	2	2				SPI09g02298.1	Solyc09g055210.1.1		
OG407	2	2					Solyc07g061820.2.1	SLYcer07g05217.1	
OG408	2	2				SPI03g02312.1	Solyc03g058630.1.1		
OG409	2	2				SPI03g04862.1	Solyc03g116090.2.1		
OG410	2	2					Solyc05g025513.1.1	SLYcer05g02350.1	
OG411	2	2					Solyc05g023930.1.1	SLYcer05g02187.1	
OG412	2	2				SPI03g03991.1	Solyc06g072910.2.1		
OG413	2	2					Solyc02g084036.1.1	SLYcer02g04818.1	
OG414	2	2					Solyc05g051990.3.1	SLYcer10g02472.1	
OG415	2	2					Solyc05g023940.1.1	SLYcer05g02188.1	
OG416	2	2					Solyc07g042025.1.1	SLYcer07g03681.1	
OG417	2	2				SPI09g04912.1	Solyc09g082810.3.1		
OG418	2	2					Solyc05g023870.1.1	SLYcer05g02168.1	
