OG	n_genes	n_species	Dom. pepper	Potato	S. Pennelli	S. pimp	Tomato	Tomato Cherry	Wild pepper
OG23239	12	7	Capana01g000961	PGSC0003DMP400034528,PGSC0003DMP400034529	Sopen08g023990.1,Sopen07g004230.1	SPI08g05636.1,SPI07g00576.1	Solyc07g008340.4.1,Solyc08g075360.3.1	SLYcer08g05751.1,SLYcer07g00526.1	Capang00g004220
OG23287	12	7	Capana07g001224	PGSC0003DMP400032833,PGSC0003DMP400010857	Sopen07g024130.1,Sopen05g025150.1	SPI05g03515.1,SPI07g04898.1	Solyc05g040040.1.1,Solyc07g047680.3.1	SLYcer05g02884.1,SLYcer07g04222.1	Capang07g001262
OG23329	12	6	Capana04g001839,Capana02g002593		Sopen12g015070.1,Sopen02g028720.1	SPI12g02732.1,SPI02g03700.1	Solyc12g035360.2.1,Solyc02g083940.3.1	SLYcer02g04788.1,SLYcer12g02966.1	Capang00g003908,Capang02g002329
OG23368	12	7	Capana08g001255,Capana03g004208	PGSC0003DMP400056551,PGSC0003DMP400033759	Sopen01g041100.1,Sopen09g036340.1	SPI01g07461.1,SPI09g04978.1	Solyc09g098410.3.1,Solyc01g097430.4.1	SLYcer09g05287.1	Capang01g003838
OG23404	12	7	Capana03g001143,Capana06g000942	PGSC0003DMP400054679,PGSC0003DMP400047047,PGSC0003DMP400054680	Sopen12g014750.1,Sopen06g027840.1	SPI06g04565.1	Solyc12g035190.2.1,Solyc06g071550.3.1	SLYcer06g04704.1	Capang03g001093
OG23490	12	7	Capana08g002374	PGSC0003DMP400044702,PGSC0003DMP400044703,PGSC0003DMP400044701,PGSC0003DMP400044706,PGSC0003DMP400044704,PGSC0003DMP400044705	Sopen01g050360.1	SPI01g08430.1	Solyc01g108130.4.1	SLYcer01g08208.1	Capang01g004920
OG23638	13	7	Capana08g002704	PGSC0003DMP400002879,PGSC0003DMP400002880,PGSC0003DMP400040164	Sopen01g053370.1,Sopen10g025080.1	SPI01g08735.1,SPI10g03264.1	Solyc10g055260.2.1,Solyc01g111310.3.1	SLYcer10g04768.1,SLYcer01g08506.1	Capang01g005289
OG23639	13	7	Capana09g000173	PGSC0003DMP400028102,PGSC0003DMP400000642	Sopen12g003960.1,Sopen07g020370.1	SPI12g00475.1,SPI07g04235.1	Solyc12g009030.2.1,Solyc07g041080.3.1	SLYcer07g03513.1,SLYcer12g00446.1	Capang09g000167,Capang07g000565
OG23715	13	7	Capana04g000034	PGSC0003DMP400017523,PGSC0003DMP400017521,PGSC0003DMP400017524	Sopen12g031650.1,Sopen04g036470.1	SPI04g05396.1,SPI12g04795.1	Solyc12g095750.2.1,Solyc04g082830.3.1	SLYcer12g04837.1,SLYcer04g05885.1	Capang04g000026
OG23812	13	7	Capana05g001658,Capana07g000865	PGSC0003DMP400017257,PGSC0003DMP400024204	Sopen00g003680.1,Sopen05g027770.1	SPI07g00906.1,SPI05g04097.1	Solyc05g047460.3.1,Solyc07g016180.3.1	SLYcer10g02868.1	Capang05g001338,Capang07g000985
OG23840	13	7	Capana04g000532,Capana08g002375	PGSC0003DMP400044708,PGSC0003DMP400014111	Sopen01g050370.1,Sopen04g032740.1	SPI04g05016.1,SPI01g08431.1	Solyc01g108140.4.1,Solyc04g079130.2.1	SLYcer04g05519.1	Capang01g004921,Capang04g000487
OG23873	13	7	Capana12g002105,Capana08g002466	PGSC0003DMP400049978,PGSC0003DMP400044974	Sopen01g051030.1,Sopen11g001980.1	SPI11g00354.1	Solyc11g006040.2.1,Solyc01g108840.3.1	SLYcer11g00198.1,SLYcer01g08278.1	Capang12g001795,Capang01g004992
OG23959	13	7	Capana01g002508,Capana01g002509	PGSC0003DMP400020070,PGSC0003DMP400020071,PGSC0003DMP400020069,PGSC0003DMP400020073,PGSC0003DMP400020072	Sopen01g028350.1	SPI01g05898.1	Solyc01g066740.3.1	SLYcer01g05728.1	Capang01g002162,Capang01g002161
