Gen_a	Gen_b	Species_a	Species_b	og	normalized_bit_score	Hormone
Solyc09g075210	PGSC0003DMP400055018\tPGSC0003DMT400081309	tomato	Potato	25700	1	Ethylene
Solyc09g075210	SPI09g04162	tomato	Tomatopimp	25700	1	Ethylene
Solyc01g086690	SPI01g06669	tomato	Tomatopimp	25726	1	Ethylene
Solyc01g086690	Sopen01g033690	tomato	TomatoPennelli	25726	1	Ethylene
Solyc12g044440	SPI12g04109	tomato	Tomatopimp	26003	*	Ethylene
Solyc12g044440	Sopen12g022760	tomato	TomatoPennelli	26003	1	Ethylene
Solyc10g007440	SLYcer10g00485	tomato	TomatoCerasiforme	26003	1	Ethylene
Solyc06g061230	Capang00g003104	tomato	CaChiltepin.pep	26127	1	Ethylene
Solyc06g061230	PGSC0003DMP400013560\tPGSC0003DMT400019839	tomato	Potato	26127	1	Ethylene
Solyc06g061230	SPI06g03877	tomato	Tomatopimp	26127	1	Ethylene
Solyc06g061230	Sopen06g021430	tomato	TomatoPennelli	26127	2	Ethylene
Solyc11g070120	Capang00g000143	tomato	CaChiltepin.pep	26134	1	Ethylene
Solyc11g070120	SLYcer11g04006	tomato	TomatoCerasiforme	26134	1	Ethylene
Solyc11g070120	Sopen11g028790	tomato	TomatoPennelli	26134	1	Ethylene
Solyc11g070120	PGSC0003DMP400032332\tPGSC0003DMT400047735	tomato	Potato	26134	1	Ethylene
Solyc10g008460	Capang10g000280	tomato	CaChiltepin.pep	26174	1	Ethylene
Solyc10g008460	PGSC0003DMP400037594\tPGSC0003DMT400055823	tomato	Potato	26174	1	Ethylene
Solyc10g008460	SPI10g00452	tomato	Tomatopimp	26174	1	Ethylene
Solyc10g008460	Capana10g000383	tomato	CaZL1.pep	26174	1	Ethylene
Solyc09g082980	Capang03g004411	tomato	CaChiltepin.pep	26267	1	Ethylene
Solyc09g082980	Sopen09g031850	tomato	TomatoPennelli	26267	1	Ethylene
Solyc09g082980	SPI09g04471	tomato	Tomatopimp	26267	1	Ethylene
Solyc02g093680	Sopen02g038310	tomato	TomatoPennelli	26317	2	Ethylene
Solyc02g093680	SPI02g04683	tomato	Tomatopimp	26317	2	Ethylene
Solyc02g092730	SLYcer02g05670	tomato	TomatoCerasiforme	26317	1	Ethylene
Solyc02g092730	Capang02g002722	tomato	CaChiltepin.pep	26317	*	Ethylene
Solyc02g092730	Capang00g001123	tomato	CaChiltepin.pep	26317	0	Ethylene
Solyc08g007460	SLYcer08g00415	tomato	TomatoCerasiforme	26344	1	Ethylene
Solyc08g007460	SPI08g00352	tomato	Tomatopimp	26344	1	Ethylene
Solyc08g007460	Sopen08g003420	tomato	TomatoPennelli	26344	1	Ethylene
Solyc08g007460	Capana01g004425	tomato	CaZL1.pep	26344	1	Ethylene
Solyc07g056200	Sopen07g029550	tomato	TomatoPennelli	26471	1	Ethylene
Solyc07g056200	PGSC0003DMP400030243\tPGSC0003DMT400044590	tomato	Potato	26471	1	Ethylene
Solyc11g006540	SPI11g00400	tomato	Tomatopimp	26494	1	Ethylene
Solyc11g006540	Sopen11g002440	tomato	TomatoPennelli	26494	1	Ethylene
Solyc11g006540	Capana00g002941	tomato	CaZL1.pep	26494	1	Ethylene
Solyc11g006540	PGSC0003DMP400003554\tPGSC0003DMT400005002	tomato	Potato	26494	1	Ethylene
Solyc11g006540	Capang00g000704	tomato	CaChiltepin.pep	26494	1	Ethylene
Solyc11g006540	SLYcer11g00252	tomato	TomatoCerasiforme	26494	1	Ethylene
Solyc08g075450	Sopen08g024080	tomato	TomatoPennelli	26585	1	Ethylene
Solyc03g119480	SPI03g05209	tomato	Tomatopimp	26596	1	Ethylene
Solyc03g119480	PGSC0003DMP400010130\tPGSC0003DMT400014636	tomato	Potato	26596	1	Ethylene
Solyc03g119480	PGSC0003DMP400010129\tPGSC0003DMT400014635	tomato	Potato	26596	1	Ethylene
Solyc03g119480	Capana03g000682	tomato	CaZL1.pep	26596	1	Ethylene
Solyc03g119480	Sopen03g038330	tomato	TomatoPennelli	26596	1	Ethylene
Solyc03g119480	Capang03g000624	tomato	CaChiltepin.pep	26596	1	Ethylene
Solyc03g119520	PGSC0003DMP400010127\tPGSC0003DMT400014633	tomato	Potato	26596	1	Ethylene
Solyc03g119520	Capang03g000622	tomato	CaChiltepin.pep	26596	1	Ethylene
Solyc03g119520	SLYcer03g05157	tomato	TomatoCerasiforme	26596	1	Ethylene
Solyc10g012080	PGSC0003DMP400033726\tPGSC0003DMT400049953	tomato	Potato	26597	1	Ethylene
Solyc10g012080	SPI10g00664	tomato	Tomatopimp	26597	1	Ethylene
Solyc10g012080	SLYcer10g00791	tomato	TomatoCerasiforme	26597	1	Ethylene
Solyc03g097110	Capana03g001722	tomato	CaZL1.pep	26601	1	Ethylene
Solyc03g097110	SLYcer03g03965	tomato	TomatoCerasiforme	26601	1	Ethylene
Solyc03g097110	Sopen03g027850	tomato	TomatoPennelli	26601	1	Ethylene
Solyc03g097110	Capang03g001660	tomato	CaChiltepin.pep	26601	1	Ethylene
Solyc03g097110	SPI03g04025	tomato	Tomatopimp	26601	1	Ethylene
Solyc03g097110	PGSC0003DMP400005712\tPGSC0003DMT400008196	tomato	Potato	26601	1	Ethylene
Solyc07g054830	PGSC0003DMP400032028\tPGSC0003DMT400047320	tomato	Potato	26637	1	Ethylene
Solyc07g054830	Capana00g003369	tomato	CaZL1.pep	26637	1	Ethylene
Solyc09g074320	Capang03g003437	tomato	CaChiltepin.pep	26647	1	Ethylene
Solyc09g074320	SPI09g04058	tomato	Tomatopimp	26647	1	Ethylene
Solyc09g074320	SLYcer09g04263	tomato	TomatoCerasiforme	26647	1	Ethylene
Solyc09g074320	Capana03g003528	tomato	CaZL1.pep	26647	1	Ethylene
Solyc04g007970	Sopen04g003110	tomato	TomatoPennelli	26664	2	Ethylene
Solyc04g007970	PGSC0003DMP400051341\tPGSC0003DMT400075802	tomato	Potato	26664	2	Ethylene
Solyc04g007970	Capana05g001097	tomato	CaZL1.pep	26664	2	Ethylene
Solyc04g007970	Capang05g000935	tomato	CaChiltepin.pep	26664	1	Ethylene
Solyc11g017000	SPI11g01140	tomato	Tomatopimp	26728	1	Ethylene
Solyc11g017000	SLYcer11g01011	tomato	TomatoCerasiforme	26728	1	Ethylene
Solyc08g075540	Capana01g001014	tomato	CaZL1.pep	26788	1	Ethylene
Solyc05g025510	Capang00g000179	tomato	CaChiltepin.pep	26840	1	Ethylene
Solyc06g073340	SPI06g04749	tomato	Tomatopimp	26852	2	Ethylene
Solyc06g073340	Capana06g000720	tomato	CaZL1.pep	26852	1	Ethylene
Solyc01g100140	PGSC0003DMP400042949\tPGSC0003DMT400063763	tomato	Potato	26953	1	Ethylene
Solyc11g028010	PGSC0003DMP400044277\tPGSC0003DMT400065618	tomato	Potato	26960	1	Ethylene
Solyc11g028010	Capana05g000701	tomato	CaZL1.pep	26960	1	Ethylene
Solyc11g028010	Capang05g000593	tomato	CaChiltepin.pep	26960	1	Ethylene
Solyc03g083270	PGSC0003DMP400016077\tPGSC0003DMT400023575	tomato	Potato	26990	1	Ethylene
Solyc03g083270	Sopen03g023020	tomato	TomatoPennelli	26990	1	Ethylene
