Gen_a	Gen_b	Species_a	Species_b	og	normalized_bit_score	Hormone
Solyc09g075360	PGSC0003DMP400055022\tPGSC0003DMT400081314	tomato	Potato	27700	1	ABA
Solyc09g075360	SLYcer09g04383	tomato	TomatoCerasiforme	27700	1	ABA
Solyc07g049300	Capana07g001323	tomato	CaZL1.pep	27700	1	ABA
Solyc07g049300	Capang07g001343	tomato	CaChiltepin.pep	27700	1	ABA
Solyc03g013430	Sopen12g018500	tomato	TomatoPennelli	172	0	ABA
Solyc01g110540	PGSC0003DMP400002981\tPGSC0003DMT400004171	tomato	Potato	15541	1	ABA
Solyc01g110540	SLYcer01g08441	tomato	TomatoCerasiforme	15541	1	ABA
Solyc01g110540	SPI01g08666	tomato	Tomatopimp	15541	1	ABA
Solyc07g061780	Capana00g003128	tomato	CaZL1.pep	15834	1	ABA
Solyc07g061780	SPI07g05939	tomato	Tomatopimp	15834	1	ABA
Solyc02g084820	PGSC0003DMP400006455\tPGSC0003DMT400009302	tomato	Potato	20335	1	ABA
Solyc02g087760	Sopen02g032490	tomato	TomatoPennelli	20667	1	ABA
Solyc02g087760	SPI02g04117	tomato	Tomatopimp	20667	1	ABA
Solyc02g087760	Capana02g003392	tomato	CaZL1.pep	20667	1	ABA
Solyc11g011610	Sopen11g006460	tomato	TomatoPennelli	22337	1	ABA
Solyc11g011610	SPI11g00835	tomato	Tomatopimp	22337	1	ABA
Solyc11g011610	SLYcer11g00684	tomato	TomatoCerasiforme	22337	1	ABA
Solyc11g011620	SPI11g00838	tomato	Tomatopimp	22337	1	ABA
Solyc06g008620	Sopen06g003390	tomato	TomatoPennelli	24474	2	ABA
Solyc06g008620	Capana06g003071	tomato	CaZL1.pep	24474	1	ABA
Solyc06g008620	SLYcer06g00553	tomato	TomatoCerasiforme	24474	1	ABA
Solyc06g008620	Capang00g000669	tomato	CaChiltepin.pep	24474	1	ABA
Solyc06g008620	Capang06g002821	tomato	CaChiltepin.pep	24474	1	ABA
Solyc09g091470	Capang03g004186	tomato	CaChiltepin.pep	24628	1	ABA
Solyc09g091470	Capana03g004369	tomato	CaZL1.pep	24628	1	ABA
Solyc09g091470	PGSC0003DMP400051586\tPGSC0003DMT400076175	tomato	Potato	24628	1	ABA
Solyc09g091470	SLYcer09g05080	tomato	TomatoCerasiforme	24628	1	ABA
Solyc09g091470	SPI09g04757	tomato	Tomatopimp	24628	1	ABA
Solyc01g111150	Sopen01g053210	tomato	TomatoPennelli	24733	1	ABA
Solyc01g111150	SPI01g08721	tomato	Tomatopimp	24733	1	ABA
Solyc01g111150	Capana00g001864	tomato	CaZL1.pep	24733	1	ABA
Solyc01g111150	PGSC0003DMP400002955\tPGSC0003DMT400004129	tomato	Potato	24733	1	ABA
Solyc01g111150	SLYcer01g08493	tomato	TomatoCerasiforme	24733	1	ABA
Solyc01g111150	Capang01g005269	tomato	CaChiltepin.pep	24733	1	ABA
Solyc04g081300	SLYcer04g05735	tomato	TomatoCerasiforme	24809	1	ABA
Solyc04g081300	Capana04g000195	tomato	CaZL1.pep	24809	1	ABA
Solyc01g099140	Sopen01g042700	tomato	TomatoPennelli	25060	1	ABA
Solyc01g099140	PGSC0003DMP400042853\tPGSC0003DMT400063649	tomato	Potato	25060	1	ABA
Solyc01g099140	PGSC0003DMP400042854\tPGSC0003DMT400063650	tomato	Potato	25060	1	ABA
Solyc01g099140	SPI01g07631	tomato	Tomatopimp	25060	1	ABA
Solyc01g099140	SLYcer01g07635	tomato	TomatoCerasiforme	25060	1	ABA
Solyc01g099140	Capana00g002115	tomato	CaZL1.pep	25060	1	ABA
Solyc12g049290	Capang12g000835	tomato	CaChiltepin.pep	25362	1	ABA
Solyc12g049290	Capang12g000837	tomato	CaChiltepin.pep	25362	1	ABA
Solyc12g049290	Capana12g000966	tomato	CaZL1.pep	25362	1	ABA
Solyc12g049290	Capana12g000960	tomato	CaZL1.pep	25362	1	ABA
Solyc12g049290	SLYcer12g04302	tomato	TomatoCerasiforme	25362	1	ABA
Solyc12g049290	Sopen12g023770	tomato	TomatoPennelli	25362	1	ABA
Solyc12g049290	SPI12g04242	tomato	Tomatopimp	25362	1	ABA
Solyc05g015530	Capang03g001271	tomato	CaChiltepin.pep	25553	1	ABA
Solyc05g015530	PGSC0003DMP400056413\tPGSC0003DMT400084736	tomato	Potato	25553	1	ABA
Solyc05g015530	SPI05g01741	tomato	Tomatopimp	25553	1	ABA
Solyc05g015530	Capana03g001336	tomato	CaZL1.pep	25553	*	ABA
Solyc05g015530	Sopen12g034980	tomato	TomatoPennelli	25553	1	ABA
Solyc08g006900	SLYcer08g00354	tomato	TomatoCerasiforme	25775	1	ABA
Solyc08g006900	SPI08g00290	tomato	Tomatopimp	25775	1	ABA
Solyc08g006900	Sopen08g002860	tomato	TomatoPennelli	25775	1	ABA
Solyc08g006900	Capana02g001588	tomato	CaZL1.pep	25775	1	ABA
Solyc08g006900	Capana01g003891	tomato	CaZL1.pep	25775	1	ABA
Solyc08g006900	Capana02g001438	tomato	CaZL1.pep	25775	1	ABA
Solyc08g006900	Capang02g001273	tomato	CaChiltepin.pep	25775	1	ABA
Solyc08g006900	Capang02g001409	tomato	CaChiltepin.pep	25775	1	ABA
Solyc08g006900	Capang08g000812	tomato	CaChiltepin.pep	25775	1	ABA
Solyc04g014680	Capana00g001319	tomato	CaZL1.pep	26269	*	ABA
Solyc03g097270	Capana03g001703	tomato	CaZL1.pep	26290	1	ABA
Solyc12g040790	Capang12g001211	tomato	CaChiltepin.pep	26334	1	ABA
Solyc12g040790	Capana12g001470	tomato	CaZL1.pep	26334	1	ABA
Solyc12g013690	SPI12g00829	tomato	Tomatopimp	26763	1	ABA
Solyc10g083630	SPI10g04197	tomato	Tomatopimp	26764	1	ABA
Solyc10g083630	Capang10g001711	tomato	CaChiltepin.pep	26764	1	ABA
Solyc10g083630	Sopen10g033100	tomato	TomatoPennelli	26764	1	ABA
Solyc02g082700	PGSC0003DMP400002842\tPGSC0003DMT400003983	tomato	Potato	26961	1	ABA
Solyc02g082700	Capana02g002442	tomato	CaZL1.pep	26961	1	ABA
Solyc02g082700	SLYcer02g04656	tomato	TomatoCerasiforme	26961	1	ABA
Solyc02g082700	Sopen02g027450	tomato	TomatoPennelli	26961	1	ABA
Solyc02g082700	SPI02g03575	tomato	Tomatopimp	26961	1	ABA
Solyc08g069060	Capana01g001280	tomato	CaZL1.pep	27406	1	ABA
Solyc08g069060	Capang01g001124	tomato	CaChiltepin.pep	27406	1	ABA
Solyc08g069060	PGSC0003DMP400051441\tPGSC0003DMT400075963	tomato	Potato	27406	1	ABA
Solyc05g055440	Capang03g002731	tomato	CaChiltepin.pep	27519	1	ABA
Solyc05g055440	PGSC0003DMP400040423\tPGSC0003DMT400060096	tomato	Potato	27519	1	ABA
Solyc05g055440	SLYcer10g02087	tomato	TomatoCerasiforme	27519	1	ABA
Solyc05g055440	Capana03g002848	tomato	CaZL1.pep	27519	1	ABA
Solyc05g055440	SPI05g04887	tomato	Tomatopimp	27519	1	ABA
Solyc08g080640	Capana01g000283	tomato	CaZL1.pep	27618	2	ABA
Solyc08g080640	PGSC0003DMP400005466\tPGSC0003DMT400007869	tomato	Potato	27618	2	ABA
Solyc01g100040	SLYcer01g07551	tomato	TomatoCerasiforme	27681	2	ABA
Solyc09g075360	Capana03g003654	tomato	CaZL1.pep	27700	1	ABA
Solyc09g075360	SPI09g04174	tomato	Tomatopimp	27700	1	ABA
Solyc09g075360	Sopen09g030130	tomato	TomatoPennelli	27700	1	ABA
Solyc09g075360	Capang03g003558	tomato	CaChiltepin.pep	27700	1	ABA
Solyc07g049300	Sopen07g024630	tomato	TomatoPennelli	27700	2	ABA
Solyc07g049300	SPI07g05038	tomato	Tomatopimp	27700	1	ABA
Solyc07g049300	PGSC0003DMP400001315\tPGSC0003DMT400001781	tomato	Potato	27700	2	ABA
Solyc07g049300	SLYcer07g04327	tomato	TomatoCerasiforme	27700	1	ABA
