Gen_a	Gen_b	Species_a	Species_b	og	normalized_bit_score	Hormone
Solyc06g069570	SPI06g04464	tomato	Tomatopimp	18585	1	Auxin
Solyc02g069800	SLYcer02g03786	tomato	TomatoCerasiforme	18752	2	Auxin
Solyc02g069800	PGSC0003DMP400036620\tPGSC0003DMT400054431	tomato	Potato	18752	2	Auxin
Solyc02g069800	Sopen02g018960	tomato	TomatoPennelli	18752	2	Auxin
Solyc02g077780	Capana02g001896	tomato	CaZL1.pep	18784	1	Auxin
Solyc02g077780	Sopen02g022650	tomato	TomatoPennelli	18784	1	Auxin
Solyc02g077780	PGSC0003DMP400054955\tPGSC0003DMT400081218	tomato	Potato	18784	1	Auxin
Solyc02g077780	Capang02g001660	tomato	CaChiltepin.pep	18784	1	Auxin
Solyc02g077780	SPI02g03067	tomato	Tomatopimp	18784	1	Auxin
Solyc02g077780	SLYcer02g04174	tomato	TomatoCerasiforme	18784	1	Auxin
Solyc06g053760	Capana06g002232	tomato	CaZL1.pep	18900	1	Auxin
Solyc06g053760	PGSC0003DMP400028450\tPGSC0003DMT400041982	tomato	Potato	18900	1	Auxin
Solyc07g066060	PGSC0003DMP400038295\tPGSC0003DMT400056966	tomato	Potato	19150	2	Auxin
Solyc07g066060	Capang07g002431	tomato	CaChiltepin.pep	19150	1	Auxin
Solyc07g066060	SLYcer07g05643	tomato	TomatoCerasiforme	19150	1	Auxin
Solyc07g066060	Capana07g002435	tomato	CaZL1.pep	19150	1	Auxin
Solyc01g100430	SLYcer01g07506	tomato	TomatoCerasiforme	19835	1	Auxin
Solyc01g100430	Capang01g004178	tomato	CaChiltepin.pep	19835	1	Auxin
Solyc01g100430	Sopen01g043950	tomato	TomatoPennelli	19835	1	Auxin
Solyc01g100430	Capana08g001609	tomato	CaZL1.pep	19835	1	Auxin
Solyc01g100430	PGSC0003DMP400004978\tPGSC0003DMT400007170	tomato	Potato	19835	1	Auxin
Solyc01g100430	SPI01g07764	tomato	Tomatopimp	19835	1	Auxin
Solyc09g090120	Sopen09g033030	tomato	TomatoPennelli	19994	1	Auxin
Solyc09g090120	SLYcer09g04934	tomato	TomatoCerasiforme	19994	1	Auxin
Solyc09g090120	PGSC0003DMP400030102\tPGSC0003DMT400044366	tomato	Potato	19994	1	Auxin
Solyc09g090120	Capana03g003829	tomato	CaZL1.pep	19994	1	Auxin
Solyc09g090120	SPI09g04597	tomato	Tomatopimp	19994	1	Auxin
Solyc12g008490	SPI12g00421	tomato	Tomatopimp	20030	1	Auxin
Solyc12g008490	PGSC0003DMP400000591\tPGSC0003DMT400000799	tomato	Potato	20030	1	Auxin
Solyc07g049390	PGSC0003DMP400001307\tPGSC0003DMT400001771	tomato	Potato	20272	1	Auxin
Solyc09g061310	Capana09g001102	tomato	CaZL1.pep	20384	1	Auxin
Solyc01g109260	SLYcer01g08313	tomato	TomatoCerasiforme	20619	1	Auxin
Solyc01g109260	Capang01g005029	tomato	CaChiltepin.pep	20619	1	Auxin
Solyc02g077850	Capana02g001910	tomato	CaZL1.pep	20637	1	Auxin
Solyc02g077850	SPI02g03077	tomato	Tomatopimp	20637	1	Auxin
Solyc02g077850	Sopen02g022710	tomato	TomatoPennelli	20637	1	Auxin
Solyc02g077850	PGSC0003DMP400051759\tPGSC0003DMT400076407	tomato	Potato	20637	1	Auxin
Solyc02g077850	Capang02g001688	tomato	CaChiltepin.pep	20637	1	Auxin
Solyc03g118860	SPI03g05143	tomato	Tomatopimp	20659	1	Auxin
Solyc03g118860	Capana03g000398	tomato	CaZL1.pep	20659	1	Auxin
Solyc03g118860	Sopen03g037810	tomato	TomatoPennelli	20659	1	Auxin
Solyc03g118860	SLYcer03g05085	tomato	TomatoCerasiforme	20659	1	Auxin
Solyc03g118860	PGSC0003DMP400009978\tPGSC0003DMT400014444	tomato	Potato	20659	1	Auxin
Solyc03g118860	Capang03g000358	tomato	CaChiltepin.pep	20659	1	Auxin
Solyc10g044780	Sopen10g013470	tomato	TomatoPennelli	20832	1	Auxin
Solyc10g044780	Capang10g000778	tomato	CaChiltepin.pep	20832	1	Auxin
Solyc10g044780	Capana10g001039	tomato	CaZL1.pep	20832	1	Auxin
Solyc10g044780	SLYcer10g03168	tomato	TomatoCerasiforme	20832	1	Auxin
Solyc02g092910	Capana02g003032	tomato	CaZL1.pep	20919	1	Auxin
Solyc02g092910	SPI02g04607	tomato	Tomatopimp	20919	1	Auxin
Solyc09g092340	PGSC0003DMP400035784\tPGSC0003DMT400053073	tomato	Potato	21574	1	Auxin
Solyc09g092340	SLYcer09g05190	tomato	TomatoCerasiforme	21574	1	Auxin
Solyc09g092340	Capang03g003941	tomato	CaChiltepin.pep	21574	1	Auxin
Solyc01g108890	Capana08g002469	tomato	CaZL1.pep	21657	1	Auxin
Solyc01g108890	PGSC0003DMP400044983\tPGSC0003DMT400066719	tomato	Potato	21657	1	Auxin
Solyc01g009970	PGSC0003DMP400009276\tPGSC0003DMT400013386	tomato	Potato	21719	1	Auxin
Solyc01g009970	Sopen01g005540	tomato	TomatoPennelli	21719	1	Auxin
Solyc01g009970	Capana01g001997	tomato	CaZL1.pep	21719	1	Auxin
Solyc01g009970	SLYcer01g00806	tomato	TomatoCerasiforme	21719	1	Auxin
Solyc01g009970	SPI01g00859	tomato	Tomatopimp	21719	1	Auxin
Solyc01g009970	Capang01g001702	tomato	CaChiltepin.pep	21719	1	Auxin
Solyc05g014370	Capang11g001144	tomato	CaChiltepin.pep	21760	1	Auxin
Solyc02g081460	PGSC0003DMP400034260\tPGSC0003DMT400050760	tomato	Potato	21786	1	Auxin
Solyc02g081460	Sopen02g026100	tomato	TomatoPennelli	21786	1	Auxin
Solyc02g081460	SPI02g03427	tomato	Tomatopimp	21786	1	Auxin
Solyc02g081460	SLYcer02g04533	tomato	TomatoCerasiforme	21786	1	Auxin
Solyc04g080230	Capang04g000351	tomato	CaChiltepin.pep	21791	1	Auxin
Solyc04g080230	Capana04g000378	tomato	CaZL1.pep	21791	1	Auxin
Solyc04g080230	SLYcer04g05621	tomato	TomatoCerasiforme	21791	1	Auxin
Solyc11g072690	SPI11g04247	tomato	Tomatopimp	22667	1	Auxin
Solyc11g072690	Capang11g000623	tomato	CaChiltepin.pep	22667	1	Auxin
Solyc11g072690	SLYcer11g04175	tomato	TomatoCerasiforme	22667	1	Auxin
Solyc11g072690	Capana11g000619	tomato	CaZL1.pep	22667	1	Auxin
Solyc01g104740	Sopen01g047260	tomato	TomatoPennelli	22717	1	Auxin
Solyc01g104740	SPI01g08101	tomato	Tomatopimp	22717	1	Auxin
Solyc05g056570	Capana00g002393	tomato	CaZL1.pep	22949	1	Auxin
Solyc05g056570	Capang07g000013	tomato	CaChiltepin.pep	22949	1	Auxin
Solyc05g056570	PGSC0003DMP400040554\tPGSC0003DMT400060262	tomato	Potato	22949	1	Auxin
Solyc05g056570	Sopen05g034970	tomato	TomatoPennelli	22949	1	Auxin
Solyc05g056570	SLYcer10g01980	tomato	TomatoCerasiforme	22949	1	Auxin
Solyc10g008320	SLYcer10g00579	tomato	TomatoCerasiforme	23305	1	Auxin
Solyc10g008320	Sopen10g004180	tomato	TomatoPennelli	23305	1	Auxin
Solyc10g008320	SPI10g00440	tomato	Tomatopimp	23305	1	Auxin
Solyc01g005100	Capana08g000113	tomato	CaZL1.pep	23498	1	Auxin
Solyc01g005100	Capang01g002857	tomato	CaChiltepin.pep	23498	1	Auxin
Solyc11g068710	SPI11g03898	tomato	Tomatopimp	23839	1	Auxin
Solyc11g068710	Capang11g000313	tomato	CaChiltepin.pep	23839	0	Auxin
Solyc11g068710	PGSC0003DMP400045733\tPGSC0003DMT400067738	tomato	Potato	23839	1	Auxin
Solyc08g061480	SPI08g04459	tomato	Tomatopimp	23998	1	Auxin
Solyc08g061480	PGSC0003DMP400042203\tPGSC0003DMT400062686	tomato	Potato	23998	1	Auxin
Solyc08g061480	PGSC0003DMP400042201\tPGSC0003DMT400062683	tomato	Potato	23998	1	Auxin
Solyc08g061480	Capana08g000516	tomato	CaZL1.pep	23998	1	Auxin
Solyc06g074770	SLYcer06g05040	tomato	TomatoCerasiforme	24143	1	Auxin
Solyc08g078850	Capana01g000552	tomato	CaZL1.pep	24172	1	Auxin
Solyc08g078850	Sopen08g027320	tomato	TomatoPennelli	24172	1	Auxin
Solyc08g078850	SPI08g06009	tomato	Tomatopimp	24172	1	Auxin
Solyc08g078850	PGSC0003DMP400008505\tPGSC0003DMT400012233	tomato	Potato	24172	1	Auxin
Solyc02g089620	PGSC0003DMP400017783\tPGSC0003DMT400026051	tomato	Potato	25054	1	Auxin
Solyc02g089630	Capana00g002895	tomato	CaZL1.pep	25054	1	Auxin
Solyc12g098980	Capana12g000192	tomato	CaZL1.pep	25076	1	Auxin
Solyc12g098980	SPI12g05051	tomato	Tomatopimp	25076	1	Auxin
Solyc12g098980	PGSC0003DMP400008302\tPGSC0003DMT400011941	tomato	Potato	25076	1	Auxin
Solyc12g098980	SLYcer12g05099	tomato	TomatoCerasiforme	25076	1	Auxin
Solyc12g098980	Sopen12g033720	tomato	TomatoPennelli	25076	1	Auxin
Solyc12g098980	Capang12g000167	tomato	CaChiltepin.pep	25076	1	Auxin
Solyc12g098980	Capang05g001793	tomato	CaChiltepin.pep	25076	1	Auxin
Solyc11g007940	PGSC0003DMP400047530\tPGSC0003DMT400070306	tomato	Potato	25256	1	Auxin
Solyc11g007940	PGSC0003DMP400047529\tPGSC0003DMT400070305	tomato	Potato	25256	1	Auxin
Solyc11g007940	Capana12g002410	tomato	CaZL1.pep	25256	1	Auxin
Solyc11g007940	SLYcer11g00402	tomato	TomatoCerasiforme	25256	1	Auxin
Solyc11g007940	Sopen11g003810	tomato	TomatoPennelli	25256	1	Auxin
Solyc03g063600	SLYcer03g02615	tomato	TomatoCerasiforme	25307	1	Auxin
Solyc11g006180	Capang12g001812	tomato	CaChiltepin.pep	25474	1	Auxin
Solyc11g006180	SLYcer11g00212	tomato	TomatoCerasiforme	25474	1	Auxin
Solyc11g006180	Sopen11g002110	tomato	TomatoPennelli	25474	1	Auxin
Solyc11g006180	Capana12g002124	tomato	CaZL1.pep	25474	1	Auxin
Solyc06g053710	Capang06g002034	tomato	CaChiltepin.pep	25511	1	Auxin
Solyc09g089610	SLYcer09g04894	tomato	TomatoCerasiforme	25511	1	Auxin
Solyc09g089610	Capana03g004532	tomato	CaZL1.pep	25511	1	Auxin
Solyc09g089610	Capana03g004531	tomato	CaZL1.pep	25511	1	Auxin
Solyc09g089610	Capang03g004342	tomato	CaChiltepin.pep	25511	1	Auxin
Solyc09g089610	Sopen09g032550	tomato	TomatoPennelli	25511	1	Auxin
Solyc09g089610	PGSC0003DMP400030004\tPGSC0003DMT400044243	tomato	Potato	25511	1	Auxin
Solyc09g089610	PGSC0003DMP400030005\tPGSC0003DMT400044244	tomato	Potato	25511	1	Auxin
Solyc09g089610	SPI09g04551	tomato	Tomatopimp	25511	1	Auxin
Solyc12g015910	PGSC0003DMP400051930\tPGSC0003DMT400076648	tomato	Potato	25602	1	Auxin
Solyc12g015910	Capang12g002481	tomato	CaChiltepin.pep	25602	1	Auxin
Solyc12g015910	SPI12g01000	tomato	Tomatopimp	25602	1	Auxin
Solyc08g080130	SLYcer08g06233	tomato	TomatoCerasiforme	25605	2	Auxin
Solyc08g080130	Capang01g000326	tomato	CaChiltepin.pep	25605	1	Auxin
Solyc08g080130	PGSC0003DMP400039418\tPGSC0003DMT400058531	tomato	Potato	25605	2	Auxin
Solyc08g080130	PGSC0003DMP400039419\tPGSC0003DMT400058532	tomato	Potato	25605	2	Auxin
Solyc06g072330	PGSC0003DMP400046974\tPGSC0003DMT400069578	tomato	Potato	25767	1	Auxin
Solyc07g032480	PGSC0003DMP400029920\tPGSC0003DMT400044127	tomato	Potato	25826	1	Auxin
Solyc07g032480	Sopen07g015350	tomato	TomatoPennelli	25826	1	Auxin
Solyc07g032480	SPI07g03615	tomato	Tomatopimp	25826	1	Auxin
Solyc07g032480	SLYcer07g02114	tomato	TomatoCerasiforme	25826	1	Auxin
Solyc12g044440	SPI12g04109	tomato	Tomatopimp	26003	*	Auxin
Solyc12g044440	Sopen12g022760	tomato	TomatoPennelli	26003	1	Auxin
Solyc10g007440	SLYcer10g00485	tomato	TomatoCerasiforme	26003	1	Auxin
Solyc03g081210	SLYcer03g03212	tomato	TomatoCerasiforme	26004	2	Auxin
Solyc03g081210	Sopen03g021940	tomato	TomatoPennelli	26004	2	Auxin
Solyc01g107860	Capana08g002336	tomato	CaZL1.pep	26033	1	Auxin
Solyc01g107860	PGSC0003DMP400044890\tPGSC0003DMT400066577	tomato	Potato	26033	1	Auxin
Solyc03g025720	Sopen03g004540	tomato	TomatoPennelli	26163	1	Auxin
Solyc03g025720	SPI03g00675	tomato	Tomatopimp	26163	1	Auxin
Solyc08g062190	SLYcer08g04691	tomato	TomatoCerasiforme	26252	1	Auxin
Solyc08g062190	PGSC0003DMP400033991\tPGSC0003DMT400050361	tomato	Potato	26252	1	Auxin
Solyc08g062190	Capana00g000314	tomato	CaZL1.pep	26252	1	Auxin
Solyc08g062190	Capang01g002422	tomato	CaChiltepin.pep	26252	1	Auxin
Solyc08g062190	Sopen08g017770	tomato	TomatoPennelli	26252	1	Auxin
Solyc08g062190	SPI08g04591	tomato	Tomatopimp	26252	1	Auxin
Solyc09g082980	Capang03g004411	tomato	CaChiltepin.pep	26267	1	Auxin
Solyc09g082980	Sopen09g031850	tomato	TomatoPennelli	26267	1	Auxin
Solyc09g082980	SPI09g04471	tomato	Tomatopimp	26267	1	Auxin
Solyc02g079330	SLYcer02g04336	tomato	TomatoCerasiforme	26308	1	Auxin
Solyc02g079350	SLYcer02g04336	tomato	TomatoCerasiforme	26308	1	Auxin
Solyc02g079330	PGSC0003DMP400038726\tPGSC0003DMT400057543	tomato	Potato	26308	1	Auxin
Solyc02g079350	PGSC0003DMP400038726\tPGSC0003DMT400057543	tomato	Potato	26308	1	Auxin
Solyc02g079330	Sopen02g024150	tomato	TomatoPennelli	26308	1	Auxin
Solyc02g079350	Sopen02g024150	tomato	TomatoPennelli	26308	1	Auxin
Solyc02g079350	SPI02g03232	tomato	Tomatopimp	26308	1	Auxin
Solyc02g079230	SLYcer02g04325	tomato	TomatoCerasiforme	26498	1	Auxin
Solyc02g079230	SPI02g03223	tomato	Tomatopimp	26498	1	Auxin
Solyc02g079230	PGSC0003DMP400038731\tPGSC0003DMT400057560	tomato	Potato	26498	1	Auxin
Solyc02g079230	Capana02g002061	tomato	CaZL1.pep	26498	1	Auxin
Solyc02g079230	Capang02g001855	tomato	CaChiltepin.pep	26498	1	Auxin
Solyc02g079230	Sopen02g024050	tomato	TomatoPennelli	26498	1	Auxin
Solyc08g075450	Sopen08g024080	tomato	TomatoPennelli	26585	1	Auxin
Solyc10g012080	PGSC0003DMP400033726\tPGSC0003DMT400049953	tomato	Potato	26597	1	Auxin
Solyc10g012080	SPI10g00664	tomato	Tomatopimp	26597	1	Auxin
Solyc10g012080	SLYcer10g00791	tomato	TomatoCerasiforme	26597	1	Auxin
Solyc09g047910	SPI09g02126	tomato	Tomatopimp	26598	1	Auxin
Solyc09g047910	Sopen09g016020	tomato	TomatoPennelli	26598	1	Auxin
Solyc09g047910	PGSC0003DMP400050797\tPGSC0003DMT400075002	tomato	Potato	26598	1	Auxin
Solyc09g047910	SLYcer09g02212	tomato	TomatoCerasiforme	26598	1	Auxin
Solyc04g025530	Sopen04g012680	tomato	TomatoPennelli	26804	1	Auxin
Solyc02g082510	SPI02g03558	tomato	Tomatopimp	26819	1	Auxin
Solyc02g082510	Sopen02g027200	tomato	TomatoPennelli	26819	1	Auxin
Solyc02g082510	PGSC0003DMP400057927\tPGSC0003DMT400086252	tomato	Potato	26819	1	Auxin
Solyc07g043310	Sopen07g022870	tomato	TomatoPennelli	26831	2	Auxin
Solyc07g043310	SLYcer07g03859	tomato	TomatoCerasiforme	26831	1	Auxin
Solyc07g043310	SPI07g04571	tomato	Tomatopimp	26831	2	Auxin
Solyc07g043310	Capana07g001086	tomato	CaZL1.pep	26831	1	Auxin
Solyc02g064750	PGSC0003DMP400023072\tPGSC0003DMT400033881	tomato	Potato	26955	1	Auxin
Solyc02g064750	SPI02g02193	tomato	Tomatopimp	26955	1	Auxin
Solyc02g064750	Capana02g000650	tomato	CaZL1.pep	26955	1	Auxin
Solyc02g064750	Sopen02g014850	tomato	TomatoPennelli	26955	1	Auxin
Solyc02g064750	Capang02g000573	tomato	CaChiltepin.pep	26955	1	Auxin
Solyc03g083270	PGSC0003DMP400016077\tPGSC0003DMT400023575	tomato	Potato	26990	1	Auxin
Solyc03g083270	Sopen03g023020	tomato	TomatoPennelli	26990	1	Auxin
Solyc03g083270	SLYcer03g03330	tomato	TomatoCerasiforme	26990	2	Auxin
Solyc03g083270	SPI03g03414	tomato	Tomatopimp	26990	2	Auxin
Solyc03g083270	Capang03g001913	tomato	CaChiltepin.pep	26990	1	Auxin
Solyc03g083270	Capana03g002017	tomato	CaZL1.pep	26990	1	Auxin
Solyc09g064430	SLYcer09g03557	tomato	TomatoCerasiforme	27025	1	Auxin
Solyc09g064430	Capang09g000774	tomato	CaChiltepin.pep	27025	1	Auxin
Solyc09g064430	Sopen09g025560	tomato	TomatoPennelli	27025	1	Auxin
Solyc09g064430	PGSC0003DMP400015064\tPGSC0003DMT400022104	tomato	Potato	27025	1	Auxin
Solyc06g050810	Sopen06g016490	tomato	TomatoPennelli	27034	2	Auxin
Solyc06g050810	PGSC0003DMP400050753\tPGSC0003DMT400074946	tomato	Potato	27034	2	Auxin
Solyc01g111360	SPI01g08738	tomato	Tomatopimp	27088	1	Auxin
Solyc01g111360	Sopen01g053430	tomato	TomatoPennelli	27088	1	Auxin
Solyc03g113220	SPI03g04551	tomato	Tomatopimp	27144	1	Auxin
Solyc03g113220	PGSC0003DMP400043953\tPGSC0003DMT400065190	tomato	Potato	27144	1	Auxin
Solyc03g113220	PGSC0003DMP400043956\tPGSC0003DMT400065193	tomato	Potato	27144	1	Auxin
Solyc03g113220	PGSC0003DMP400055776\tPGSC0003DMT400083045	tomato	Potato	27144	1	Auxin
Solyc06g073540	Capang06g000655	tomato	CaChiltepin.pep	27155	1	Auxin
Solyc05g009390	Capang11g002200	tomato	CaChiltepin.pep	27290	1	Auxin
Solyc05g009390	Capana11g002307	tomato	CaZL1.pep	27290	1	Auxin
Solyc05g009390	Sopen05g005190	tomato	TomatoPennelli	27290	2	Auxin
Solyc05g009390	PGSC0003DMP400025618\tPGSC0003DMT400037702	tomato	Potato	27290	1	Auxin
Solyc05g009390	SPI05g00620	tomato	Tomatopimp	27290	2	Auxin
Solyc06g053180	SLYcer06g03597	tomato	TomatoCerasiforme	27347	1	Auxin
Solyc06g053180	Capang06g000159	tomato	CaChiltepin.pep	27347	1	Auxin
Solyc10g083610	SPI10g04195	tomato	Tomatopimp	27364	1	Auxin
Solyc10g083610	Sopen10g033090	tomato	TomatoPennelli	27364	1	Auxin
Solyc02g089220	PGSC0003DMP400002661\tPGSC0003DMT400003726	tomato	Potato	27367	2	Auxin
Solyc02g089220	SLYcer02g05333	tomato	TomatoCerasiforme	27367	1	Auxin
Solyc02g089220	SPI02g04256	tomato	Tomatopimp	27367	2	Auxin
Solyc06g068740	Capang06g001021	tomato	CaChiltepin.pep	27369	1	Auxin
Solyc12g095910	SPI12g04812	tomato	Tomatopimp	27396	2	Auxin
Solyc12g095910	Capana12g000506	tomato	CaZL1.pep	27396	1	Auxin
Solyc12g095910	Capang12g000418	tomato	CaChiltepin.pep	27396	1	Auxin
Solyc12g095910	SLYcer12g04854	tomato	TomatoCerasiforme	27396	2	Auxin
Solyc12g095910	Sopen12g031810	tomato	TomatoPennelli	27396	2	Auxin
Solyc12g095910	PGSC0003DMP400051182\tPGSC0003DMT400075572	tomato	Potato	27396	2	Auxin
Solyc08g066790	PGSC0003DMP400016959\tPGSC0003DMT400024831	tomato	Potato	27450	1	Auxin
Solyc07g053550	Sopen07g027500	tomato	TomatoPennelli	27481	1	Auxin
Solyc07g053550	Capana07g001774	tomato	CaZL1.pep	27481	1	Auxin
Solyc07g053550	Capang07g001775	tomato	CaChiltepin.pep	27481	1	Auxin
Solyc07g053550	SLYcer07g04873	tomato	TomatoCerasiforme	27481	1	Auxin
Solyc07g053550	PGSC0003DMP400016619\tPGSC0003DMT400024317	tomato	Potato	27481	1	Auxin
Solyc02g080970	SLYcer02g04483	tomato	TomatoCerasiforme	27487	1	Auxin
Solyc02g080970	Sopen02g025650	tomato	TomatoPennelli	27487	1	Auxin
Solyc02g080970	SPI02g03378	tomato	Tomatopimp	27487	1	Auxin
Solyc02g080970	PGSC0003DMP400028756\tPGSC0003DMT400042390	tomato	Potato	27487	1	Auxin
Solyc03g117860	SLYcer03g04981	tomato	TomatoCerasiforme	27544	2	Auxin
Solyc03g117860	PGSC0003DMP400025028\tPGSC0003DMT400036885	tomato	Potato	27544	1	Auxin
Solyc03g117860	SPI03g05038	tomato	Tomatopimp	27544	2	Auxin
Solyc04g077050	SPI04g04806	tomato	Tomatopimp	27569	1	Auxin
Solyc04g077050	Capang04g000742	tomato	CaChiltepin.pep	27569	1	Auxin
Solyc04g077050	SLYcer04g05314	tomato	TomatoCerasiforme	27569	1	Auxin
Solyc02g090980	Capang02g002795	tomato	CaChiltepin.pep	27575	1	Auxin
Solyc02g090980	Sopen02g035630	tomato	TomatoPennelli	27575	1	Auxin
Solyc02g090980	Capana02g003086	tomato	CaZL1.pep	27575	1	Auxin
Solyc02g090980	PGSC0003DMP400007206\tPGSC0003DMT400010341	tomato	Potato	27575	1	Auxin
Solyc02g087880	Sopen02g036440	tomato	TomatoPennelli	27582	*	Auxin
Solyc04g081490	PGSC0003DMP400033236\tPGSC0003DMT400049212	tomato	Potato	27582	1	Auxin
Solyc04g081490	PGSC0003DMP400036236\tPGSC0003DMT400053750	tomato	Potato	27582	1	Auxin
Solyc04g081490	PGSC0003DMP400051081\tPGSC0003DMT400075425	tomato	Potato	27582	1	Auxin
Solyc04g081490	PGSC0003DMP400019582\tPGSC0003DMT400028800	tomato	Potato	27582	1	Auxin
Solyc04g081490	PGSC0003DMP400052131\tPGSC0003DMT400076938	tomato	Potato	27582	*	Auxin
Solyc04g081490	PGSC0003DMP400052954\tPGSC0003DMT400078206	tomato	Potato	27582	1	Auxin
Solyc04g081490	PGSC0003DMP400049006\tPGSC0003DMT400072466	tomato	Potato	27582	1	Auxin
Solyc04g081490	PGSC0003DMP400025186\tPGSC0003DMT400037093	tomato	Potato	27582	1	Auxin
Solyc04g081490	PGSC0003DMP400017551\tPGSC0003DMT400025739	tomato	Potato	27582	1	Auxin
Solyc04g081490	Capana12g000592	tomato	CaZL1.pep	27582	1	Auxin
Solyc04g081490	Capana06g002647	tomato	CaZL1.pep	27582	1	Auxin
Solyc04g081490	Capana06g000379	tomato	CaZL1.pep	27582	1	Auxin
Solyc04g081490	Capana00g004468	tomato	CaZL1.pep	27582	1	Auxin
Solyc04g081490	Capana10g001333	tomato	CaZL1.pep	27582	1	Auxin
Solyc04g081490	Capana10g002148	tomato	CaZL1.pep	27582	1	Auxin
Solyc04g081490	Capana00g005100	tomato	CaZL1.pep	27582	*	Auxin
Solyc04g081490	Capana02g001123	tomato	CaZL1.pep	27582	*	Auxin
Solyc04g081490	Capang00g001350	tomato	CaChiltepin.pep	27582	*	Auxin
Solyc04g081490	Capang03g000696	tomato	CaChiltepin.pep	27582	*	Auxin
